N	4gram	Bakhtin_Pr_1	Myslijsy
1	в то же время	7	3
2	и по отношению к	1	2
3	как мы их понимаем	1	1
4	но на самом деле	1	1
5	по отношению к нему	1	1
6	как бы он ни	1	1
7	то же самое слово	1	1
8	не в том что	1	1
9	в мире а прежде	1	1
10	то что я называю	1	1
11	бы он ни был	1	1
12	по крайней мере для	1	1
13	дело в том что	1	1
14	в этом отношении не	1	1
15	с точки зрения нашего	5	1
16	перестать быть самим собою	1	1
17	а в том что	1	1
18	заключается в том что	1	1
19	в том и другом	1	1
20	то есть представляет ее	1	1
