1	и в	13	25
2	в этом	13	24
3	в том	14	20
4	что в	4	19
5	что он	5	19
6	тем что	1	19
7	может быть	10	19
8	что это	4	16
9	том что	13	15
10	в этой	4	14
11	пушкина как	1	13
12	то что	8	12
13	в его	6	12
14	не только	26	12
15	так что	1	11
16	в этих	1	11
17	таким образом	5	10
18	прежде всего	6	10
19	и не	14	10
20	но и	15	9
21	у него	6	9
22	в своих	2	8
23	это было	1	8
24	все это	1	8
25	и т	2	8
26	о том	5	8
27	точки зрения	5	7
28	было бы	2	7
29	что касается	1	7
30	из его	1	7
31	не может	8	7
32	в то	5	7
33	это не	3	7
34	как бы	6	6
35	место в	5	6
36	в конце	4	6
37	как на	2	6
38	в области	2	6
39	только в	11	6
40	а в	9	6
41	из этих	2	6
42	между тем	3	6
43	как в	5	6
44	не в	8	6
45	т п	2	6
46	ни в	1	5
47	а не	17	5
48	то же	4	5
49	мы имеем	3	5
50	он не	5	5
51	но в	6	5
52	у шекспира	1	5
53	на то	2	5
54	с другой	5	5
55	об этом	4	5
56	в котором	5	5
57	связано с	1	5
58	отношения между	2	5
59	потому что	2	5
60	так и	9	5
61	такого рода	12	5
62	того что	6	5
63	ответ на	5	5
64	по форме	1	5
65	а также	6	4
66	на протяжении	5	4
67	если бы	4	4
68	с точки	2	4
69	к нему	1	4
70	в которой	1	4
71	этом отношении	3	4
72	например в	1	4
73	а как	3	4
74	во всяком	1	4
75	и для	3	4
76	действующих лиц	3	4
77	сказать что	3	4
78	в жизни	6	4
79	к ней	3	4
80	можно назвать	2	4
81	в качестве	14	4
82	ничего не	6	4
83	у нас	2	4
84	в каком	1	4
85	xix века	1	4
86	в ней	2	4
87	состоит в	12	4
88	в начале	2	4
89	время как	1	4
90	и тем	5	4
91	в своей	4	4
92	относится к	1	4
93	всяком случае	1	4
94	можно сказать	6	4
95	этом смысле	1	4
96	в центре	2	4
97	и к	6	4
98	то время	1	4
99	в целом	3	4
100	но это	2	4
101	из этого	1	4
102	в чем	2	4
103	отношение к	1	4
104	он говорит	1	4
105	как и	4	4
106	то в	1	4
107	и с	1	4
108	все же	6	4
109	в общем	1	4
110	в речи	1	4
111	в течение	2	4
112	несмотря на	2	3
113	но он	2	3
114	все эти	3	3
115	xviii в	1	3
116	и его	3	3
117	в рассказе	4	3
118	для него	4	3
119	и здесь	2	3
120	и более	2	3
121	же время	3	3
122	уже не	4	3
123	во время	2	3
124	к этому	1	3
125	тем более	2	3
126	и наконец	1	3
127	другое дело	1	3
128	подчеркнуть что	2	3
129	в системе	1	3
130	к которому	2	3
131	и что	2	3
132	с его	3	3
133	со стороны	6	3
134	в какой	4	3
135	что я	3	3
136	по мнению	1	3
137	что все	1	3
138	в связи	1	3
139	как раз	3	3
140	в виде	2	3
141	нет никакого	1	3
142	на этом	1	3
143	действующие лица	1	3
144	говорить о	2	3
145	его как	1	3
146	связи с	1	3
147	с которым	1	3
148	с этой	3	3
149	своего рода	9	3
150	не является	4	3
151	в другом	4	3
152	что мы	1	3
153	одной стороны	5	3
154	тому что	3	3
155	так сказать	3	2
156	в одной	1	2
157	внимания на	1	2
158	существует в	1	2
159	это за	1	2
160	то есть	9	2
161	на нее	1	2
