N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	24
2	не только	16	21
3	и т	28	17
4	т д	5	16
5	может быть	14	14
6	не может	14	14
7	в этих	2	13
8	мы имеем	1	12
9	как в	8	12
10	в этом	12	12
11	в ином	1	12
12	и здесь	3	12
13	но и	16	11
14	это не	6	10
15	том что	2	10
16	и что	1	10
17	у него	3	10
18	мы видим	2	10
19	а в	6	10
20	все же	7	9
21	с другой	5	9
22	не в	7	9
23	о том	3	9
24	потому что	2	9
25	и другие	1	9
26	то же	14	8
27	еще не	4	8
28	что и	1	8
29	так как	3	8
30	другой стороны	4	8
31	а не	15	8
32	все это	5	8
33	или в	8	8
34	во всех	17	7
35	таким образом	9	7
36	мы видели	1	7
37	одна из	2	7
38	к нему	5	7
39	один из	4	7
40	в том	3	7
41	вместе с	1	7
42	но не	2	6
43	в нем	30	6
44	он не	3	6
45	всех этих	4	6
46	как и	4	6
47	для нас	2	6
48	и все	4	6
49	того что	3	6
50	только в	6	6
51	так же	2	6
52	с этой	3	6
53	тридевять земель	1	5
54	с одной	4	5
55	отношение к	7	5
56	но в	8	5
57	имеем в	1	5
58	что она	1	5
59	за тридевять	1	5
60	не менее	1	5
61	с ним	7	5
62	дело не	2	5
63	ничего не	4	5
64	так и	11	5
65	одной стороны	4	5
66	там где	4	5
67	героя и	1	5
68	же как	2	4
69	он может	2	4
70	мы уже	2	4
71	мы не	2	4
72	как бы	12	4
73	при этом	6	4
74	точки зрения	16	4
75	в их	4	4
76	тем не	1	4
77	по существу	3	4
78	никогда не	3	4
79	со своим	5	4
80	в других	3	4
81	так в	2	4
82	ли он	4	4
83	то и	1	4
84	вовсе не	7	4
85	в данном	3	4
86	в состоянии	1	4
87	и не	16	4
88	одной из	3	4
89	есть и	1	4
90	например в	2	3
91	эта форма	3	3
92	и он	1	3
93	в различных	1	3
94	с его	4	3
95	что они	2	3
96	кроме того	4	3
97	хотя и	2	3
98	и наконец	4	3
99	из этих	3	3
100	на то	1	3
101	и если	1	3
102	и по	2	3
103	а его	1	3
104	его в	3	3
105	в них	6	3
106	и становится	1	3
107	как мы	8	3
108	не все	1	3
109	показывает как	1	3
110	видим что	1	3
111	и его	14	3
112	связи с	2	3
113	из одного	2	3
114	данном случае	3	3
115	и этим	3	3
116	не столько	1	3
117	и она	1	3
118	в качестве	3	3
119	чаще всего	1	3
120	так что	2	3
121	между прочим	1	3
122	в другой	2	3
123	и даже	6	3
124	по своим	6	3
125	вступает в	1	3
126	этой точки	1	3
127	что мы	1	3
128	сих пор	2	3
129	но это	1	3
130	от него	1	3
131	в герое	1	3
132	с ней	2	3
133	из самых	1	2
134	почти всегда	3	2
135	не имеют	1	2
136	его не	1	2
137	время как	2	2
138	и ее	3	2
139	того же	6	2
140	в прямой	2	2
141	и на	14	2
142	этим не	1	2
143	со стороны	1	2
144	не просто	1	2
145	которые не	1	2
146	в одной	1	2
147	его на	1	2
148	с этим	3	2
149	которой они	1	2
150	стороны и	1	2
151	и нет	1	2
152	перед нами	4	2
153	что по	1	2
154	в действительности	1	2
155	в самом	5	2
156	та же	1	2
157	в которой	4	2
158	не видят	2	2
159	он в	5	2
160	все эти	9	2
161	нами в	2	2
162	и тот	1	2
163	вообще не	3	2
164	на его	8	2
165	в чужую	1	2
166	связанные с	3	2
167	на ту	2	2
168	вместе со	2	2
169	было бы	3	2
170	и тем	2	2
171	ни в	1	2
172	сам он	1	2
173	этого не	1	2
174	в один	1	2
175	в котором	2	2
176	не от	1	2
177	к этому	2	2
178	него есть	1	2
179	но он	2	2
180	не его	2	2
181	есть еще	1	2
182	новые и	1	2
183	тому что	2	2
184	она не	3	2
185	в то	14	2
186	в основе	5	2
187	друг друга	3	2
188	во всем	1	2
189	не могут	3	2
190	лежит в	4	2
191	как только	3	2
192	его за	1	2
193	и это	1	2
194	но по	2	2
195	без всякого	1	2
196	в ее	2	2
197	то время	2	2
198	и исторически	1	2
199	на том	2	2
200	но здесь	3	2
201	все дело	1	2
202	все его	4	2
203	в форме	1	2
204	именно такое	1	2
205	тем более	1	2
206	здесь не	2	2
207	тот же	1	2
208	и так	1	2
209	конечно не	3	2
210	уже не	2	2
211	и у	2	2
212	только на	2	2
213	что не	1	2
214	или даже	2	2
215	из них	3	2
216	характерно что	2	2
217	ни с	1	2
218	прежде всего	8	2
219	у нее	1	2
220	к ним	1	2
221	в особенности	8	2
222	до сих	2	2
223	на этот	1	2
224	и вступает	1	2
225	и др	14	2
226	ничем не	1	2
227	в руках	1	2
228	у героя	1	2
229	но оно	3	2
230	связь с	2	2
231	и там	3	2
232	в литературе	1	2
233	когда она	1	2
234	по которому	1	2
235	был в	1	2
236	и от	4	2
237	и о	2	2
238	в основном	3	2
239	отличается от	1	2
240	сказать что	2	2
241	от всех	1	2
242	и эта	2	2
243	они не	1	2
244	только он	1	1
245	как игра	1	1
246	ту же	4	1
247	одним из	4	1
248	героя по	1	1
249	связана с	2	1
250	упор на	1	1
251	не остается	1	1
252	как известно	1	1
253	от этой	2	1
254	силы и	1	1
255	бы для	1	1
256	чего не	1	1
257	в чисто	2	1
258	из его	1	1
259	не должны	2	1
260	в несколько	1	1
261	есть не	1	1
262	героя на	1	1
263	очень далеко	1	1
264	или наоборот	1	1
265	могут также	1	1
266	в первый	1	1
267	что уже	1	1
268	иногда прямо	1	1
269	но она	1	1
270	в некотором	1	1
271	зависимости от	3	1
272	в ней	4	1
273	более или	3	1
274	собой в	1	1
275	он был	1	1
276	в которых	1	1
277	почву для	1	1
278	между собой	2	1
279	влияния на	3	1
280	бы то	1	1
281	которое он	1	1
282	не исчерпываются	1	1
283	остался вне	1	1
284	не входит	1	1
285	свою жизнь	1	1
286	иногда и	1	1
287	в свои	1	1
288	до наших	1	1
289	один и	1	1
290	из которого	1	1
291	в своем	3	1
292	совершенно иными	1	1
293	своему предмету	2	1
294	и к	5	1
295	в этот	1	1
296	где все	1	1
297	в целом	2	1
298	или во	2	1
299	он наконец	1	1
300	в этой	1	1
301	в известном	2	1
302	эпохи и	2	1
