N	2gram	Bakhtin_Pr_2	Istorich
1	и в	45	26
2	так же	5	18
3	то что	5	16
4	не только	16	15
5	может быть	18	14
6	что в	6	14
7	же как	4	13
8	но и	15	12
9	связь с	2	12
10	в лесу	1	12
11	и пр	2	11
12	так и	3	10
13	таким образом	11	10
14	и его	8	10
15	что он	7	10
16	все же	4	9
17	его в	3	9
18	что и	5	9
19	так как	5	9
20	и не	42	9
21	то же	5	8
22	а в	3	8
23	мы имеем	2	7
24	в этом	20	7
25	он не	9	7
26	об этом	3	7
27	как и	14	7
28	в этих	4	7
29	их в	7	7
30	как в	4	7
31	превращается в	4	7
32	героя в	5	7
33	совершенно так	2	6
34	еще не	9	6
35	что они	3	6
36	как он	4	6
37	мы видели	3	6
38	не всегда	1	6
39	таким же	2	6
40	мы можем	4	6
41	могут быть	4	6
42	в дальнейшем	2	6
43	к нему	11	6
44	мы видим	2	6
45	потому что	8	6
46	а не	10	6
47	не может	24	6
48	вместе с	1	6
49	в иной	1	6
50	это и	1	5
51	мы уже	3	5
52	но не	6	5
53	и как	2	5
54	но в	6	5
55	уже не	6	5
56	и только	1	5
57	и по	2	5
58	но все	4	5
59	в другом	1	5
60	и с	7	5
61	это не	3	5
62	к которым	1	5
63	не в	8	5
64	ничего не	3	5
65	и у	2	5
66	как мы	8	5
67	на нем	1	5
68	и здесь	2	5
69	и что	2	5
70	в его	22	5
71	с ними	4	5
72	в одном	6	5
73	у него	6	5
74	тем что	2	5
75	до сих	2	5
76	и др	4	5
77	в некоторых	2	5
78	из которых	2	5
79	сих пор	2	5
80	мы должны	4	5
81	к этому	4	5
82	в которых	1	4
83	он в	1	4
84	в плену	1	4
85	но он	1	4
86	в своей	6	4
87	даже в	6	4
88	того как	3	4
89	здесь не	2	4
90	так в	1	4
91	о том	3	4
92	и даже	3	4
93	вовсе не	7	4
94	с другой	1	4
95	а на	2	4
96	а по	1	4
97	все что	3	4
98	другой стороны	1	4
99	например в	2	3
100	и действительно	2	3
101	из этих	1	3
102	относится к	2	3
103	в одной	5	3
104	перед нами	4	3
105	все эти	4	3
106	на то	2	3
107	и если	1	3
108	на его	5	3
109	что она	4	3
110	при этом	2	3
111	что у	4	3
112	на земле	1	3
113	что ни	1	3
114	те же	2	3
115	том что	7	3
116	в связь	1	3
117	от своего	1	3
118	по сравнению	2	3
119	и более	2	3
120	как это	2	3
121	что эта	2	3
122	меня не	1	3
123	не имеет	3	3
124	на котором	1	3
125	на него	2	3
126	в русской	2	3
127	через него	1	3
128	во всем	1	3
129	связи с	1	3
130	есть только	4	3
131	все еще	1	3
132	и он	3	3
133	она не	5	3
134	данном случае	1	3
135	в образе	3	3
136	в другой	1	3
137	представления о	1	3
138	в том	8	3
139	только в	9	3
140	или же	2	3
141	человека с	2	3
142	переходит в	2	3
143	и других	3	3
144	связан с	2	3
145	а именно	3	3
146	не на	4	3
147	в свете	1	3
148	о чем	1	3
149	там где	6	3
150	что мы	1	3
151	входить в	1	3
152	в данном	1	3
153	сравнению с	2	3
154	наряду с	1	3
155	как бы	15	3
156	по существу	1	3
157	он бросает	1	3
158	этом случае	1	3
159	или в	2	3
160	но это	2	3
161	только что	2	3
162	же в	1	3
163	между ними	4	3
164	своего отца	1	3
165	он всегда	1	3
166	к этой	2	3
167	и другие	4	3
168	что образ	2	2
169	он может	2	2
170	и есть	1	2
171	не хочет	1	2
172	должна быть	3	2
173	а как	4	2
174	эта форма	2	2
175	что герой	1	2
176	связана с	1	2
177	к ним	3	2
178	вступают в	2	2
179	отношение к	8	2
180	иногда и	1	2
181	в этой	1	2
182	в истории	2	2
183	с этим	1	2
184	в своем	5	2
185	хотя и	2	2
186	конечно не	6	2
187	сливается с	4	2
188	в целом	5	2
189	на некоторых	1	2
190	и тот	1	2
191	в себе	5	2
192	другом случае	1	2
193	имеем в	2	2
194	в нем	20	2
195	же это	1	2
196	на этом	1	2
197	так например	1	2
198	здесь мы	1	2
199	лишь в	2	2
200	хотя бы	5	2
201	было бы	4	2
202	из них	9	2
203	стоит на	1	2
204	ни одной	1	2
205	которой он	1	2
206	этот материал	1	2
207	и их	6	2
208	можно найти	2	2
209	знает и	1	2
210	что я	1	2
211	тем не	1	2
212	все это	5	2
213	по себе	8	2
214	что есть	1	2
215	не менее	2	2
216	герою в	3	2
217	к этим	1	2
218	не по	3	2
219	одна из	3	2
220	он иногда	1	2
221	героя а	1	2
222	что на	1	2
223	в области	2	2
224	от того	2	2
225	у нас	2	2
226	к отдельным	1	2
227	случайно и	1	2
228	не могут	1	2
229	во все	2	2
230	его с	2	2
231	это происходит	1	2
232	не есть	2	2
233	на том	1	2
234	никогда не	17	2
235	живет в	1	2
236	иногда в	1	2
237	и на	7	2
238	если бы	2	2
239	еще резче	1	2
240	другими словами	2	2
241	говорит об	1	2
242	в самую	2	2
243	от них	2	2
244	в форме	2	2
245	новая форма	1	2
246	видим что	1	2
247	того что	3	2
248	происходит в	1	2
249	в современной	1	2
250	на которой	1	2
251	о двух	2	2
252	меня и	1	2
253	себя в	2	2
254	так что	2	2
255	уже в	4	2
256	и они	1	2
257	в виде	1	2
258	есть в	8	2
259	не дает	1	2
260	его и	3	2
261	вводится в	1	2
262	ни в	2	2
263	могло бы	1	2
264	представлений о	1	2
265	у нее	1	2
266	с этими	1	2
267	только с	1	2
268	героя он	1	2
269	герой и	3	2
270	в других	1	2
271	даже и	2	2
272	в особенности	2	2
273	он живет	1	2
274	из таких	1	2
275	но есть	1	2
276	иногда это	1	2
277	на этот	1	2
278	а сам	1	2
279	его как	1	2
280	надо еще	1	2
281	с помощью	1	2
282	в частности	1	2
283	он уже	2	2
284	он говорит	2	2
285	и вот	2	2
286	этого слова	2	2
287	смысле этого	2	2
288	и там	1	2
289	есть и	3	2
290	приведем несколько	1	2
291	но для	1	2
292	это уже	1	2
293	от него	3	2
294	и все	1	2
295	превратился в	1	2
296	этот вопрос	4	2
297	сказать что	5	2
298	мы считаем	2	2
299	на это	1	2
300	к другой	1	1
301	вряд ли	1	1
302	эта новая	2	1
303	героя за	1	1
304	не видим	1	1
305	дело обстоит	1	1
306	силы и	1	1
307	показать что	2	1
308	почти не	1	1
309	оно отражает	1	1
310	смерть в	1	1
311	из его	1	1
312	не имеют	1	1
313	др в	1	1
314	все те	2	1
315	над которым	1	1
316	в зависимости	3	1
317	входящих в	1	1
318	и могут	2	1
319	той же	1	1
320	их и	3	1
321	есть не	1	1
322	связь на	1	1
323	на тех	1	1
324	мы не	1	1
325	что если	3	1
326	или другим	1	1
327	выходит из	1	1
328	не была	1	1
329	он как	3	1
330	есть нечто	1	1
331	так чтобы	2	1
332	время как	1	1
333	совпадает с	1	1
334	принадлежит к	1	1
335	они были	1	1
336	не совсем	2	1
337	зависимости от	3	1
338	в ней	7	1
339	меньшей степени	2	1
340	не от	1	1
341	знаете ли	1	1
342	на них	2	1
343	он сам	6	1
344	что по	1	1
345	в чем	2	1
346	правда этот	1	1
347	во всех	4	1
348	некоторые другие	1	1
349	ними в	1	1
350	от его	2	1
351	землю и	1	1
352	мы будем	1	1
353	но как	2	1
354	не все	1	1
355	а и	1	1
356	независимо от	1	1
357	в особом	2	1
358	общего с	1	1
359	как образ	1	1
360	как к	2	1
361	этого развития	1	1
362	а становится	1	1
363	может поэтому	1	1
364	есть что-то	1	1
365	и наконец	1	1
366	и к	2	1
367	на своем	1	1
368	это просто	1	1
369	нет здесь	1	1
370	еще на	1	1
371	та же	1	1
372	в ответ	1	1
373	у каждого	1	1
374	что так	1	1
375	за человека	1	1
376	думать что	1	1
377	им в	4	1
378	нами в	4	1
379	ее как	1	1
380	их здесь	2	1
381	героя из	1	1
382	но на	2	1
383	вообще не	1	1
384	к миру	1	1
385	красный цвет	1	1
386	нет кажется	1	1
387	одному из	1	1
388	силой и	2	1
389	всех этих	1	1
390	и указаны	1	1
391	не как	6	1
392	же порядка	1	1
393	мир как	2	1
394	делает за	2	1
395	подобно тому	2	1
396	людей и	2	1
397	в нее	1	1
398	только тот	1	1
399	бы они	1	1
400	вера в	1	1
401	них не	1	1
402	они тоже	1	1
403	или наконец	3	1
404	ощущается как	1	1
405	может стать	2	1
406	то все	1	1
407	он есть	2	1
408	форму и	1	1
409	эти же	2	1
410	по всему	1	1
411	этом мы	1	1
412	но уже	2	1
413	он является	1	1
414	в них	4	1
415	героя или	1	1
416	на материале	3	1
417	она и	3	1
418	он из	1	1
419	со своими	6	1
420	перестает быть	3	1
421	в развитии	2	1
422	потому и	1	1
423	как таковой	1	1
