N	3gram	Vygotskiy__3	EvropaiE
1	с точки зрения	9	16
2	с одной стороны	5	8
3	в том что	11	6
4	с этой точки	1	5
5	этой точки зрения	1	5
6	для того чтобы	8	5
7	и в этом	3	4
8	того или иного	1	4
9	в этом отношении	1	3
10	можно было бы	1	3
11	в применении к	1	3
12	во всяком случае	2	3
13	между тем в	2	3
14	можно сказать что	1	3
15	заключает в себе	1	3
16	того что в	1	2
17	имеет место в	2	2
18	нам кажется что	1	2
19	сплошь и рядом	1	2
20	только в том	2	2
21	то что в	2	2
22	к тому чтобы	1	2
23	в данном случае	2	2
24	дело идет о	1	2
25	заключается в том	6	2
26	по сравнению с	1	2
27	с другой стороны	5	2
28	не может быть	1	2
29	и все другие	1	2
30	очевидно что в	1	2
31	в свою очередь	2	2
32	мы можем сказать	1	2
33	хотя бы в	1	2
34	на то что	12	2
35	как мы видели	2	2
36	а не к	1	1
37	что в этом	1	1
38	то есть чем	1	1
39	более или менее	1	1
40	в тех случаях	1	1
41	что для него	1	1
42	как будто нет	1	1
43	то что с	2	1
44	если так то	1	1
45	совершенно очевидно что	1	1
46	в лучшем случае	2	1
47	и то и	3	1
48	том случае если	1	1
49	то и другое	3	1
50	в отличие от	1	1
51	мы все знаем	1	1
52	и та же	2	1
53	с тем что	1	1
54	кроме того что	1	1
55	мы увидим что	7	1
56	кто иной как	1	1
57	может быть и	1	1
58	мы остановились на	1	1
59	и в своем	1	1
60	или иначе говоря	1	1
61	и тот же	1	1
62	смысле этого слова	2	1
63	было бы совершенно	2	1
64	склонен думать что	1	1
65	всего этого следует	1	1
66	в том случае	1	1
67	то время как	2	1
68	что в таком	1	1
69	себя как на	1	1
70	будет доказано что	1	1
71	мы отнюдь не	1	1
72	одна и та	1	1
73	о которых мы	5	1
74	мы видели что	2	1
75	указать на то	1	1
76	если обратиться к	1	1
77	каждого из них	1	1
78	имеет для нас	1	1
79	один и тот	1	1
80	с но и	1	1
81	вовсе не в	2	1
82	не кто иной	1	1
83	мы не можем	2	1
84	том смысле что	1	1
85	в то время	2	1
86	как это мы	1	1
87	речь идет о	3	1
88	не более как	1	1
89	двух противоположных направлениях	1	1
90	в двух противоположных	2	1
91	та и другая	1	1
92	ли это что	1	1
93	к тому что	2	1
94	в том смысле	2	1
95	при помощи которого	2	1
96	на то чтобы	1	1
97	к тому же	1	1
98	и т д	4	1
