N	2gram	Bakhtin_sl_2	Psycholo
1	то что	2	32
2	и в	39	31
3	в том	5	30
4	и т	35	26
5	то есть	26	26
6	что в	3	23
7	может быть	37	22
8	таким образом	8	20
9	при этом	7	19
10	так как	4	18
11	не может	20	17
12	как и	6	16
13	том что	5	16
14	т п	33	16
15	и не	22	16
16	точки зрения	8	15
17	только в	5	14
18	не только	24	13
19	что и	3	13
20	а не	14	13
21	мы не	2	12
22	в этом	16	12
23	с таким	2	11
24	в самом	1	11
25	не в	9	11
26	в области	2	11
27	могут быть	7	11
28	в сущности	6	10
29	на то	1	10
30	того что	1	10
31	по себе	5	9
32	ни в	4	9
33	как в	13	9
34	т д	2	8
35	и что	1	8
36	никогда не	7	8
37	вместе с	2	8
38	все это	16	8
39	во всяком	3	8
40	на основании	1	7
41	сказать что	3	7
42	того чтобы	2	7
43	и его	33	7
44	о том	2	7
45	что он	2	7
46	зависимости от	4	6
47	отнюдь не	1	6
48	целый ряд	1	6
49	что она	1	6
50	для того	2	6
51	в его	7	6
52	всяком случае	2	6
53	вовсе не	10	6
54	и даже	7	6
55	одной стороны	5	6
56	до конца	17	6
57	а в	4	6
58	и есть	1	5
59	в зависимости	4	5
60	то же	4	5
61	х годов	2	5
62	с одной	5	5
63	в целом	1	5
64	по самому	1	5
65	несмотря на	1	5
66	она не	6	5
67	в то	4	5
68	тогда когда	2	5
69	в процессе	13	5
70	не является	1	5
71	утверждать что	1	5
72	для нас	5	5
73	с другой	5	5
74	в какой	1	5
75	как бы	7	5
76	все же	6	5
77	и для	5	5
78	для выражения	1	5
79	и все	5	5
80	другой стороны	1	5
81	в виду	1	4
82	точка зрения	2	4
83	у него	3	4
84	со всеми	2	4
85	отличие от	13	4
86	в себе	2	4
87	одна из	4	4
88	те же	2	4
89	никак не	1	4
90	прежде всего	8	4
91	между тем	3	4
92	все время	1	4
93	один из	5	4
94	мы увидим	2	4
95	для всех	4	4
96	мы можем	1	4
97	там где	6	4
98	как это	3	4
99	этого слова	1	4
100	и о	1	4
101	в результате	2	4
102	чтобы понять	1	4
103	в этих	7	4
104	и другие	2	4
105	в своих	1	4
106	к этому	1	4
107	смысле слова	1	3
108	речь идет	1	3
109	например в	5	3
110	это и	2	3
111	должна быть	3	3
112	собственном смысле	3	3
113	той же	3	3
114	социальной и	1	3
115	эпохи в	1	3
116	себе а	1	3
117	совсем не	1	3
118	но не	6	3
119	с этим	2	3
120	стороны и	3	3
121	в своем	6	3
122	хотя и	2	3
123	и к	6	3
124	но в	6	3
125	та же	1	3
126	уже в	2	3
127	в этой	1	3
128	его и	2	3
129	у пушкина	1	3
130	и по	1	3
131	других видов	1	3
132	в каждом	1	3
133	может стать	2	3
134	в слове	6	3
135	в своей	1	3
136	представить себе	1	3
137	в отличие	12	3
138	точку зрения	3	3
139	только не	1	3
140	во всем	4	3
141	внутреннюю форму	2	3
142	все то	1	3
143	не могут	5	3
144	что оно	4	3
145	что при	1	3
146	и это	1	3
147	в собственном	3	3
148	нет никакой	1	3
149	роль в	2	3
150	так и	15	3
151	но мы	2	3
152	он не	2	3
153	нуждается в	2	3
154	интеллигенции х	1	3
155	в частности	1	3
156	дело с	4	3
157	в обществе	1	3
158	не можем	1	3
159	только на	1	3
160	и других	4	3
161	мышления и	5	3
162	слова в	13	3
163	в конце	1	3
164	и только	1	3
165	точек зрения	3	3
166	до сих	2	3
167	не было	2	3
168	могут служить	1	3
169	какой мере	1	3
170	в одной	1	3
171	евгении онегине	1	3
172	сих пор	2	3
173	но это	3	3
174	и другими	1	3
175	жизни и	6	3
176	все что	2	3
177	в таком	4	3
178	ту же	3	2
179	того же	1	2
180	и без	1	2
181	идет о	1	2
182	оно было	2	2
183	которое может	1	2
184	есть не	1	2
185	она в	1	2
186	как мы	7	2
187	человека и	3	2
188	почти все	2	2
189	быть в	1	2
190	в чем	3	2
191	но как	2	2
192	отношение к	4	2
193	сама по	3	2
194	если она	3	2
195	независимо от	2	2
196	как к	3	2
197	и художественного	1	2
198	более или	2	2
199	увидим что	1	2
200	как таковое	1	2
201	в себя	2	2
202	бы и	3	2
203	как он	2	2
204	в нем	19	2
205	в немецкой	1	2
206	или иных	1	2
207	поскольку она	1	2
208	русском языке	1	2
209	как они	1	2
210	и характер	1	2
211	и дальше	3	2
212	и с	9	2
213	его в	4	2
214	на почве	4	2
215	и тем	1	2
216	в них	6	2
217	далеко не	2	2
218	очень легко	2	2
219	не всегда	2	2
220	этого произведения	1	2
221	такой же	1	2
222	или менее	2	2
223	что такое	1	2
224	в такой	1	2
225	с точки	3	2
226	мысли и	1	2
227	тем не	1	2
228	даже в	2	2
229	не менее	4	2
230	в основе	4	2
231	без остатка	1	2
232	эта внутренняя	1	2
233	ничего не	1	2
234	таким путем	1	2
235	в русском	1	2
236	тех или	1	2
237	в сознании	1	2
238	этом отношении	3	2
239	их от	1	2
240	есть к	1	2
241	если же	1	2
242	в нас	1	2
243	в применении	1	2
244	без всякого	2	2
245	приводит к	1	2
246	материала для	1	2
247	и ту	1	2
248	с ним	7	2
249	и здесь	2	2
250	зрения на	2	2
251	но и	21	2
252	случае не	1	2
253	нас в	1	2
254	в евгении	1	2
255	самому себе	1	2
256	или как	4	2
257	тем или	1	2
258	когда оно	1	2
259	отметить что	3	2
260	наконец в	4	2
261	и следовательно	1	2
262	который стал	1	2
263	в него	7	2
264	к нему	3	2
265	как например	2	2
266	видели что	1	2
267	и потому	7	2
268	никак нельзя	1	2
269	в качестве	1	2
270	из которого	1	2
271	уже не	5	2
272	в поэзии	2	2
273	одно из	1	2
274	и их	5	2
275	в одном	2	2
276	к ним	1	2
277	как раз	1	2
278	себе представить	1	2
279	себя и	4	2
280	говорит о	1	2
281	когда она	1	2
282	в связи	2	2
283	мы видели	2	2
284	такой степени	1	2
285	п все	3	2
286	слова то	1	2
287	целом ряде	1	2
288	применении к	1	2
289	и там	3	2
290	и таким	1	2
291	отличается от	2	2
292	это новое	1	2
293	одного и	1	2
294	не знаем	2	2
295	и может	1	2
296	и от	3	2
297	его не	4	2
298	или иным	1	2
299	от него	5	2
300	и как	3	2
301	всех других	1	2
302	только о	2	2
303	и слов	1	2
304	гораздо более	1	2
305	всегда в	1	1
306	с новыми	1	1
307	и наиболее	1	1
308	от этой	1	1
309	всем ее	1	1
310	он также	1	1
311	полемике с	1	1
312	в движение	1	1
