N	3gram	Vygotskiy__3	VLabPisa
1	в этом отношении	3	13
2	с другой стороны	3	8
3	не может быть	2	8
4	по отношению к	2	7
5	по этому поводу	1	7
6	более или менее	1	6
7	в зависимости от	5	5
8	хотя бы и	1	5
9	не могут быть	1	4
10	в связи с	5	4
11	в том что	17	4
12	о том как	1	3
13	как это делает	1	3
14	вместе с тем	10	3
15	в этой области	1	3
16	мы видели что	3	3
17	о том что	3	3
18	к тому что	1	3
19	в основных чертах	1	3
20	которая не может	1	2
21	в другом месте	1	2
22	подобно тому как	1	2
23	в том числе	1	2
24	до сих пор	1	2
25	можно было бы	5	2
26	одном и том	1	2
27	в том чтобы	1	2
28	с одной стороны	5	2
29	в конце концов	1	2
30	и том же	1	2
31	ни один из	4	2
32	из них которые	1	2
33	в результате чего	1	2
34	во всех этих	1	2
35	из них не	1	2
36	во всяком случае	4	2
37	в этом и	2	2
38	в том отношении	1	2
39	этой точки зрения	2	2
40	те из них	1	2
41	этом и заключается	2	2
42	том числе и	1	2
43	таким образом по	1	2
44	таким образом не	1	2
45	для того чтобы	7	2
46	и связанное с	1	1
47	для этого процесса	1	1
48	при помощи которых	1	1
49	точки зрения на	2	1
50	и в результате	1	1
51	другой стороны он	1	1
52	в виду не	1	1
53	прежде всего следует	1	1
54	говорит об этом	2	1
55	теми или иными	2	1
56	то время как	4	1
57	что перед нами	3	1
58	в этом смысле	2	1
59	ее полноте нам	1	1
60	и в качестве	1	1
61	в силу того	2	1
62	же как и	4	1
63	с этой точки	2	1
64	одним из главнейших	1	1
65	как и все	1	1
66	тот или иной	1	1
67	что мы имеем	1	1
68	сами по себе	3	1
69	сама по себе	1	1
70	на основании их	1	1
71	только в том	2	1
72	то что в	2	1
73	по аналогии с	1	1
74	кроме того что	1	1
75	том или ином	1	1
76	вместе с этим	2	1
77	во всей ее	1	1
78	как если бы	1	1
79	ни в какой	4	1
80	в этом же	1	1
81	ту или иную	1	1
82	так или иначе	1	1
83	нельзя не признать	1	1
84	в применении к	1	1
85	приводит к тому	1	1
86	того что мы	1	1
87	в данном случае	1	1
88	один из них	1	1
89	не только в	1	1
90	очевидно что не	1	1
91	из которых каждая	1	1
92	что в основном	1	1
93	то же самое	1	1
94	так же как	6	1
95	к этому типу	1	1
96	по сравнению с	3	1
97	содержания и формы	1	1
98	имеем дело с	1	1
99	первая из них	1	1
100	все же не	1	1
101	не могло бы	1	1
102	в целом но	1	1
103	и благодаря этому	2	1
104	всего следует отметить	1	1
105	того или иного	2	1
106	процесса как показывает	1	1
107	а вместе с	1	1
108	этого процесса и	1	1
109	всей ее полноте	1	1
110	в то время	4	1
111	и вместе с	2	1
112	в свою очередь	2	1
113	та или иная	3	1
114	ничего общего с	1	1
115	обратил внимание на	1	1
116	две основные тенденции	1	1
117	главнейшие из них	1	1
118	в этом заключается	1	1
119	той или иной	2	1
120	между рассудком и	1	1
121	ни одна из	1	1
122	что в процессе	1	1
123	а как бы	1	1
124	этого сложного процесса	1	1
125	именно в силу	1	1
126	но было бы	1	1
127	в результате этого	1	1
128	могло бы быть	1	1
129	что он в	1	1
130	заключает в себе	2	1
131	и опирается на	1	1
132	что оно является	1	1
133	на основании изучения	1	1
