N	2gram	Propp_Russ_2	Psycholo
1	то что	5	37
2	и в	29	30
3	в том	22	27
4	что в	22	24
5	и что	5	23
6	потому что	5	23
7	том что	22	21
8	того чтобы	6	20
9	таким образом	6	20
10	все время	1	20
11	для того	6	20
12	как бы	18	19
13	на то	1	17
14	что он	1	17
15	не только	10	16
16	в этом	11	14
17	в самом	1	14
18	как раз	1	13
19	так же	4	13
20	показать что	1	12
21	с одной	2	12
22	одной стороны	2	12
23	вместе с	6	12
24	может быть	13	11
25	если бы	1	11
26	как на	1	11
27	о том	9	10
28	и то	2	9
29	никогда не	2	9
30	увидим что	1	9
31	и когда	1	9
32	так как	13	9
33	с другой	2	9
34	для этого	5	9
35	не может	5	9
36	сказать что	1	9
37	мы увидим	1	9
38	мы имеем	6	8
39	что это	3	8
40	он должен	1	8
41	при этом	6	8
42	с тем	6	8
43	не в	4	8
44	и это	1	8
45	того что	3	8
46	а не	4	8
47	могут быть	2	8
48	и т	5	7
49	то же	4	7
50	но не	5	7
51	все же	2	7
52	и как	2	7
53	в нем	1	7
54	в основе	1	7
55	как это	4	7
56	мы уже	1	6
57	что если	1	6
58	в своем	1	6
59	и если	1	6
60	что она	3	6
61	на этом	3	6
62	что все	1	6
63	как и	11	6
64	что с	2	6
65	и его	1	6
66	как будто	1	6
67	когда мы	2	6
68	или в	7	6
69	и здесь	1	6
70	уже в	1	6
71	тем что	3	6
72	но и	8	6
73	именно в	4	6
74	и не	1	6
75	и для	2	6
76	совершенно не	2	6
77	прав когда	2	5
78	и есть	1	5
79	еще не	6	5
80	по этому	2	5
81	ответ на	1	5
82	что они	1	5
83	что именно	1	5
84	когда он	1	5
85	в этой	3	5
86	было бы	3	5
87	рядом с	1	5
88	несмотря на	1	5
89	был бы	1	5
90	с и	1	5
91	как мы	3	5
92	но в	5	5
93	сводится к	1	5
94	один из	2	5
95	в двух	1	5
96	только в	1	5
97	а с	2	5
98	совершенно очевидно	2	5
99	и потому	1	5
100	эта теория	4	5
101	указывает что	1	5
102	другой стороны	1	5
103	в своих	2	5
104	как только	1	4
105	то это	1	4
106	в виду	2	4
107	в ней	1	4
108	стороны и	1	4
109	в них	4	4
110	в своей	2	4
111	что эта	1	4
112	из которых	2	4
113	у нас	4	4
114	и совершенно	1	4
115	этому поводу	2	4
116	в его	1	4
117	в него	2	4
118	только что	1	4
119	этот вопрос	2	4
120	не можем	2	4
121	только на	1	4
122	в конце	1	4
123	должен был	3	4
124	говорит о	2	4
125	прежде всего	2	4
126	там где	2	4
127	о чем	4	4
128	именно это	1	4
129	от него	1	4
130	и все	4	4
131	а в	9	4
132	смысл этого	1	3
133	в их	2	3
134	по его	1	3
135	полагает что	2	3
136	мы не	6	3
137	и о	3	3
138	из того	1	3
139	и на	6	3
140	в ее	3	3
141	как в	7	3
142	и наконец	1	3
143	в которой	2	3
144	чем больше	1	3
145	из этих	2	3
146	состоит в	15	3
147	так например	1	3
148	можно было	2	3
149	в другом	1	3
150	об этом	2	3
151	это не	5	3
152	т д	5	3
153	показывает что	8	3
154	в этих	3	3
155	вопрос о	4	3
156	но он	3	3
157	одна из	11	3
158	иметь в	1	3
159	учения о	1	3
160	этом отношении	1	3
161	что при	2	3
162	данном случае	7	3
163	так в	2	3
164	идет речь	1	3
165	что у	1	3
166	так и	1	3
167	это только	1	3
168	в состав	2	3
169	и поэтому	1	3
170	что и	2	3
171	что здесь	3	3
172	тот же	1	3
173	так что	4	3
174	для него	1	3
175	в состоянии	1	3
176	что на	2	3
177	под влиянием	1	3
178	верно что	1	3
179	в данном	6	3
180	для нас	6	3
181	мы должны	1	3
182	в свою	1	3
183	имеет место	1	3
184	и другие	14	3
185	это в	2	3
186	к этому	5	3
187	в таком	4	3
188	ли мы	1	2
189	ту же	1	2
190	же как	4	2
191	это и	2	2
192	этой теории	1	2
193	из самых	1	2
194	и до	1	2
195	что эти	1	2
196	с таким	1	2
197	а как	1	2
198	что между	1	2
199	время как	1	2
200	но она	2	2
201	что иное	2	2
202	он был	1	2
203	между собой	2	2
204	иное как	2	2
205	во всех	3	2
206	предположить что	4	2
207	на самом	2	2
208	совсем не	2	2
209	очевидно что	2	2
210	отличие от	3	2
211	в одной	1	2
212	с этим	2	2
213	перед нами	1	2
214	что по	4	2
215	следующим образом	5	2
216	он в	1	2
217	все эти	3	2
218	вопроса о	1	2
219	как он	1	2
220	есть одна	1	2
221	том чтобы	2	2
222	что от	3	2
223	в нее	1	2
224	и следовательно	1	2
225	но все	1	2
226	совпадают с	1	2
227	а затем	4	2
228	и с	10	2
229	из них	4	2
230	утверждает что	1	2
231	для чего	1	2
232	говорится о	1	2
233	чем в	2	2
234	должно быть	2	2
235	на первый	3	2
236	и при	2	2
237	как все	1	2
238	в котором	3	2
239	его мнению	1	2
240	в отличие	3	2
241	в которых	4	2
242	и под	3	2
243	что есть	1	2
244	с которой	1	2
245	в то	2	2
246	дело в	1	2
247	того как	2	2
248	и так	1	2
249	в полной	1	2
250	во всем	2	2
251	все то	2	2
252	должен быть	2	2
253	смерти в	2	2
254	говорится что	4	2
255	приводит к	1	2
256	и другими	1	2
257	не с	2	2
258	мог бы	1	2
259	еще в	2	2
260	когда в	1	2
261	теорию и	1	2
262	и даже	1	2
263	ничего не	1	2
264	находится в	1	2
265	или на	8	2
266	не имеем	1	2
267	очень хорошо	1	2
268	можно сказать	1	2
269	связь между	2	2
270	места и	1	2
271	от одного	1	2
272	в форме	2	2
273	как например	3	2
274	быть и	1	2
275	их не	1	2
276	в качестве	3	2
277	связи с	2	2
278	в одном	1	2
279	должны будем	1	2
280	это по	1	2
281	нет в	1	2
282	представляют собой	7	2
283	с той	1	2
284	на поверхности	1	2
285	обратить внимание	1	2
286	на которых	1	2
287	и эта	1	2
288	до конца	3	2
289	или с	3	2
290	в течение	2	2
291	что весь	1	2
292	по существу	4	2
293	исходя из	1	2
294	с этой	2	2
295	этом случае	6	2
296	все это	10	2
297	и таким	1	2
298	что касается	1	2
299	не является	1	2
300	же в	6	2
301	не что	2	2
302	из этого	2	2
303	нас не	2	2
304	одним из	2	1
305	например в	1	1
