N	2gram	Losev_Vlad_2	RusskieA
1	и в	30	29
2	том что	12	22
3	в том	18	22
4	что в	12	22
5	как бы	5	18
6	и другие	1	14
7	так как	5	13
8	может быть	7	13
9	и п	1	13
10	во время	1	12
11	там же	12	12
12	в этом	20	11
13	как и	5	11
14	в этот	1	10
15	не только	12	10
16	и с	14	10
17	все это	5	10
18	во многих	2	9
19	а на	1	9
20	о том	4	9
21	а в	11	9
22	с в	4	8
23	его в	4	8
24	а а	3	8
25	но и	8	8
26	и м	1	8
27	ее в	1	8
28	как в	3	7
29	данном случае	2	7
30	мы видели	2	7
31	в день	1	7
32	мы имеем	1	6
33	мы не	2	6
34	еще не	1	6
35	и на	4	6
36	при этом	5	6
37	таким образом	3	6
38	того чтобы	2	6
39	на нее	1	6
40	для нас	7	6
41	для того	2	6
42	с тем	2	6
43	вместе с	8	6
44	в данном	3	6
45	этом случае	1	6
46	же в	2	6
47	и т	1	5
48	но не	3	5
49	но в	8	5
50	на земле	2	5
51	это не	2	5
52	т д	1	5
53	не может	9	5
54	представление о	1	5
55	к вам	2	5
56	потому что	9	5
57	для этого	1	5
58	и что	5	5
59	будто бы	2	5
60	то что	20	5
61	с ней	2	5
62	к этому	6	5
63	то же	4	4
64	и сл	1	4
65	не все	1	4
66	что по	1	4
67	уже не	3	4
68	их в	2	4
69	том же	3	4
70	в них	3	4
71	далеко не	1	4
72	а за	2	4
73	в которых	1	4
74	не в	9	4
75	тогда когда	2	4
76	у нас	6	4
77	а также	10	4
78	как объяснить	1	4
79	к нему	2	4
80	так что	5	4
81	то и	1	4
82	в виде	3	4
83	из них	1	4
84	именно в	4	4
85	а не	7	4
86	о чем	6	4
87	так же	4	4
88	как это	7	4
89	по существу	3	4
90	и все	7	4
91	в таком	3	4
92	в году	24	3
93	и о	4	3
94	только тогда	2	3
95	что это	4	3
96	все эти	5	3
97	в этой	4	3
98	что она	1	3
99	главным образом	1	3
100	по всем	1	3
101	и по	2	3
102	на этом	2	3
103	и других	1	3
104	должен был	3	3
105	на первый	2	3
106	в этих	4	3
107	в котором	5	3
108	в отличие	3	3
109	выше мы	1	3
110	не будем	1	3
111	но он	3	3
112	и под	1	3
113	она не	2	3
114	не имеет	2	3
115	новый год	1	3
116	как мы	11	3
117	во всех	3	3
118	а именно	6	3
119	того что	5	3
120	что здесь	1	3
121	как например	1	3
122	в качестве	1	3
123	в последний	3	3
124	или даже	1	3
125	за ним	1	3
126	друг друга	2	3
127	отличие от	3	3
128	тем что	1	3
129	в природе	1	3
130	что для	2	3
131	до конца	7	3
132	пишет в	1	3
133	и от	2	3
134	было бы	9	3
135	но если	1	3
136	а н	14	3
137	также что	2	2
138	одним из	1	2
139	мы здесь	1	2
140	и то	5	2
141	тем и	1	2
142	н ф	5	2
143	но она	1	2
144	что иное	1	2
145	которое в	2	2
146	это время	4	2
147	иное как	1	2
148	не говорится	2	2
149	не был	2	2
150	природы и	1	2
151	а он	2	2
152	а через	1	2
153	мертвых и	1	2
154	с этим	5	2
155	все же	9	2
156	как уже	1	2
157	и как	3	2
158	не было	10	2
159	к числу	2	2
160	этой цели	1	2
161	та же	1	2
162	в которой	4	2
163	из этих	3	2
164	право на	1	2
165	если он	1	2
166	после этого	1	2
167	не к	1	2
168	том чтобы	2	2
169	но вместе	1	2
170	здесь мы	3	2
171	об этом	6	2
172	же а	1	2
173	и иногда	1	2
174	для них	1	2
175	из нее	1	2
176	должно быть	3	2
177	и еще	1	2
178	так в	1	2
179	в своей	5	2
180	в их	2	2
181	не столько	3	2
182	имеем не	1	2
183	тем не	6	2
184	была не	1	2
185	не менее	7	2
186	как можно	1	2
187	что с	1	2
188	в то	9	2
189	дело не	1	2
190	того как	2	2
191	никогда не	7	2
192	того в	1	2
193	к ней	3	2
194	во всем	1	2
195	связи с	8	2
196	кроме того	9	2
197	все то	1	2
198	начиная с	2	2
199	день в	1	2
200	когда мы	3	2
201	в виду	2	2
202	и многие	1	2
203	смерти в	1	2
204	то время	6	2
205	можно было	2	2
206	не с	1	2
207	мы приведем	1	2
