N	2gram	Tiupa_Lite_3	VerxiiNi
1	и в	16	26
2	с тем	1	18
3	в этом	14	15
4	вместе с	5	15
5	точки зрения	7	13
6	как бы	8	12
7	в том	12	11
8	не только	14	10
9	и с	2	10
10	может быть	12	10
11	связи с	2	9
12	в области	3	9
13	так как	1	9
14	но и	14	9
15	что в	2	9
16	но не	4	8
17	в общем	1	8
18	и у	1	8
19	с другой	6	8
20	и не	22	8
21	как на	3	8
22	но в	3	7
23	из них	4	7
24	том что	8	7
25	потому что	3	7
26	к нему	1	7
27	с одной	4	7
28	то что	12	7
29	а с	1	7
30	одной стороны	4	7
31	того же	2	6
32	все же	2	6
33	в себе	6	6
34	с точки	3	6
35	в отношении	1	6
36	к тому	6	6
37	так и	9	6
38	и т.д	1	6
39	о том	6	6
40	в конце	2	6
41	что и	2	6
42	несмотря на	2	6
43	и потому	2	6
44	все это	1	6
45	отношение к	2	5
46	и к	3	5
47	тому же	5	5
48	в силу	1	5
49	в мире	16	5
50	лишь в	5	5
51	или менее	1	5
52	не имеет	1	5
53	того чтобы	2	5
54	никогда не	4	5
55	для того	2	5
56	в его	6	5
57	а не	12	5
58	к жизни	2	5
59	и для	4	5
60	так же	2	5
61	одной из	1	5
62	более или	1	5
63	том числе	3	5
64	в котором	1	4
65	то же	9	4
66	в самом	3	4
67	в этой	8	4
68	то есть	5	4
69	с другими	1	4
70	он не	1	4
71	далеко не	2	4
72	и тогда	2	4
73	в то	9	4
74	в нем	2	4
75	а в	5	4
76	числе и	2	4
77	и потому-то	1	4
78	и только	2	4
79	только в	7	4
80	к своим	2	4
81	и вместе	2	4
82	на этот	1	4
83	ничем не	1	4
84	не может	8	4
85	и от	1	4
86	в этих	1	4
87	во время	1	4
88	что он	5	4
89	не вполне	2	3
90	к богу	1	3
91	если в	1	3
92	к сожалению	1	3
93	в своем	1	3
94	когда он	2	3
95	и как	3	3
96	за собой	1	3
97	так или	2	3
98	духовной культуры	1	3
99	и если	4	3
100	при этом	15	3
101	и при	2	3
102	тем не	1	3
103	если бы	2	3
104	то с	1	3
105	не менее	2	3
106	как о	2	3
107	представляет собой	2	3
108	к концу	1	3
109	и о	1	3
110	но по	1	3
111	на нее	1	3
112	можно сказать	2	3
113	в значительной	1	3
114	того что	9	3
115	но с	2	3
116	хотя бы	1	3
117	в качестве	5	3
118	так что	1	3
119	уже не	3	3
120	что эти	1	3
121	для него	2	3
122	в одном	4	3
123	случае не	1	3
124	и даже	2	3
125	или иначе	2	3
126	с ней	2	3
127	своей индивидуальности	1	3
128	в связи	1	3
129	в рамках	4	3
130	а так	2	3
131	с этой	2	3
132	у них	1	3
133	отношению к	4	3
134	к этому	2	3
135	в таком	1	3
136	всем и	1	2
137	одним из	4	2
138	его не	1	2
139	смотреть на	1	2
140	жизни по	1	2
141	так чтобы	2	2
142	принято называть	1	2
143	еще не	6	2
144	и на	2	2
145	бы то	2	2
146	с его	6	2
147	во всех	2	2
148	в создании	1	2
149	общего с	1	2
150	некоторые из	1	2
151	и наконец	3	2
152	еще на	2	2
153	он в	2	2
154	с тех	1	2
155	на то	2	2
156	не к	1	2
