N	3gram	Bakhtin_Fr_5	DiskursI
1	в том что	6	13
2	по отношению к	1	9
3	о том что	1	5
4	в отличие от	2	4
5	то же время	9	4
6	к тому же	2	4
7	той или иной	1	3
8	не может быть	2	3
9	в свою очередь	1	3
10	существенную роль в	2	3
11	в то же	9	3
12	и того же	1	2
13	том что в	1	2
14	в том числе	4	2
15	то же самое	2	2
16	в одной из	2	2
17	том числе и	2	2
18	в основе своей	1	2
19	в значительной степени	1	2
20	в данном случае	2	2
21	в эпоху романтизма	1	2
22	то есть в	2	2
23	можно сказать что	2	2
24	одного и того	1	2
25	здесь как и	2	1
26	и в различных	1	1
27	еще и в	1	1
28	ни о чем	1	1
29	точки зрения на	2	1
30	дело в том	2	1
31	а потому и	1	1
32	далеко не все	1	1
33	не только о	1	1
34	на самом деле	4	1
35	также и в	2	1
36	как раз и	1	1
37	о том как	2	1
38	он не может	1	1
39	этих форм в	1	1
40	с точки зрения	2	1
41	до сих пор	3	1
42	как и все	1	1
43	и в то	1	1
44	что он не	1	1
45	в строгом смысле	1	1
46	в последующие века	1	1
47	характер то есть	1	1
48	стихотворение в прозе	1	1
49	вместе с тем	1	1
50	во всех областях	1	1
51	не могло быть	1	1
52	как мы видели	4	1
53	в xvii веке	2	1
54	включающее в себя	1	1
55	они принадлежат к	1	1
56	во всех этих	1	1
57	потому что в	1	1
58	о чем не	1	1
59	в связи с	5	1
60	смысл в чем	1	1
61	и во второй	1	1
62	в следующей главе	1	1
63	под углом зрения	1	1
64	в этом отношении	5	1
65	так например в	1	1
66	до известной степени	4	1
67	так и в	1	1
68	на этом основании	1	1
69	в истории литературы	1	1
70	в конечном счете	1	1
71	не мог обойтись	1	1
72	же время и	1	1
73	один из важнейших	1	1
74	в полной мере	1	1
75	в другом случае	1	1
76	и прежде всего	3	1
77	тем не менее	1	1
78	в большинстве случаев	2	1
79	как и в	1	1
