N	2gram	Bakhtin_Pr_1	slovoVRo
1	в романе	11	46
2	и в	23	39
3	может быть	21	37
4	и его	13	33
5	то есть	24	26
6	не только	13	24
7	и не	34	22
8	но и	11	21
9	не может	11	20
10	в нем	20	19
11	до конца	5	17
12	в этом	25	16
13	все это	7	16
14	его слово	1	15
15	так и	10	15
16	романного жанра	1	15
17	а не	20	14
18	человек и	2	14
19	отличие от	2	13
20	как в	6	13
21	в процессе	4	13
22	в пределах	9	13
23	во всех	5	12
24	в отличие	2	12
25	в истории	2	11
26	с чужим	1	11
27	художественного изображения	1	11
28	слово в	2	11
29	вовсе не	8	10
30	к своему	1	9
31	и с	4	9
32	не в	6	9
33	со своим	3	9
34	словом и	1	8
35	таким образом	11	8
36	оно не	2	8
37	себя в	3	8
38	прежде всего	7	8
39	слова и	1	8
40	точки зрения	21	8
41	еще не	5	7
42	с его	6	7
43	европейского романа	4	7
44	пределах одного	1	7
45	при этом	3	7
46	его слова	1	7
47	в этих	2	7
48	для него	15	7
49	с ним	6	7
50	никогда не	5	7
51	могут быть	1	7
52	как мы	5	7
53	в его	24	7
54	и даже	3	7
55	и потому	3	7
56	как бы	28	7
57	в сущности	5	6
58	но не	8	6
59	в своем	8	6
60	все же	5	6
61	и к	4	6
62	но в	4	6
63	все эти	8	6
64	так сказать	3	6
65	значительной степени	1	6
66	в них	3	6
67	как и	8	6
68	она не	5	6
69	в значительной	1	6
70	в большинстве	2	6
71	там где	6	6
72	жизни и	6	6
73	например в	3	5
74	героя и	5	5
75	своему предмету	1	5
76	человека в	5	5
77	это не	10	5
78	том что	9	5
79	по себе	7	5
80	не могут	6	5
81	но все	4	5
82	мира и	7	5
83	с другой	2	5
84	романа в	4	5
85	один из	2	5
86	в том	11	5
87	конечно не	1	5
88	уже не	8	5
89	слова его	2	5
90	и их	2	5
91	большинстве случаев	2	5
92	в плане	5	5
93	остается в	2	5
94	и для	3	5
95	только в	8	5
96	романа и	4	5
97	для нас	3	5
98	и все	3	5
99	и наконец	5	5
100	отношения к	2	4
101	в зависимости	3	4
102	его не	1	4
103	и на	10	4
104	по отношению	11	4
105	отношение к	1	4
106	сливается с	2	4
107	всех этих	3	4
108	то же	10	4
109	слова не	1	4
110	художественный образ	1	4
111	его в	4	4
112	входит в	2	4
113	с другими	7	4
114	на почве	1	4
115	ни в	3	4
116	в отношении	2	4
117	остается вне	1	4
118	не менее	1	4
119	в то	10	4
120	одна из	2	4
121	в основе	5	4
122	же время	7	4
123	или как	5	4
124	зависимости от	3	4
125	что оно	1	4
126	здесь не	1	4
127	для этого	1	4
128	но здесь	1	4
129	борьба с	1	4
130	наконец в	2	4
131	поэтому и	2	4
132	и других	5	4
133	так как	7	4
134	себя и	2	4
135	в той	6	4
136	в основном	2	4
137	как предмет	3	4
138	в смысле	2	4
139	а в	7	4
140	отношении к	2	4
