N	3gram	Bakhtin_Pr_1	Komedia
1	в том что	6	5
2	о том что	1	4
3	для того чтобы	1	4
4	хоть и не	1	3
5	по отношению к	8	3
6	то же время	9	3
7	в то время	1	3
8	в то же	9	3
9	в этом смысле	10	2
10	до сих пор	2	2
11	в той же	2	2
12	бы то ни	2	2
13	то время как	1	2
14	то ни было	1	2
15	во всяком случае	3	2
16	независимо от того	1	2
17	и т п	3	2
18	к тому что	1	2
19	можно было бы	2	2
20	друг с другом	1	2
21	что и в	1	2
22	нет и в	1	1
23	ни в один	1	1
24	в самом деле	2	1
25	под определенным углом	1	1
26	с точки зрения	13	1
27	и в то	2	1
28	с самого начала	1	1
29	то что в	1	1
30	что в нем	1	1
31	как таковой и	1	1
32	точно так же	1	1
33	что весь этот	1	1
34	отношения между ними	1	1
35	могла бы быть	1	1
36	же что и	1	1
37	и во всяком	1	1
38	в первом случае	1	1
39	ни в одном	1	1
40	в один из	1	1
41	как будто бы	1	1
42	по сравнению с	1	1
43	само по себе	3	1
44	в целом ряде	2	1
45	с другой стороны	3	1
46	таким образом и	1	1
47	в полной мере	1	1
48	не может быть	4	1
49	и на западе	1	1
50	не было бы	1	1
51	их взаимоотношения в	1	1
52	того или иного	1	1
53	более или менее	1	1
54	у него в	1	1
55	и от других	1	1
56	так и в	1	1
57	не укладывается ни	1	1
58	в свою очередь	1	1
59	не только в	2	1
60	но все же	2	1
61	что это не	1	1
62	но все эти	1	1
63	в большинстве случаев	2	1
64	укладывается ни в	1	1
65	и на события	1	1
66	как мы видели	1	1
67	же становится в	1	1
