N	2gram	Losev_Prob_5	DiskursI
1	в себе	4	19
2	при этом	4	17
3	в этом	17	16
4	как и	7	16
5	состоит в	1	16
6	и в	30	16
7	в качестве	4	16
8	может быть	7	16
9	и не	12	15
10	а не	5	14
11	то есть	21	12
12	в частности	4	12
13	но в	9	11
14	но и	13	11
15	со стороны	1	10
16	не только	18	10
17	том что	17	10
18	своего рода	1	10
19	так и	7	9
20	не может	5	9
21	такого рода	2	9
22	как в	2	8
23	в том	12	8
24	а также	3	8
25	но не	7	7
26	в данном	2	7
27	в нем	6	7
28	ни в	4	7
29	не менее	5	7
30	прежде всего	6	7
31	то же	2	6
32	еще не	3	6
33	с его	1	6
34	данном случае	2	6
35	отнюдь не	4	6
36	все же	9	6
37	по мысли	2	6
38	в своей	22	6
39	тем самым	1	6
40	по своей	2	6
41	в своих	1	6
42	и на	6	5
43	в своем	11	5
44	в противоположность	3	5
45	в то	4	5
46	нового времени	4	5
47	с другой	6	5
48	же время	1	5
49	что в	5	5
50	то что	18	5
51	а с	4	5
52	я в	1	5
53	я и	1	4
54	в рассказе	1	4
55	и то	5	4
56	по отношению	2	4
57	в этой	10	4
58	потому что	13	4
59	этом отношении	1	4
60	о том	12	4
61	времени в	1	4
62	с одной	3	4
63	одно из	1	4
64	в одном	3	4
65	одной стороны	3	4
66	как бы	6	4
67	мира и	2	4
68	точки зрения	10	4
69	в период	4	4
70	к его	1	4
71	к этому	2	4
72	отношению к	2	4
73	также и	12	3
74	и ее	1	3
75	не знают	1	3
76	проявляется в	2	3
77	перед нами	1	3
78	и как	6	3
79	и наконец	1	3
80	все эти	2	3
81	всей своей	2	3
82	из этих	1	3
83	он не	3	3
84	в другом	3	3
85	его в	6	3
86	это не	2	3
87	в котором	2	3
88	не столько	1	3
89	не в	7	3
90	на рубеже	1	3
91	в русской	3	3
92	могут быть	1	3
93	той или	1	3
94	еще в	5	3
95	в его	12	3
96	восходит к	1	3
97	только в	9	3
98	в сказании	1	3
99	и его	6	3
100	уже не	6	3
101	из них	2	3
102	в них	2	3
103	из двух	1	3
104	или иной	1	3
105	здесь в	2	3
106	не было	1	3
107	мира в	3	3
108	как будто	3	3
109	можно сказать	6	3
110	но это	1	3
111	и все	9	3
112	жизни в	4	3
113	жизни и	2	3
114	того же	4	2
115	о любви	1	2
116	и это	1	2
117	являет собой	1	2
118	жизни как	1	2
119	в ней	3	2
120	к своему	1	2
121	мы имеем	2	2
122	время в	1	2
123	не требует	1	2
124	большей части	1	2
125	отношение к	2	2
126	тут же	6	2
127	первый взгляд	1	2
128	рассказ о	1	2
129	по словам	2	2
130	настоящее в	1	2
131	не к	2	2
132	что ни	1	2
133	за которым	1	2
134	содержит в	1	2
135	и с	5	2
136	входит в	1	2
137	но уже	2	2
138	или из	1	2
139	такой же	1	2
140	все это	1	2
141	на первый	1	2
142	с точки	8	2
143	их в	1	2
144	некоторого рода	4	2
145	дело в	2	2
146	чем не	1	2
147	никогда не	7	2
148	со своим	1	2
149	сводится к	1	2
150	не столь	3	2
151	в области	2	2
152	для себя	5	2
153	с ее	1	2
154	здесь не	7	2
155	времени и	1	2
156	отсюда и	1	2
157	в результате	7	2
158	означает не	1	2
159	между тем	2	2
160	русской литературе	3	2
161	что и	6	2
162	себя с	1	2
163	есть в	2	2
164	в большинстве	1	2
165	слова не	1	2
166	к своим	1	2
167	наше время	1	2
168	не о	1	2
169	бытия и	1	2
170	момент в	1	2
171	именно в	3	2
172	далеко не	4	2
173	не на	1	2
174	человеческой жизни	2	2
175	вместе с	7	2
176	или по	1	2
177	о чем	1	2
178	а потом	3	2
179	я с	1	2
180	в наше	1	2
181	в полном	1	2
182	и для	6	2
183	по природе	1	2
184	а в	6	2
185	с ней	1	2
186	другой стороны	6	2
187	что он	7	2
188	все люди	1	2
189	и состоит	1	2
190	это в	1	2
191	является для	1	1
192	не дошли	1	1
193	самом деле	2	1
194	тех же	1	1
195	это и	1	1
196	и есть	1	1
197	семью и	1	1
198	к другому	1	1
199	в году	5	1
200	и была	1	1
201	мы не	2	1
202	вопрос о	1	1
203	проявляется не	1	1
204	я не	2	1
205	они были	1	1
206	но даже	4	1
207	ему в	1	1
208	их самих	1	1
209	начала в	1	1
210	с планом	1	1
211	жизни это	1	1
212	пребывания в	1	1
213	это время	2	1
214	об их	1	1
215	во мне	1	1
216	а другие	1	1
217	он был	2	1
218	же мере	1	1
219	он сам	3	1
220	отсюда проистекает	2	1
221	людей в	5	1
222	бы то	2	1
223	я на	1	1
224	в чем	2	1
225	тем как	2	1
226	в ее	3	1
227	стали говорить	1	1
228	чем это	1	1
229	не то	2	1
230	друг на	1	1
231	если в	1	1
232	которая не	1	1
233	не просто	5	1
234	у баратынского	1	1
235	весьма древним	1	1
236	человеческой личности	1	1
237	мере в	2	1
238	в одной	2	1
239	однако не	1	1
240	хотя и	8	1
241	в этот	1	1
242	то в	1	1
243	в самом	5	1
244	истины и	1	1
245	да будет	1	1
246	в которой	5	1
247	другого как	2	1
248	в нашем	1	1
249	бы не	3	1
250	поэтому и	2	1
251	право на	1	1
252	раз в	2	1
253	говорят о	1	1
254	на стадии	2	1
255	по имени	1	1
256	о возможности	1	1
257	но на	1	1
258	как у	1	1
259	задний план	1	1
260	и только	2	1
261	говорит как	1	1
262	он должен	1	1
263	же это	1	1
264	не как	1	1
265	в силу	5	1
266	характерное для	2	1
267	же остается	1	1
268	с этой	2	1
269	таким образом	13	1
270	то ни	2	1
271	мы его	1	1
272	раздела о	1	1
273	то чтобы	1	1
