N	3gram	Medvedev_F_2	EvropaiE
1	с точки зрения	7	16
2	в то же	5	15
3	то же время	5	14
4	и в то	3	8
5	с одной стороны	1	8
6	в том что	2	6
7	для того чтобы	3	5
8	бы то ни	1	4
9	и в этом	5	4
10	того или иного	4	4
11	в этом смысле	2	3
12	в этом отношении	7	3
13	можно думать что	1	3
14	в применении к	2	3
15	во всяком случае	5	3
16	между тем в	1	3
17	и прежде всего	2	3
18	в известной степени	1	3
19	прежде всего в	2	2
20	не говоря уже	1	2
21	нам кажется что	1	2
22	только в том	1	2
23	из того что	1	2
24	к тому чтобы	2	2
25	в данном случае	1	2
26	дело идет о	2	2
27	но в то	1	2
28	так и в	3	2
29	с другой стороны	3	2
30	не может быть	10	2
31	например с точки	1	2
32	очевидно что в	1	2
33	в свою очередь	1	2
34	хотя бы в	3	2
35	в большинстве случаев	3	2
36	как мы видели	4	2
37	следует отметить что	1	1
38	и в характере	2	1
39	из всего этого	3	1
40	в своем развитии	1	1
41	чуть ли не	1	1
42	этого отнюдь не	1	1
43	что в самом	1	1
44	более или менее	1	1
45	но если в	1	1
46	большей или меньшей	1	1
47	имеет значение лишь	1	1
48	значение лишь в	1	1
49	что же касается	1	1
50	на своем пути	1	1
51	в одной из	1	1
52	и не в	2	1
53	совершенно очевидно что	1	1
54	говоря уже о	1	1
55	и то и	2	1
56	как связь с	1	1
57	том случае если	1	1
58	то и другое	2	1
59	же время в	1	1
60	в отличие от	2	1
61	но и в	3	1
62	и для всех	1	1
63	с тем что	5	1
64	в этот период	1	1
65	на этот вопрос	1	1
66	при помощи этого	1	1
67	в противном случае	1	1
68	то или иное	1	1
69	и в этих	1	1
70	может быть и	3	1
71	это может быть	1	1
72	этих положений и	1	1
73	вовсе не обязательно	1	1
74	и тот же	1	1
75	смысле этого слова	1	1
76	в значительной степени	3	1
77	бы столь же	1	1
78	констатировать что эта	1	1
79	всего этого следует	1	1
80	не могут быть	4	1
81	во всех этих	1	1
82	в том случае	2	1
83	в большей или	1	1
84	или меньшей степени	1	1
85	в связи с	10	1
86	так и для	1	1
87	же время не	1	1
88	до настоящего времени	1	1
89	в этом явлении	1	1
90	в других случаях	1	1
91	каждого из них	1	1
92	один и тот	1	1
93	только в качестве	1	1
94	мы бы сказали	1	1
95	мы не можем	1	1
96	том смысле что	2	1
97	связи с этим	3	1
98	и тем самым	1	1
99	слова и в	1	1
100	оно не может	1	1
101	при известных условиях	2	1
102	как его понимает	1	1
103	от этого отнюдь	1	1
104	в этом периоде	1	1
105	к тому что	2	1
106	в том смысле	3	1
107	и до настоящего	1	1
108	на то чтобы	1	1
109	главным образом из	1	1
110	отметить что в	1	1
111	и т д	5	1
