N	3gram	Bakhtin_Fr_2	Problema
1	по отношению к	1	19
2	не может быть	4	11
3	в художественном творчестве	1	9
4	с точки зрения	5	6
5	в его целом	3	5
6	и прежде всего	1	5
7	в большинстве случаев	1	5
8	не входит в	1	4
9	в художественном произведении	1	4
10	с другой стороны	3	4
11	во всех его	1	4
12	на самом деле	1	3
13	далеко не всегда	1	3
14	с одной стороны	3	3
15	то же время	6	3
16	в том что	1	3
17	в то же	6	3
18	можно сказать что	2	2
19	в изобразительных искусствах	1	2
20	как и для	1	2
21	в том же	1	2
22	этом существенное отличие	1	2
23	ни в коем	1	2
24	в строгом смысле	1	2
25	но и в	4	2
26	и во всех	3	2
27	и не может	1	2
28	в коем случае	1	2
29	и в то	2	2
30	не только в	5	2
31	не могут быть	1	2
32	всех своих моментах	1	2
33	то есть чисто	1	2
34	того или иного	1	2
35	во всех своих	1	2
36	большинстве случаев не	1	2
37	так и в	1	2
38	мы можем сказать	1	2
39	начало и конец	1	2
40	в этом существенное	1	2
41	для того чтобы	1	2
42	в этом отношении	3	2
43	именно в том	1	1
44	зрения на мир	2	1
45	точка зрения на	1	1
46	мире и человеке	1	1
47	только таким путем	1	1
48	культуры и в	1	1
49	не дает нам	2	1
50	же мы должны	1	1
51	не проникает в	1	1
52	в этом последнем	1	1
53	подобно тому как	2	1
54	в настоящее время	1	1
55	также и в	1	1
56	всех его моментах	1	1
57	но и во	1	1
58	протяжении всего романа	1	1
59	одной стороны и	1	1
60	рядом с ним	1	1
61	до сих пор	4	1
62	видит в них	1	1
63	до известной степени	1	1
64	то есть вне	1	1
65	на самом же	1	1
66	за пределы этого	1	1
67	но несмотря на	2	1
68	в известной мере	3	1
69	самое существенное отношение	1	1
70	на то что	1	1
71	которой ничто не	1	1
72	здесь же мы	1	1
73	его моментах как	1	1
74	направлен не на	1	1
75	в значительной степени	2	1
76	существенное отношение к	3	1
77	его связь с	2	1
78	никакому сомнению что	1	1
79	но в то	3	1
80	таким образом и	1	1
81	она никогда не	1	1
82	и не вполне	1	1
83	отношения к миру	1	1
84	по сравнению с	2	1
85	однако отметить что	1	1
86	в нашу задачу	1	1
87	то есть не	1	1
88	ни в одну	2	1
89	только в его	1	1
90	самом же деле	1	1
91	в свое время	3	1
92	то есть только	1	1
93	таким образом в	1	1
94	в связи со	1	1
95	то что в	1	1
96	прежде всего от	2	1
97	всех этих явлений	1	1
98	в тех же	1	1
99	на протяжении всего	5	1
100	то есть в	1	1
101	можем сказать что	1	1
102	выходит за пределы	1	1
103	о мире и	3	1
104	во всем в	1	1
105	и как мы	1	1
106	как мы уже	3	1
107	это как бы	1	1
108	и в изобразительных	1	1
109	в своем стремлении	1	1
110	как и в	1	1
111	не является исключением	1	1
112	не нуждается в	1	1
113	она перестает быть	1	1
114	дело в том	1	1
115	они могут быть	1	1
116	нам важно лишь	1	1
117	то есть к	1	1
