N	3gram	Tiupa_Lite_3	Formalny
1	с точки зрения	3	13
2	то же время	7	8
3	в то же	7	8
4	более или менее	1	6
5	на самом деле	1	6
6	в свою очередь	1	6
7	не может быть	3	5
8	по отношению к	4	4
9	одной стороны и	2	4
10	с одной стороны	4	4
11	и т п	1	4
12	бы то ни	2	3
13	по аналогии с	1	3
14	и наконец в	1	2
15	и в частности	2	2
16	в том чтобы	2	2
17	в связи с	1	2
18	в целом ряде	1	2
19	не только не	1	2
20	друг от друга	1	2
21	художественного произведения в	1	2
22	сама по себе	1	2
23	особое место в	2	1
24	состоит в том	2	1
25	в этом его	1	1
26	а прежде всего	1	1
27	здесь может быть	1	1
28	ничего общего с	1	1
29	как и всякое	1	1
30	не говоря уже	4	1
31	какого бы то	2	1
32	так и не	1	1
33	оно должно быть	1	1
34	извне и изнутри	1	1
35	говоря уже о	3	1
36	при этом не	1	1
37	хотя бы и	1	1
38	в том что	4	1
39	но и в	2	1
40	в этом отношении	5	1
41	том числе и	2	1
42	в то что	2	1
43	произведения в его	1	1
44	с этой точки	1	1
45	вместе с тем	1	1
46	то что было	1	1
47	в целом и	2	1
48	в данном случае	4	1
49	по существу это	1	1
50	то ни было	2	1
51	может быть вполне	1	1
52	в отличие от	5	1
53	понимать друг друга	1	1
54	и потому не	1	1
55	так или иначе	2	1
56	а не как	2	1
57	со всеми другими	1	1
58	но и с	1	1
59	художественного творчества в	1	1
60	с другой стороны	2	1
61	в каждом своем	1	1
62	и в том	1	1
63	жизни вовсе не	1	1
64	между тем как	1	1
65	этой точки зрения	1	1
66	может и не	1	1
67	в самом начале	1	1
68	в своей основе	1	1
69	и тем самым	2	1
70	но отнюдь не	1	1
71	герой романа и	1	1
72	по себе но	1	1
73	в общественном сознании	1	1
74	в том числе	3	1
75	к тому что	1	1
76	в отношении к	1	1
77	тем не менее	1	1
78	что он в	1	1
