N	3gram	Bakhtin_Fr_4	RusskieA
1	в том что	1	15
2	как мы увидим	1	5
3	о том что	2	4
4	и в других	2	4
5	в связи с	1	4
6	в тех местах	1	3
7	с точки зрения	2	3
8	по улицам и	1	3
9	в большинстве случаев	5	2
10	в это время	1	2
11	тех местах где	1	2
12	но это не	1	2
13	может быть и	1	2
14	это не значит	1	2
15	в свою очередь	1	2
16	все же не	1	2
17	по мере их	1	1
18	подобно тому как	3	1
19	к этому времени	1	1
20	два раза в	2	1
21	с этого времени	1	1
22	и каким образом	1	1
23	хотя они и	1	1
24	перед нами как	1	1
25	видеть в этом	1	1
26	на весь мир	5	1
27	во время которого	2	1
28	но и других	1	1
29	а следовательно и	1	1
30	что каждый из	1	1
31	мы уже знаем	1	1
32	можно сказать что	1	1
33	из них в	1	1
34	один из самых	1	1
35	и в дальнейшем	1	1
36	ни в одном	1	1
37	как мы знаем	1	1
38	что и в	1	1
39	и в нашем	1	1
40	и того же	1	1
41	дальнейшего развития этого	1	1
42	исторического развития но	1	1
43	в то время	2	1
44	на самом деле	1	1
45	в отличие от	1	1
46	то есть когда	1	1
47	как мы уже	5	1
48	мы можем судить	1	1
49	на самом же	2	1
50	быть и не	1	1
51	не только в	2	1
52	в этом отношении	1	1
53	некоторые из них	2	1
54	одного и того	1	1
55	с новым годом	1	1
56	как мы видели	2	1
57	мы видим что	1	1
58	и как бы	1	1
59	в виду что	1	1
60	самом же деле	2	1
61	как будто не	1	1
62	в особенности же	1	1
63	дошедшим до нас	1	1
64	в данном случае	1	1
65	независимо от него	1	1
