N	2gram	Voloshinov_1	StatiiOP
1	и в	12	44
2	в том	6	36
3	что в	2	30
4	том что	5	29
5	в этом	4	21
6	вовсе не	1	19
7	не только	4	18
8	то что	5	18
9	было бы	1	17
10	о том	3	17
11	а не	5	16
12	и не	10	16
13	может быть	14	15
14	в области	1	14
15	в данном	2	14
16	как в	5	13
17	можно было	1	13
18	не в	4	12
19	самом деле	3	11
20	того чтобы	1	11
21	у нас	1	11
22	точки зрения	14	11
23	но в	5	10
24	ясно что	3	10
25	только в	6	10
26	но и	3	10
27	как и	5	9
28	в отношении	2	9
29	в то	2	9
30	так и	4	9
31	если бы	9	9
32	того что	3	9
33	в его	2	9
34	с другой	4	9
35	например в	1	8
36	во всех	1	8
37	все же	4	8
38	это не	2	8
39	с точки	2	8
40	и его	13	8
41	не может	16	8
42	на эти	1	7
43	что они	1	7
44	в самом	4	7
45	таким образом	12	7
46	другой стороны	2	7
47	для нас	7	7
48	этом отношении	1	7
49	до сих	3	7
50	прежде всего	8	7
51	сих пор	3	7
52	сказать что	7	7
53	на самом	4	6
54	в своей	3	6
55	данном случае	2	6
56	что и	2	6
57	всяком случае	1	6
58	для него	3	6
59	именно в	1	6
60	дело в	4	6
61	но это	2	6
62	хотя бы	5	6
63	во всяком	1	6
64	и то	2	5
65	то же	5	5
66	в целом	1	5
67	все эти	3	5
68	в нем	6	5
69	и по	3	5
70	в слове	1	5
71	такой же	2	5
72	в котором	3	5
73	не менее	3	5
74	никогда не	5	5
75	могут быть	2	5
76	так как	9	5
77	там где	2	5
78	что мы	5	5
79	все это	3	5
80	была бы	2	5
81	жизни и	4	5
82	так же	3	5
83	как это	2	4
84	это и	1	4
85	столь же	1	4
86	что это	1	4
87	что она	1	4
88	но все	2	4
89	но если	1	4
90	и сейчас	1	4
91	же время	1	4
92	как будто	1	4
93	в ее	1	4
94	и что	2	4
95	в качестве	1	4
96	не было	1	4
97	к которому	1	4
98	на эту	1	4
99	в частности	1	4
100	как бы	13	4
101	тем более	1	4
102	еще более	1	4
103	это человек	1	4
104	или иного	1	4
105	же как	1	3
106	и без	1	3
107	тем же	1	3
108	должна быть	5	3
109	в ней	6	3
110	еще не	3	3
111	в чем	2	3
112	из двух	1	3
113	но не	2	3
114	по отношению	11	3
115	в истории	1	3
116	общего с	2	3
117	так называемая	1	3
118	как к	3	3
119	то в	1	3
120	точку зрения	2	3
121	во многих	1	3
122	ведь и	3	3
123	в другом	1	3
124	и с	3	3
125	и тем	1	3
126	кажется что	1	3
127	ни в	3	3
128	что не	4	3
129	в основе	1	3
130	этих двух	2	3
131	в каком	3	3
132	и вполне	2	3
133	должны быть	1	3
134	что оно	1	3
135	и вообще	3	3
136	между тем	3	3
137	и только	1	3
138	в двух	1	3
139	в какой	2	3
140	и так	2	3
141	по мнению	1	3
142	с одной	2	3
143	в виде	1	3
144	а с	1	3
145	что для	1	3
146	говорит о	1	3
147	да и	3	3
148	материал для	1	3
149	эти вопросы	1	3
150	с этой	2	3
151	не является	1	3
152	и для	3	3
153	не существует	1	3
154	в результате	1	3
155	или иным	1	3
156	отношению к	11	3
157	культуры в	1	3
158	в таком	1	3
159	ничего общего	1	3
160	не хочет	1	2
161	мы имеем	2	2
162	мы не	3	2
163	время как	1	2
164	совпадает с	2	2
165	подчеркнуть что	2	2
166	литературы и	4	2
167	отношение к	4	2
168	за пределы	4	2
169	в своем	2	2
170	есть в	1	2
171	бы не	2	2
172	думать что	1	2
173	в себе	3	2
174	и те	2	2
175	при этом	6	2
176	он не	2	2
177	он должен	3	2
178	и более	3	2
179	ни были	1	2
180	что все	1	2
181	при помощи	1	2
182	его в	4	2
183	ни одной	1	2
184	не всегда	1	2
185	и уже	3	2
186	места в	1	2
187	можно найти	2	2
188	в такой	3	2
189	одним и	1	2
190	что до	1	2
191	бы мы	3	2
192	которые в	1	2
193	произведения в	1	2
194	она не	2	2
195	как о	1	2
196	на него	2	2
197	ничего не	2	2
198	имеем дело	1	2
199	тем не	3	2
200	убедиться в	1	2
201	есть только	1	2
202	том кто	1	2
203	и это	1	2
204	то время	1	2
205	для этого	1	2
206	то есть	1	2
207	материала и	4	2
208	и все	2	2
209	все в	1	2
210	и во	1	2
211	отметить что	1	2
212	крайней мере	1	2
213	и можно	1	2
214	к нему	4	2
215	что здесь	1	2
216	быть и	3	2
217	на которой	1	2
218	по своей	1	2
219	конечно не	3	2
220	уже в	2	2
221	одно из	1	2
222	допустим что	2	2
223	у него	1	2
224	даже и	1	2
225	бы это	1	2
226	одной стороны	2	2
227	это прежде	1	2
228	по крайней	1	2
229	так называемой	3	2
230	на который	1	2
231	ни на	2	2
232	и потому	2	2
233	и их	1	2
234	точно и	1	2
235	и тогда	1	2
236	но для	3	2
237	при таком	1	2
238	которой можно	1	2
239	истории литературы	2	2
240	в этих	2	2
241	гораздо больше	1	2
242	несмотря на	1	2
243	дело с	2	2
244	не знает	1	2
245	а между	1	1
246	чтобы не	1	1
247	художественного произведения	7	1
248	словами и	2	1
249	из его	1	1
250	исходит из	1	1
251	едва ли	2	1
252	в зависимости	2	1
253	лет и	1	1
254	на вещи	1	1
255	в лучшем	1	1
256	и такой	1	1
257	почти исключительно	2	1
258	не знают	1	1
259	зависимости от	4	1
260	и на	4	1
261	на них	1	1
262	между собой	2	1
263	бы то	3	1
264	с его	2	1
265	них всегда	1	1
266	в свои	1	1
267	и таким	1	1
268	они ни	2	1
269	в одной	1	1
270	чем мы	1	1
271	показать что	1	1
272	стороны и	2	1
273	предполагает в	1	1
274	этой стороны	2	1
275	перед нами	1	1
276	кроме того	2	1
277	хотя и	1	1
278	и понимания	1	1
279	и к	4	1
280	стиля и	1	1
281	зрения как	1	1
282	себе как	1	1
283	лежит на	2	1
284	в нашем	11	1
285	лучшем случае	1	1
286	им в	1	1
287	бы только	1	1
288	всей его	1	1
289	случае она	1	1
290	конечно эти	1	1
291	является следствием	1	1
292	на одну	1	1
293	не как	1	1
294	в корне	2	1
295	и вот	1	1
296	нашего времени	1	1
297	хочет этого	1	1
298	какой бы	1	1
299	значительной степени	1	1
300	одной точки	1	1
301	том же	1	1
302	бы они	1	1
303	на все	2	1
304	входит в	1	1
305	не отражает	2	1
306	на протяжении	1	1
307	и соответствующие	1	1
308	и дает	2	1
309	она стала	1	1
310	более широком	1	1
311	для них	1	1
312	в них	3	1
313	является для	2	1
314	далеко не	1	1
315	которой он	1	1
316	и было	1	1
317	и некоторые	1	1
318	на себя	1	1
319	со всей	1	1
320	нас не	1	1
321	это только	1	1
322	место в	2	1
323	мы в	2	1
324	степени не	1	1
325	оно стало	1	1
326	что я	1	1
327	речи в	2	1
328	том и	1	1
329	не должно	1	1
330	по себе	3	1
331	же мы	1	1
332	потому не	1	1
333	в обоих	1	1
334	в русской	1	1
335	тогда когда	2	1
336	в науке	1	1
337	и притом	2	1
338	в процессе	6	1
339	он еще	1	1
340	опираться на	1	1
341	чем не	1	1
342	является еще	1	1
343	только и	1	1
344	они являются	1	1
345	того в	1	1
346	и общего	1	1
347	с этих	1	1
348	и является	4	1
349	бы по	1	1
350	не нужен	1	1
351	уже и	1	1
352	и делает	1	1
353	больше того	1	1
354	действительно является	1	1
355	является то	1	1
356	в момент	2	1
357	разрыв между	2	1
358	не могут	1	1
359	может особенно	1	1
360	когда мы	1	1
361	свое утверждение	1	1
362	к тому	1	1
363	слова с	1	1
364	обращение к	1	1
365	то ни	3	1
366	опираясь на	2	1
367	как мы	1	1
368	и о	1	1
369	в виду	5	1
370	но при	1	1
371	на основе	1	1
372	только то	1	1
373	с самого	1	1
374	являются лишь	1	1
375	было в	1	1
376	на которую	1	1
377	и приемов	1	1
378	можно только	1	1
379	является в	1	1
380	ряд важных	1	1
381	автора к	1	1
382	быть ни	1	1
383	для одной	1	1
384	и та	2	1
385	настоящее время	2	1
386	можно сказать	5	1
387	и который	1	1
388	там же	1	1
389	образом мы	1	1
390	которые мы	2	1
391	нуждается в	3	1
392	известна и	1	1
393	в форме	2	1
394	них в	1	1
395	каких бы	1	1
396	не зная	1	1
397	в современной	1	1
398	но тот	1	1
399	тот же	1	1
400	пор не	1	1
401	как нечто	1	1
402	положение в	1	1
403	но то	1	1
404	и из	1	1
405	какой степени	2	1
406	себя в	1	1
407	эпохи но	1	1
408	не имеют	1	1
409	литературы в	1	1
410	окончательном итоге	1	1
411	уже не	4	1
412	если мы	1	1
413	слова не	1	1
414	и обратно	1	1
415	его и	1	1
416	он имеет	1	1
417	не так	2	1
418	себе в	1	1
419	ведь это	1	1
420	в одном	1	1
421	сами по	1	1
422	можно с	1	1
423	к ним	2	1
424	дело и	1	1
425	его положение	1	1
426	от того	4	1
427	характерны для	1	1
428	само собой	1	1
429	ни была	1	1
430	без того	1	1
431	точек зрения	3	1
432	так не	1	1
433	для правильного	1	1
434	и тех	1	1
435	и др	5	1
436	или о	1	1
437	в некоторых	3	1
438	них и	1	1
439	чтобы убедиться	1	1
440	до конца	2	1
441	более того	2	1
442	не на	1	1
443	самое слово	2	1
444	вопросов касающихся	1	1
445	в руках	1	1
446	именно такой	1	1
447	о чем	1	1
448	времени очень	1	1
449	него не	1	1
450	для этой	1	1
451	себя на	1	1
452	поэта в	1	1
453	но что	2	1
454	вместе с	2	1
455	что именно	1	1
456	атмосферы вокруг	1	1
457	явление можно	1	1
458	ее отношении	1	1
459	как например	1	1
460	в так	1	1
461	протяжении всей	1	1
462	этом смысле	1	1
463	к вопросу	1	1
464	сколько бы	3	1
465	в настоящее	2	1
466	же степени	1	1
467	не должен	1	1
468	но зато	2	1
469	бы оно	2	1
470	отношении к	3	1
471	же случае	1	1
472	слово в	3	1
473	но эта	1	1
474	что форма	2	1
475	с ней	1	1
476	это делает	1	1
477	от всех	2	1
478	к его	2	1
479	оно не	2	1
480	из этого	3	1
481	время не	1	1
482	включает в	1	1
483	но эти	1	1
484	и другие	2	1
485	к этому	2	1
486	как на	2	1
487	они не	1	1
