N	2gram	Vinokur_Ku_2	EvropaiC
1	таким образом	5	32
2	в том	19	31
3	и в	23	24
4	том что	11	20
5	все эти	12	19
6	не может	9	18
7	то что	9	17
8	может быть	15	15
9	все же	7	15
10	точки зрения	14	13
11	самом деле	9	12
12	в своем	2	12
13	до сих	1	12
14	в этом	18	12
15	сих пор	1	12
16	с этим	3	11
17	между тем	6	11
18	все это	5	11
19	по отношению	1	10
20	так и	4	10
21	мы знаем	4	10
22	как бы	4	10
23	того же	3	9
24	на то	4	9
25	при этом	2	9
26	как и	2	9
27	в результате	4	9
28	что в	10	9
29	в самом	12	8
30	с точки	8	8
31	знаем что	3	8
32	не в	8	8
33	идет речь	1	8
34	ясно что	5	8
35	если бы	12	8
36	так же	4	8
37	и все	2	8
38	на самом	2	7
39	из этих	1	7
40	в силу	7	7
41	о которых	3	7
42	не менее	7	7
43	по существу	5	7
44	того чтобы	11	7
45	к тому	4	7
46	для этого	3	7
47	о том	1	7
48	и что	8	7
49	что он	5	7
50	для того	9	7
51	но и	7	7
52	и не	16	7
53	о котором	2	7
54	должна быть	5	6
55	в каждый	2	6
56	еще не	5	6
57	и на	6	6
58	в общем	1	6
59	что касается	2	6
60	в этой	6	6
61	несмотря на	5	6
62	и при	1	6
63	что и	3	6
64	при чем	1	6
65	того что	3	6
66	только в	5	6
67	все они	2	6
68	так что	1	6
69	так как	15	6
70	мы можем	1	6
71	с другой	8	6
72	вместе с	5	6
73	в европе	1	6
74	отличается от	3	6
75	у них	1	6
76	как на	1	6
77	из всех	1	5
78	столь же	1	5
79	как к	1	5
80	и к	1	5
81	но в	11	5
82	в которой	1	5
83	что это	7	5
84	в целом	1	5
85	в себе	1	5
86	тому же	1	5
87	не только	20	5
88	и если	2	5
89	но все	4	5
90	не будет	1	5
91	что все	5	5
92	и с	7	5
93	на все	2	5
94	лишь в	5	5
95	между собою	1	5
96	котором идет	1	5
97	и без	1	5
98	так называемого	1	5
99	в то	4	5
100	как будто	2	5
101	по сравнению	2	5
102	в его	5	5
103	большею частью	2	5
104	потому что	25	5
105	и их	1	5
106	у него	3	5
107	именно в	3	5
108	далеко не	1	5
109	другой стороны	7	5
110	по своему	1	5
111	сравнению с	1	5
112	быть и	1	5
113	и для	2	5
114	и от	2	5
115	случае если	2	5
116	к этому	4	5
117	народ в	1	4
118	в такой	1	4
119	и то	5	4
120	то же	6	4
121	мы уже	1	4
122	отношение к	1	4
123	данный момент	3	4
124	что как	1	4
125	хотя и	4	4
126	он не	3	4
127	всех этих	3	4
128	мало того	2	4
129	в одну	2	4
130	том случае	2	4
131	должно быть	4	4
132	в их	2	4
133	признать что	1	4
134	тем не	6	4
135	том же	1	4
136	этой области	4	4
137	из которых	3	4
138	что эта	2	4
139	связи с	3	4
140	тех кто	1	4
141	и сейчас	2	4
142	с течением	1	4
143	никогда не	2	4
144	на вопрос	1	4
145	каждый данный	2	4
146	и у	2	4
147	если мы	4	4
148	не есть	1	4
149	в виде	1	4
150	не так	1	4
151	а потому	1	4
152	в конце	4	4
153	в области	11	4
154	течением времени	1	4
155	социальной жизни	1	4
156	которых мы	2	4
157	конце концов	3	4
158	как сказано	1	4
159	не могут	5	4
160	этом случае	2	4
161	мы должны	2	4
162	хотя бы	9	4
163	совершенно не	3	4
164	будет тем	1	4
165	же как	2	3
166	вопрос о	9	3
167	но даже	2	3
168	в данном	4	3
169	мы будем	2	3
170	очевидно что	2	3
171	целый ряд	5	3
172	что по	1	3
173	которых идет	1	3
174	этого круга	1	3
175	так или	2	3
176	в нашем	7	3
177	в нем	4	3
178	и по	3	3
179	в совершенно	1	3
180	на этой	4	3
181	заключается в	2	3
182	это не	6	3
183	на почве	1	3
184	с тем	2	3
185	чем в	3	3
186	в этих	1	3
187	что если	2	3
188	таким же	2	3
189	только те	1	3
190	даже в	1	3
191	с современными	2	3
192	образом в	2	3
193	для нас	4	3
194	во всем	1	3
195	за ними	2	3
196	от того	4	3
197	у нас	12	3
198	должны быть	2	3
199	что оно	3	3
200	ничего общего	1	3
201	и это	3	3
202	то ни	1	3
203	данном случае	2	3
204	сказано выше	1	3
205	и вообще	2	3
206	с одной	2	3
207	то они	1	3
208	настоящее время	1	3
209	тот же	5	3
210	очень много	1	3
211	рассматриваться как	1	3
212	конечно не	2	3
213	может служить	2	3
214	отличие от	2	3
215	является ли	2	3
216	как у	2	3
217	или иначе	3	3
218	прежде всего	8	3
219	в связи	4	3
220	и потому	2	3
221	в настоящее	1	3
222	что только	1	3
223	не то	2	3
224	бы в	1	3
225	тем более	1	3
226	только что	1	3
227	а в	3	3
228	что мы	6	3
229	указывают на	1	3
230	ту же	6	2
231	тех же	2	2
232	в котором	1	2
233	и до	2	2
234	по его	1	2
235	также и	5	2
236	в сущности	9	2
237	с ее	1	2
238	мы и	1	2
239	же что	1	2
240	в ней	3	2
241	свою очередь	2	2
242	меньше чем	2	2
243	от себя	1	2
244	бы то	1	2
245	во всяком	5	2
246	к такому	1	2
247	но как	1	2
248	только тогда	1	2
249	совершенно ясно	1	2
250	более как	1	2
251	что они	2	2
252	общего с	1	2
253	есть в	3	2
254	и где	2	2
255	не очень	1	2
256	то в	1	2
257	и там	1	2
258	этот процесс	1	2
259	широком смысле	4	2
260	что она	3	2
261	не следует	5	2
262	он все	1	2
263	он должен	1	2
264	том чтобы	1	2
265	одной и	1	2
266	а это	2	2
267	к другу	1	2
268	в глазах	2	2
269	что стоит	1	2
270	на поверхность	1	2
271	же образом	2	2
272	в них	4	2
273	нет в	1	2
274	и уже	1	2
275	мы видели	2	2
276	потому и	1	2
277	такой же	1	2
278	на таких	1	2
279	следует что	3	2
280	давно уже	1	2
281	представить себе	2	2
282	на месте	1	2
283	можно ли	4	2
284	в которых	2	2
285	он тоже	1	2
286	точку зрения	1	2
287	и более	2	2
288	том и	1	2
289	тому что	1	2
290	она не	2	2
291	тем меньше	2	2
292	тем самым	2	2
293	тогда когда	1	2
294	одна из	1	2
295	на себе	4	2
296	в процессе	3	2
297	из предыдущего	2	2
298	говорить о	4	2
299	в самой	2	2
300	невозможно но	1	2
301	на этом	3	2
302	ему и	1	2
303	доказать что	2	2
304	что на	4	2
305	это конечно	2	2
306	понять что	2	2
307	имеет место	1	2
308	если же	1	2
309	должен быть	5	2
310	как мы	3	2
311	как не	3	2
312	в себя	1	2
313	на том	2	2
314	что у	2	2
315	те же	3	2
316	принять во	1	2
317	все его	1	2
318	в виду	3	2
319	все дело	2	2
320	сводится к	3	2
321	в другом	2	2
322	не стоит	1	2
323	же время	3	2
324	можно встретить	3	2
325	к нему	2	2
326	для самого	2	2
327	было бы	15	2
328	показывают что	1	2
329	но так	2	2
330	но с	1	2
331	этот вопрос	6	2
332	в вопросе	1	2
333	то и	3	2
334	ни было	1	2
335	борьбы с	1	2
336	одно из	1	2
337	для него	1	2
338	всяком случае	5	2
339	вовсе не	9	2
340	самого факта	1	2
341	к ним	1	2
342	при отсутствии	2	2
343	до тех	1	2
344	и только	1	2
345	не было	4	2
346	представляет собою	1	2
347	что для	2	2
348	одной стороны	1	2
349	вопросе о	2	2
350	отнюдь не	4	2
351	во внимание	1	2
352	в одно	1	2
353	для этой	2	2
354	в частности	2	2
355	независимо от	1	2
356	но не	6	2
357	что же	5	2
358	этого слова	5	2
359	только то	1	2
360	с этой	2	2
361	и тому	1	2
362	и некоторые	1	2
363	между прочим	2	2
364	к двум	1	2
365	но для	3	2
366	то ему	1	2
367	дальше так	1	2
368	не более	2	2
369	на более	1	2
370	и говорить	1	2
371	с ними	2	2
372	между ними	1	2
373	не знает	3	2
374	следует искать	1	2
375	в свою	2	2
376	не играет	1	2
377	однако мы	1	2
378	они не	1	2
379	гораздо более	3	2
380	смысле слова	2	1
381	предполагает что	1	1
382	мы к	1	1
383	по адресу	1	1
384	и весьма	1	1
385	он может	1	1
386	это и	3	1
387	на деле	1	1
388	что когда	3	1
389	по которым	1	1
390	смысл этого	1	1
391	сам автор	1	1
392	исходит из	1	1
393	ведь и	1	1
394	все те	1	1
395	но те	1	1
396	в зависимости	4	1
