N	2gram	Vygotskiy__7	EvropaiE
1	и в	26	37
2	в отношении	2	32
3	точки зрения	28	23
4	что в	12	21
5	не только	24	18
6	с точки	21	17
7	в то	3	16
8	то же	8	15
9	отношении к	1	15
10	в своем	1	14
11	но в	4	14
12	в качестве	5	14
13	но и	11	14
14	и не	18	14
15	в этом	29	12
16	в их	2	11
17	в области	4	11
18	в том	18	11
19	с и	1	10
20	так и	3	10
21	отнюдь не	1	9
22	в себе	9	9
23	только в	8	9
24	прежде всего	7	9
25	все более	1	9
26	не может	11	9
27	так же	14	9
28	в смысле	6	9
29	в ее	6	8
30	думать что	1	8
31	было бы	6	8
32	в своей	3	8
33	к тому	7	8
34	между тем	1	8
35	с одной	5	8
36	одной стороны	5	8
37	также и	2	7
38	того что	14	7
39	так как	14	7
40	с другой	4	7
41	как и	15	7
42	по своему	9	7
43	может быть	7	6
44	во всех	6	6
45	стороны и	4	6
46	на то	4	6
47	том что	17	6
48	того чтобы	19	6
49	вовсе не	2	6
50	для того	18	6
51	как бы	6	6
52	с этой	5	6
53	то что	24	6
54	же как	8	5
55	которую мы	1	5
56	столь же	2	5
57	но не	3	5
58	не в	4	5
59	и по	3	5
60	к которым	1	5
61	но если	2	5
62	тем самым	8	5
63	как мы	14	5
64	одной из	4	5
65	в виде	1	5
66	от этого	1	5
67	в частности	1	5
68	и потому	3	5
69	в той	4	5
70	этой точки	4	5
71	то в	2	4
72	мы не	7	4
73	вопрос о	6	4
74	в ней	3	4
75	в самом	9	4
76	не служит	1	4
77	несмотря на	2	4
78	чем в	4	4
79	даже в	2	4
80	не имеет	2	4
81	в процессе	5	4
82	к ней	2	4
83	в направлении	5	4
84	той или	1	4
85	по себе	3	4
86	можно сказать	5	4
87	именно в	6	4
88	на всем	5	4
89	само по	1	4
90	или иной	1	4
91	как это	5	4
92	для нас	2	4
93	сказать что	8	4
94	в каком	1	4
95	идет о	2	3
96	из всех	5	3
97	с более	1	3
98	того же	1	3
99	время в	2	3
100	как в	4	3
101	и к	7	3
