N	2gram	Bakhtin_Pr_2	slovoVRo
1	и в	43	41
2	в нем	12	30
3	и т	13	28
4	то есть	4	26
5	т п	9	23
6	в романе	3	21
7	могут быть	3	19
8	во всех	4	17
9	не только	11	16
10	и не	29	16
11	точки зрения	13	16
12	языка в	1	16
13	но и	14	16
14	а не	7	15
15	то же	8	14
16	и на	10	14
17	в то	7	14
18	и его	8	14
19	в пределах	16	14
20	может быть	23	14
21	и др	2	14
22	не может	18	14
23	слова и	12	13
24	в сущности	9	13
25	в его	10	13
26	в этом	13	12
27	до конца	4	12
28	же время	5	12
29	как бы	22	12
30	авторской речи	2	11
31	так и	3	11
32	в узком	2	10
33	в большинстве	9	10
34	в той	5	10
35	узком смысле	2	10
36	слово в	8	10
37	себя в	3	9
38	все эти	5	9
39	таким образом	5	9
40	авторских интенций	4	9
41	той или	3	9
42	иной степени	1	9
43	или иной	3	9
44	чужим словом	13	9
45	точка зрения	1	8
46	как в	2	8
47	но в	10	8
48	с точки	8	8
49	как мы	10	8
50	или в	8	8
51	может не	1	8
52	с чужим	8	8
53	слова в	12	8
54	прежде всего	10	8
55	отношение к	2	7
56	все же	3	7
57	стиля и	1	7
58	чужих слов	5	7
59	в слове	5	7
60	в своей	4	7
61	не в	11	7
62	у тургенева	4	7
63	вовсе не	5	7
64	чужой речи	3	7
65	с ним	3	7
66	зрения на	1	7
67	и следовательно	3	7
68	всех его	1	7
69	они могут	2	7
70	на фоне	5	7
71	все они	1	7
72	во всяком	2	7
73	того же	3	6
74	при этом	6	6
75	в плане	1	6
76	это не	3	6
77	в них	4	6
78	к своему	1	6
79	установка на	4	6
80	в отношении	3	6
81	слова как	3	6
82	только в	4	6
83	большинстве случаев	8	6
84	и даже	3	6
85	по своим	3	6
86	к чужому	7	6
87	а в	5	6
88	отношении к	2	6
89	и к	3	5
90	в самом	7	5
91	так сказать	6	5
92	т д	4	5
93	с другими	1	5
94	авторскую речь	1	5
95	далеко не	4	5
96	всяком случае	1	5
97	в кавычки	3	5
98	все это	5	5
99	в основе	1	5
100	со своим	1	5
101	не на	4	5
102	подхода к	1	5
103	в языке	1	5
104	и мир	1	5
105	к нему	5	5
106	слово как	4	5
107	как его	4	5
108	точек зрения	4	5
109	с другой	4	5
110	и непосредственно	1	5
111	своего предмета	1	5
112	еще более	2	5
113	слова среди	1	5
114	авторские интенции	4	5
115	ту же	2	4
116	одним из	1	4
117	меньшей степени	1	4
118	еще не	9	4
119	с его	4	4
120	системы языка	1	4
121	за пределы	3	4
122	словом в	4	4
123	перед нами	7	4
124	и наконец	6	4
125	не как	6	4
126	у толстого	1	4
127	ориентация слова	1	4
128	в каждом	11	4
129	связанных с	1	4
130	и с	5	4
131	лишь в	8	4
132	входит в	2	4
133	на почве	2	4
134	как и	14	4
135	автора и	2	4
136	смысловой инстанции	1	4
137	последней смысловой	2	4
138	в их	3	4
139	том же	4	4
140	в процессе	2	4
141	и для	3	4
142	лежит в	2	4
143	на предмет	4	4
144	пределах того	1	4
145	с ее	1	4
146	жанра в	1	4
147	ничего не	3	4
148	автор не	1	4
149	о нем	6	4
150	все его	2	4
151	большей или	1	4
152	один из	1	4
153	оно и	1	4
154	с одной	1	4
155	рядом с	5	4
156	или меньшей	1	4
157	художественного слова	1	4
158	чужому слову	11	4
159	одной стороны	1	4
160	и все	6	4
161	там где	4	4
162	и потому	1	4
163	мы сказали	2	4
164	и от	1	4
165	в смысле	1	4
166	кроме того	3	4
167	здесь в	3	4
168	известной степени	1	4
169	быть и	2	4
170	другой стороны	3	4
171	каждое слово	2	4
172	также и	3	3
173	или к	1	3
174	в первом	2	3
175	его же	1	3
176	почти всегда	2	3
177	эта форма	1	3
178	же слово	2	3
179	этого диалога	1	3
180	в своем	4	3
181	более или	3	3
182	бы и	2	3
183	момент его	2	3
184	европейского романа	2	3
185	осуществляет себя	1	3
186	из этих	2	3
187	прямой и	3	3
188	все слова	1	3
189	в себе	5	3
190	его но	1	3
191	в поэзии	2	3
192	внутренней речи	2	3
193	вообще не	1	3
194	ни были	1	3
195	и сам	7	3
196	конца и	1	3
197	его в	3	3
198	было бы	5	3
199	лишь на	2	3
200	рассказчика и	4	3
201	он не	9	3
202	или менее	3	3
203	и ее	3	3
204	свои интенции	2	3
205	от его	1	3
206	точку зрения	1	3
207	которые в	1	3
208	она не	3	3
209	в романном	1	3
210	нем в	1	3
211	не могло	1	3
212	следовательно и	1	3
213	никогда не	9	3
214	в задание	1	3
215	произведения как	2	3
216	и здесь	3	3
217	не могут	4	3
218	в других	1	3
219	к тому	4	3
220	поэтического языка	1	3
221	авторское слово	9	3
222	в тонах	1	3
223	и этим	3	3
224	художественной прозы	1	3
225	но здесь	5	3
226	о том	5	3
227	не выходит	1	3
228	и во	1	3
229	переходит в	2	3
230	все время	1	3
231	в него	7	3
232	того что	2	3
233	преломление авторских	1	3
234	в том	6	3
235	словом и	2	3
236	бы ни	2	3
237	самом предмете	2	3
238	в качестве	1	3
239	от автора	3	3
240	конечно не	2	3
241	из них	2	3
242	его и	2	3
243	для него	8	3
244	так как	4	3
245	друг друга	1	3
246	у него	6	3
247	речь и	2	3
248	двуголосое слово	7	3
249	чужих интенций	1	3
250	романа в	1	3
251	смысла и	1	3
252	не было	1	3
253	более того	4	3
254	но оно	1	3
255	речь но	1	3
256	с этим	2	3
257	влияния на	1	3
258	и оценок	1	3
259	в чужих	1	3
260	и следует	2	3
261	по существу	3	3
262	вне себя	1	3
263	в основном	1	3
264	при всем	1	3
265	в результате	4	3
266	лишь как	2	3
267	в большей	1	3
268	из существеннейших	1	3
269	хотя бы	2	3
270	одной из	1	3
271	с ними	2	3
272	из этого	1	3
273	но эти	4	3
274	а между	2	2
275	смысле слова	1	2
276	например в	2	2
277	на самом	1	2
278	то в	1	2
279	в чисто	1	2
280	есть свой	2	2
281	в котором	6	2
282	слово у	3	2
283	оно было	1	2
284	мы уже	3	2
285	той же	3	2
286	а как	4	2
287	авторская речь	1	2
288	мы не	4	2
289	же как	1	2
290	из своих	1	2
291	стиля в	1	2
292	время как	2	2
293	роман в	1	2
294	и чужого	1	2
295	прямое авторское	3	2
296	мы и	2	2
297	свой предмет	7	2
298	конечно и	1	2
299	и заставляет	1	2
300	слово не	8	2
301	и то	2	2
302	в прямой	1	2
303	между собой	2	2
304	о друге	1	2
305	по своему	2	2
306	одним словом	1	2
307	различия между	1	2
308	в ее	1	2
309	он может	1	2
310	стилистика и	1	2
311	но не	5	2
312	чужое высказывание	2	2
313	литературная пародия	1	2
314	слову в	1	2
315	и речи	1	2
316	сих пор	7	2
317	этому сознанию	1	2
318	без другого	1	2
319	речи но	1	2
320	чужого слова	24	2
321	как к	1	2
322	пределах одной	1	2
323	своему предмету	4	2
324	хотя и	5	2
325	за своими	1	2
326	авторским словом	3	2
327	от этого	1	2
328	сливается с	2	2
329	в целом	2	2
330	и непосредственной	1	2
331	всякого слова	1	2
332	у каждого	1	2
333	нами в	2	2
334	другом случае	1	2
335	эпохи и	1	2
336	не могла	1	2
337	а вовсе	1	2
338	одному из	1	2
339	свои собственные	1	2
340	том и	1	2
341	и единство	1	2
342	и по	1	2
343	на этом	1	2
344	одно и	2	2
345	диалогические отношения	1	2
346	самого автора	1	2
347	те же	1	2
348	на ту	1	2
349	и непосредственное	1	2
350	и иных	1	2
351	всю его	1	2
352	его слово	1	2
353	действительно не	1	2
354	его слова	2	2
355	нисколько не	1	2
356	том что	2	2
357	в эту	3	2
358	в этих	6	2
359	замкнутого высказывания	1	2
360	оговорок и	1	2
361	высказывания и	2	2
362	но он	4	2
363	друг другу	1	2
364	и эти	1	2
365	на авторскую	1	2
366	без всяких	1	2
367	где нет	1	2
368	зрения и	3	2
369	даже в	3	2
370	заставляет его	1	2
371	каковы бы	1	2
372	и стиль	1	2
373	слово языка	2	2
374	эта внутренняя	1	2
375	вне его	2	2
376	явление в	1	2
377	друг о	1	2
378	оно направлено	1	2
379	для нас	2	2
380	в сознании	1	2
381	голосов и	4	2
382	ему не	1	2
383	у нас	2	2
384	в духе	1	2
385	и самое	2	2
386	и о	2	2
387	но по	1	2
388	два голоса	2	2
389	же тему	2	2
