N	4gram	Bakhtin_Pr_1	FransuaR
1	в то же время	7	6
2	но в то же	2	4
3	как мы уже говорили	1	2
4	дело в том что	1	1
5	то же время оно	1	1
6	на мир и на	3	1
7	то что может быть	1	1
8	подобно тому как в	1	1
9	какой бы то ни	1	1
10	бы то ни было	2	1
11	только то что может	1	1
12	есть все то что	1	1
13	заключается в том чтобы	1	1
14	можно было бы привести	1	1
15	в обычном смысле слова	1	1
16	под этим углом зрения	2	1
17	видения и понимания мира	2	1
18	как мы уже отмечали	1	1
19	то есть все то	1	1
20	то же время не	2	1
21	но на самом деле	1	1
22	и т.п все это	1	1
