N	3gram	Propp_Isto_3	Freidism
1	с точки зрения	1	11
2	по отношению к	2	8
3	во всяком случае	2	7
4	не может быть	1	7
5	в большинстве случаев	1	5
6	и прежде всего	1	5
7	мы знаем что	1	4
8	в данном случае	3	4
9	на самом деле	1	4
10	можно сказать что	1	4
11	как мы видели	5	4
12	в таком случае	1	3
13	на этот вопрос	1	3
14	и той же	1	3
15	в свою очередь	1	3
16	с самого начала	1	3
17	одной и той	1	3
18	все что в	1	2
19	до сих пор	5	2
20	это вовсе не	1	2
21	может быть и	1	2
22	это и есть	1	2
23	с одной стороны	2	2
24	тем не менее	5	2
25	на всю жизнь	1	2
26	мы уже знаем	2	2
27	мы видели что	3	2
28	уже знакомый нам	1	1
29	том что в	2	1
30	с этим комплексом	1	1
31	мы остановимся только	1	1
32	большую роль в	1	1
33	мы видим в	1	1
34	у различных народов	1	1
35	но прежде всего	1	1
36	так как они	1	1
37	равно как и	1	1
38	так как в	1	1
39	что в данном	1	1
40	и даже не	1	1
41	в этом случае	5	1
42	о себе и	1	1
43	но тем не	2	1
44	на самом же	1	1
45	только то что	1	1
46	из того что	1	1
47	нет ничего удивительного	1	1
48	можно сказать о	1	1
49	остановимся только на	1	1
50	таким образом и	2	1
51	отличает его от	1	1
52	в несколько иной	1	1
53	общего с этим	1	1
54	но вместе с	1	1
55	в себя и	1	1
56	в такой же	1	1
57	но этим дело	1	1
58	данном случае в	1	1
59	это не совсем	1	1
60	сих пор не	1	1
61	они и не	1	1
62	то обстоятельство что	1	1
63	в то время	2	1
64	мы не будем	1	1
65	о том что	2	1
66	ничего общего с	1	1
67	в чем состоит	1	1
68	не только не	2	1
69	в связь с	1	1
70	но все же	2	1
71	но и не	1	1
72	мы имеем в	2	1
73	же мы имеем	1	1
74	смысле этого слова	1	1
75	еще на одну	1	1
76	может оказаться весьма	1	1
77	не совсем так	2	1
78	и т д	15	1
79	самом же деле	1	1
80	в том что	5	1
81	и всей той	1	1
82	она не может	1	1
83	что и в	2	1
84	направление в котором	1	1
85	ту роль которую	1	1
86	и входит в	1	1
