N	3gram	Bakhtin_Pr_2	RusskieA
1	в том что	1	18
2	т е в	1	5
3	и т д	4	5
4	о том что	1	4
5	и в других	1	4
6	в отличие от	4	3
7	о том же	2	3
8	в этих случаях	2	3
9	не может быть	4	3
10	с одной стороны	1	2
11	но она не	1	2
12	же как и	1	2
13	после того как	1	2
14	тем не менее	2	2
15	в то время	2	2
16	так что в	1	1
17	в том же	1	1
18	до некоторой степени	1	1
19	не входит в	1	1
20	о том как	1	1
21	сюда же относится	1	1
22	а не на	1	1
23	это еще не	1	1
24	но и приведенных	1	1
25	прежде всего как	1	1
26	и в том	1	1
27	может быть и	2	1
28	а может быть	1	1
29	на то что	2	1
30	иметь в виду	1	1
31	а между тем	1	1
32	между тем как	1	1
33	они как бы	1	1
34	как и в	3	1
35	где есть в	1	1
36	можно было бы	3	1
37	общего не имеет	1	1
38	в настоящее время	2	1
39	ничего общего не	1	1
40	достаточно чтобы сделать	1	1
41	нужно иметь в	1	1
42	более или менее	3	1
43	т е как	1	1
44	и что с	1	1
45	можно сказать что	1	1
46	т е что	1	1
47	смысле этого слова	1	1
48	в виду что	1	1
49	но и в	1	1
50	не имеет с	1	1
51	не может не	1	1
52	в последний раз	1	1
53	дело в том	1	1
54	то время как	2	1
55	как мы увидим	3	1
56	но и эта	1	1
57	там где есть	1	1
58	во всяком случае	1	1
59	как мы уже	1	1
60	с другой стороны	3	1
