N	3gram	Tiupa_Hudo_2	Formalny
1	не может быть	3	10
2	и т п	2	9
3	с точки зрения	2	7
4	в этом отношении	1	7
5	в самом деле	3	5
6	и в этом	2	5
7	то же время	4	5
8	в то же	4	5
9	и т д	2	5
10	того или иного	2	4
11	как раз и	1	3
12	и в то	2	3
13	в значительной степени	1	3
14	с другой стороны	1	3
15	для того чтобы	3	3
16	то ни стало	1	2
17	не следует что	1	2
18	и то и	1	2
19	в том случае	1	2
20	то и другое	1	2
21	с самого начала	1	2
22	но все же	1	2
23	к тому что	4	2
24	в том что	11	2
25	как мы знаем	1	2
26	дистанции между ними	1	1
27	мы знаем что	1	1
28	как например в	1	1
29	сводится к тому	1	1
30	в ней все	1	1
31	бы не видели	1	1
32	нельзя отказать в	1	1
33	в настоящее время	1	1
34	в этом случае	1	1
35	во что бы	1	1
36	с одной стороны	3	1
37	его к определенному	1	1
38	что он уже	1	1
39	только в том	2	1
40	до сих пор	2	1
41	в таком случае	1	1
42	и в других	1	1
43	что он не	1	1
44	со стороны других	1	1
45	с самим собою	1	1
46	только тем что	2	1
47	что если бы	1	1
48	тем в этом	1	1
49	то или иное	1	1
50	том случае если	1	1
51	но именно этого	1	1
52	что бы то	1	1
53	в данном случае	2	1
54	тем что он	1	1
55	однако и здесь	1	1
56	но при этом	3	1
57	между тем в	1	1
58	не в слове	1	1
59	так или иначе	1	1
60	все же не	1	1
61	и сам он	2	1
62	а не как	1	1
63	все более и	1	1
64	бы то ни	1	1
65	лишь в том	1	1
66	что же такое	1	1
67	он уже не	1	1
68	она могла бы	1	1
69	но тем не	2	1
70	несмотря на свой	1	1
71	более и более	1	1
72	лежит в основе	1	1
73	тем не менее	3	1
74	в этой плоскости	1	1
75	а не в	2	1
76	как и в	3	1
77	что и в	1	1
78	при этом для	1	1
