N	3gram	Vygotskiy__5	Mirosoze
1	не может быть	3	8
2	друг к другу	1	5
3	не способен к	1	4
4	для того чтобы	14	4
5	его отношение к	2	4
6	что иное как	1	3
7	же как и	1	3
8	до сих пор	3	3
9	к тому что	1	3
10	так же как	7	3
11	от того что	2	3
12	в высшей степени	2	3
13	потому что она	1	3
14	есть не что	1	3
15	не что иное	1	3
16	и той же	1	2
17	подобно тому как	4	2
18	потому что он	5	2
19	и никогда не	1	2
20	все равно что	1	2
21	не до конца	2	2
22	о том что	4	2
23	одной и той	1	2
24	по отношению к	12	2
25	и те же	1	2
26	что это не	1	2
27	в том что	11	2
28	как и во	1	2
29	том что в	2	1
30	в тот момент	2	1
31	потому что в	2	1
32	том что он	2	1
33	по своему значению	1	1
34	две стороны одной	1	1
35	с точки зрения	9	1
36	на высшую ступень	5	1
37	сам по себе	1	1
38	что он не	2	1
39	то в чем	1	1
40	себя и не	1	1
41	в этом отношении	5	1
42	тому как в	3	1
43	в той мере	3	1
44	он так же	1	1
45	смысле слова для	1	1
46	отношению к этим	1	1
47	но это и	1	1
48	а не только	1	1
49	стороны одной и	1	1
50	но и это	1	1
51	еще в высшей	1	1
52	той мере в	3	1
53	смысле этого слова	1	1
54	по сравнению с	5	1
55	одни и те	1	1
56	ни на что	1	1
57	я не могу	1	1
58	мере в какой	3	1
59	на эту тему	1	1
60	лежит в основе	2	1
61	он принадлежит к	1	1
62	но он не	4	1
63	того чтобы сделать	2	1
64	хотя бы в	2	1
65	той или иной	1	1
66	которые не имеют	1	1
67	сама по себе	4	1
68	на самом деле	1	1
69	точки зрения так	1	1
70	то же что	1	1
71	приводит нас к	2	1
72	что он в	1	1
73	именно потому что	2	1
74	по своей природе	1	1
