N	2gram	Potebnia_M_4	Problema
1	и в	23	30
2	в своей	1	22
3	то есть	34	21
4	не только	10	18
5	то что	29	18
6	в этом	23	17
7	том что	12	17
8	и даже	2	14
9	таким образом	24	13
10	но и	11	13
11	потому что	33	13
12	о том	8	12
13	в его	5	12
14	а именно	4	12
15	в том	23	12
16	и не	18	12
17	так что	5	11
18	в своем	8	11
19	у него	1	11
20	в этой	1	10
21	в виде	2	10
22	для нас	14	10
23	точки зрения	4	10
24	все же	1	9
25	но в	8	9
26	и вообще	2	9
27	только в	15	9
28	и все	4	9
29	сказать что	8	9
30	хотя и	5	8
31	с точки	3	8
32	вовсе не	7	8
33	но не	1	7
34	как и	14	7
35	не в	11	7
36	никогда не	3	7
37	связи с	3	7
38	у нас	2	7
39	так и	6	7
40	что он	4	7
41	может быть	26	7
42	в связи	1	7
43	вместе с	6	7
44	и на	3	6
45	и как	2	6
46	в нем	7	6
47	при помощи	3	6
48	его в	4	6
49	и его	2	6
50	можно сказать	4	6
51	и что	7	6
52	что и	7	6
53	уже не	3	6
54	так как	14	6
55	с другой	2	6
56	прежде всего	1	6
57	как бы	5	6
58	и для	2	6
59	а в	5	6
60	другой стороны	1	6
61	и то	5	5
62	в которой	6	5
63	тем не	4	5
64	в силу	7	5
65	и с	4	5
66	с тем	7	5
67	но он	1	5
68	что этот	1	5
69	не менее	5	5
70	и притом	2	5
71	того как	6	5
72	и о	4	5
73	что у	3	5
74	огня и	2	5
75	и у	2	5
76	и их	3	5
77	мы можем	10	5
78	а не	12	5
79	не может	11	5
80	так же	4	5
81	в самом	3	5
82	что в	17	5
83	человека и	3	4
84	того же	1	4
85	и к	6	4
86	в себе	14	4
87	при этом	15	4
88	но все	1	4
89	об этом	2	4
90	а его	1	4
91	было бы	8	4
92	говорится о	2	4
93	не мог	1	4
94	не так	2	4
95	по крайней	5	4
96	в то	4	4
97	как о	1	4
98	тогда когда	8	4
99	свободы и	1	4
100	но даже	2	4
101	и сам	1	4
102	ясно что	1	4
103	нас в	2	4
104	человека из	2	4
105	крайней мере	5	4
106	или в	1	4
107	в качестве	1	4
108	даже и	3	4
109	далеко не	1	4
110	а с	1	4
111	если не	1	4
112	в частности	1	4
113	и вполне	2	4
114	людей но	1	4
115	в смысле	3	4
116	из этого	2	4
117	тем же	1	3
118	в виду	3	3
119	в ней	2	3
120	еще не	3	3
121	он сам	1	3
122	иное как	2	3
123	что его	2	3
124	в ее	2	3
125	только тогда	5	3
126	он в	1	3
127	бы не	3	3
128	с одной	1	3
129	он не	2	3
130	в другом	1	3
131	не всегда	3	3
132	в отношении	1	3
133	и другое	2	3
134	что иное	2	3
135	в самой	2	3
136	как будто	1	3
137	есть только	5	3
138	сравнении с	1	3
139	указывает на	2	3
140	то время	1	3
141	что от	2	3
142	с ним	5	3
143	внимание на	5	3
144	настоящее время	1	3
145	после того	2	3
146	а также	1	3
147	все в	2	3
148	к нему	5	3
149	найти и	1	3
150	же в	1	3
151	того что	14	3
152	тот же	2	3
153	в человека	1	3
154	и тем	4	3
155	обратить внимание	2	3
156	в одном	4	3
157	в других	2	3
158	для того	6	3
159	именно в	3	3
160	одной стороны	1	3
161	и никогда	1	3
162	а потом	1	3
163	быть только	1	3
164	о котором	1	3
165	в настоящее	1	3
166	еще более	2	3
167	в сравнении	4	3
168	не что	2	3
169	перейти к	1	3
170	точно так	2	3
171	таком случае	2	2
172	самом деле	3	2
173	но тем	2	2
174	и до	3	2
175	огня с	1	2
176	то же	14	2
177	и за	1	2
178	мы имеем	4	2
179	мы не	8	2
180	еще до	3	2
181	с d	1	2
182	равно как	2	2
183	я не	2	2
184	это время	1	2
185	проявляется в	2	2
186	в таком	4	2
187	все эти	3	2
188	в чем	1	2
189	тем как	2	2
190	землю и	1	2
191	не то	5	2
192	значение и	2	2
193	не все	1	2
194	по отношению	10	2
195	отношение к	2	2
196	и речи	1	2
197	на то	7	2
198	как в	7	2
199	и нет	1	2
200	кроме того	3	2
201	в нашей	1	2
202	и каждое	1	2
203	духа в	1	2
204	если он	1	2
205	на его	3	2
206	он все	2	2
207	его на	1	2
208	что такой	1	2
209	его не	1	2
210	которого не	1	2
211	это не	7	2
212	но уже	3	2
213	в них	3	2
214	и тогда	1	2
215	бы на	1	2
216	и без	2	2
217	в котором	4	2
218	и более	4	2
219	в таких	2	2
220	дело в	1	2
221	в науке	3	2
222	и сама	2	2
223	того чтобы	4	2
224	почему в	1	2
225	ничего не	1	2
226	тем что	10	2
227	уже и	2	2
228	в области	2	2
229	если только	1	2
230	не могут	2	2
231	и другой	1	2
232	к тому	3	2
233	как мы	2	2
234	без всякого	1	2
235	данном случае	2	2
236	не прямо	1	2
237	всей своей	1	2
238	как с	1	2
239	можно было	2	2
240	по себе	11	2
241	в глаза	1	2
242	любви к	1	2
243	между тем	9	2
244	от них	1	2
245	во втором	1	2
246	всем людям	1	2
247	и только	3	2
248	вслед за	1	2
249	здесь в	1	2
250	что здесь	1	2
251	образом как	1	2
252	что только	2	2
253	по мнению	1	2
254	или же	1	2
255	этого мифа	1	2
256	по этому	1	2
257	именно на	2	2
258	есть в	5	2
259	конечно не	2	2
260	уже в	5	2
261	и они	2	2
262	человеческого духа	6	2
263	свидетельствует о	1	2
264	из них	1	2
265	участие в	1	2
266	разума и	1	2
267	всяком случае	3	2
268	доказать что	1	2
269	и человека	1	2
270	до сих	4	2
271	ее в	1	2
272	вообще и	3	2
273	человека а	2	2
274	с небом	1	2
275	что не	6	2
276	то и	4	2
277	мы и	2	2
278	человеческой жизни	1	2
279	не дается	1	2
280	он говорит	1	2
281	в данном	4	2
282	да и	4	2
283	в первой	1	2
284	в это	2	2
285	сих пор	4	2
286	только для	2	2
287	но для	1	2
288	один из	2	2
289	важно то	1	2
290	этот образ	2	2
291	мира и	1	2
292	человек и	1	2
293	хотя бы	4	2
294	не будет	3	2
295	в свою	2	2
296	из тех	2	2
297	была бы	1	2
298	отношению к	8	2
299	жизни и	1	2
300	но еще	1	2
301	по поводу	4	2
302	во всяком	5	2
303	все что	2	2
304	том числе	1	2
305	то на	1	1
306	если б	4	1
307	и т	7	1
308	то мне	1	1
309	не думает	1	1
310	всем и	1	1
311	сам по	4	1
312	на самом	3	1
313	науки о	1	1
314	к своей	1	1
315	и есть	3	1
316	к другому	1	1
317	человеческой души	1	1
318	и имеем	1	1
319	то самое	1	1
