N	2gram	Vygotskiy__3	Narrotol
1	не только	12	32
2	может быть	19	25
3	но и	5	23
4	в качестве	2	21
5	и не	10	20
6	то есть	15	19
7	и в	38	19
8	в том	25	18
9	в этом	13	17
10	не в	12	14
11	в частности	1	14
12	том что	14	14
13	состоит в	3	13
14	представляет собой	2	12
15	а не	7	12
16	то что	35	11
17	а в	7	11
18	точки зрения	16	10
19	не может	7	10
20	при этом	4	9
21	так и	1	9
22	в его	5	9
23	со стороны	2	9
24	в себе	4	8
25	с другой	7	8
26	не является	1	8
27	еще не	1	7
28	как в	4	7
29	все же	8	7
30	как и	8	7
31	к тому	6	7
32	с одной	6	7
33	одной стороны	5	7
34	ни для	1	7
35	с его	1	6
36	но не	1	6
37	в той	5	6
38	то в	1	6
39	тем самым	1	6
40	в себя	1	6
41	о том	6	6
42	что он	11	6
43	именно в	1	6
44	как это	6	6
45	иначе говоря	5	6
46	но в	3	6
47	между двумя	1	5
48	не все	1	5
49	отличие от	1	5
50	отнюдь не	2	5
51	и как	8	5
52	уже не	2	5
53	в этой	13	5
54	тому же	1	5
55	далеко не	3	5
56	в отличие	1	5
57	в основе	3	5
58	и его	6	5
59	к себе	2	5
60	в форме	1	5
61	в данном	2	5
62	можно сказать	1	5
63	речь идет	4	4
64	данном случае	2	4
65	все те	2	4
66	то же	10	4
67	из которых	4	4
68	здесь не	3	4
69	перед нами	8	4
70	в нем	4	4
71	в силу	2	4
72	но все	1	4
73	и с	1	4
74	было бы	12	4
75	и тем	3	4
76	не мог	4	4
77	пока еще	1	4
78	имеет место	2	4
79	не столько	1	4
80	те же	1	4
81	одного из	2	4
82	основе своей	1	4
83	вслед за	1	4
84	только в	4	4
85	хотя бы	2	4
86	у него	4	4
87	что не	3	4
88	в рассказе	1	4
89	если не	1	4
90	как бы	14	4
91	отличается от	1	4
92	же в	2	4
93	сказать что	4	4
94	другой стороны	5	4
95	это и	1	3
96	в первом	1	3
97	же как	1	3
98	в сущности	10	3
99	и он	1	3
100	в ней	15	3
101	и на	6	3
102	может не	1	3
103	в ее	7	3
104	что они	4	3
105	как говорит	1	3
106	хотя и	1	3
107	когда он	4	3
108	что это	10	3
109	из этих	3	3
110	не есть	1	3
111	он не	6	3
112	не будет	1	3
113	ни в	3	3
114	все было	1	3
115	обратимся к	1	3
116	бы быть	1	3
117	в то	3	3
118	тем что	3	3
119	одна из	4	3
120	на него	1	3
121	никогда не	4	3
122	на себя	1	3
123	этом отношении	1	3
124	как будет	1	3
125	как мы	7	3
126	с ее	2	3
127	свою очередь	2	3
128	не с	1	3
129	мог бы	1	3
130	столь же	2	3
131	в конечном	1	3
132	между тем	7	3
133	а именно	1	3
134	один из	6	3
135	из них	6	3
136	не о	1	3
137	из двух	3	3
138	и даже	4	3
139	или иначе	1	3
140	в свою	4	3
141	а с	2	3
142	как будто	4	3
143	что в	20	3
144	будто бы	1	3
145	жизни и	1	3
146	как известно	1	2
147	отношения к	2	2
148	одним из	1	2
149	например в	2	2
150	и потому	1	2
151	самом деле	21	2
152	идет о	4	2
153	и до	1	2
154	должна быть	5	2
155	мы имеем	1	2
156	между собой	2	2
157	время в	5	2
158	действующее лицо	2	2
159	но как	2	2
160	не то	4	2
161	отношение к	1	2
162	нет и	1	2
163	независимо от	1	2
164	что именно	2	2
165	как к	2	2
166	в своем	5	2
167	в полном	2	2
168	что по	3	2
169	более или	1	2
170	все эти	4	2
171	бы не	3	2
172	всей своей	1	2
173	в известном	1	2
174	и тот	1	2
175	роль в	1	2
176	та же	3	2
177	себя и	1	2
178	не как	1	2
179	собой не	1	2
180	подобно тому	1	2
181	именно это	3	2
182	для своей	1	2
183	все их	1	2
184	его в	3	2
185	того или	1	2
186	это не	1	2
187	несмотря на	5	2
188	рассказ в	3	2
189	или менее	1	2
190	рассказа о	1	2
191	с точки	9	2
192	однако в	1	2
193	даже в	1	2
194	а иногда	1	2
195	она не	6	2
196	которого он	1	2
197	не могло	1	2
198	не имеет	6	2
199	ничего не	2	2
200	как раз	8	2
201	с наивной	1	2
202	что на	1	2
203	когда мы	2	2
204	здесь совершенно	4	2
205	утверждать что	2	2
206	которых и	1	2
207	то она	1	2
208	в собственном	1	2
209	на свой	1	2
210	и когда	5	2
211	что у	7	2
212	можно было	1	2
213	или в	5	2
214	один человек	1	2
215	все та	1	2
216	времени в	1	2
217	он прямо	2	2
218	нет у	1	2
219	и только	3	2
220	от всех	1	2
221	и одновременно	2	2
222	дело с	1	2
223	и ее	2	2
224	есть в	2	2
225	каждый из	1	2
226	по выражению	2	2
227	одно из	2	2
228	для него	2	2
229	не понимал	1	2
230	смерти и	1	2
231	представляют собой	2	2
232	сюжета в	1	2
233	к которому	1	2
234	говорит о	2	2
235	не было	1	2
236	зависит от	1	2
237	о чем	1	2
238	совершенно очевидно	1	2
239	в область	1	2
240	а если	1	2
241	наряду с	3	2
242	тому как	1	2
243	по существу	2	2
244	что мы	1	2
245	и для	4	2
246	для автора	1	2
247	у нее	1	2
248	она может	3	2
249	в результате	1	2
250	в двух	9	2
251	и все	10	2
252	все то	7	2
253	не от	1	2
254	к самому	2	2
255	это все	1	2
256	между ними	1	2
257	совершенно не	5	2
258	жизни а	1	2
259	или иного	1	2
260	этого слова	2	2
261	в какой	5	2
262	так же	2	2
263	в таком	3	2
264	этой точки	1	2
265	они не	2	2
266	имеет перед	1	1
267	переходит к	1	1
268	того же	3	1
269	на самом	2	1
270	он может	2	1
271	и есть	1	1
272	что смысл	2	1
273	ему что	1	1
274	на две	1	1
275	и больше	2	1
276	к рассказу	1	1
277	едва ли	3	1
278	с таким	1	1
279	по его	3	1
280	есть не	1	1
281	часто бывает	1	1
282	от первой	1	1
283	нашу мысль	1	1
284	эпоса и	4	1
285	он как	1	1
286	одновременно в	1	1
287	одной только	1	1
288	совпадает с	2	1
289	своему герою	1	1
290	в целом	4	1
291	как не	1	1
292	к своему	2	1
293	внимание и	1	1
294	кто иной	1	1
295	в чем	1	1
296	во всех	4	1
297	там и	1	1
298	бы она	2	1
299	по своему	4	1
300	и главное	1	1
301	одним словом	2	1
302	совсем не	3	1
303	и который	2	1
304	мы будем	1	1
305	определяется не	1	1
306	один и	1	1
307	мере в	1	1
308	это одно	3	1
309	с чисто	1	1
310	что как	3	1
311	лишь изредка	1	1
312	как нам	1	1
313	и где	1	1
314	могли бы	5	1
315	и наконец	2	1
316	и к	3	1
317	писал что	1	1
318	в действительности	1	1
319	от этого	1	1
320	но смысл	3	1
321	в самом	25	1
322	и придает	2	1
323	идет не	1	1
324	но по	1	1
325	ни один	1	1
326	таковы например	1	1
327	следует понимать	2	1
328	рассказ о	1	1
329	из его	1	1
330	имеет для	1	1
331	так сказать	5	1
332	на его	1	1
333	ряд событий	1	1
334	это явление	1	1
335	в понимании	1	1
336	оказывается весьма	1	1
337	однако он	1	1
338	том чтобы	1	1
339	у читателя	3	1
340	факт который	1	1
341	в плане	3	1
342	действие но	1	1
343	что ни	1	1
344	и по	2	1
345	на этом	5	1
346	образа и	1	1
347	от других	1	1
348	таким образом	12	1
349	рассказа в	1	1
350	этом последнем	1	1
351	здесь мы	4	1
352	и может	2	1
353	в совершенно	2	1
354	в другом	5	1
355	чего он	1	1
356	мы уже	7	1
357	с другими	1	1
358	только там	1	1
359	должен был	2	1
360	здесь это	1	1
361	словами он	1	1
362	но уже	1	1
363	в них	3	1
364	все равно	1	1
365	а за	1	1
366	в слове	1	1
367	он и	1	1
368	мы видели	6	1
369	с такой	5	1
370	мы не	5	1
371	и ничего	2	1
372	в один	3	1
373	и тогда	1	1
374	что если	4	1
375	таким же	1	1
376	в следующем	1	1
377	в котором	6	1
378	в их	1	1
379	представляла собой	1	1
380	место в	3	1
381	на свою	1	1
382	в которых	6	1
383	мысли и	1	1
384	всякий раз	3	1
385	признать что	2	1
386	обнаруживается в	1	1
387	образом и	2	1
388	но он	2	1
389	над ними	1	1
390	теми же	1	1
391	при рассмотрении	1	1
392	и более	2	1
393	их в	2	1
394	не могли	4	1
395	в конце	2	1
396	тому чтобы	1	1
397	что этот	4	1
398	и то	8	1
399	второй раз	1	1
400	и какая	1	1
401	а от	1	1
402	деле когда	3	1
403	человек и	1	1
404	самую сущность	1	1
405	в людях	1	1
406	но еще	1	1
407	как зерно	1	1
408	она могла	2	1
409	перед смертью	1	1
410	может служить	7	1
411	дело не	2	1
412	принадлежат к	1	1
413	дело в	1	1
414	в русской	2	1
415	это еще	1	1
416	вытекает из	2	1
417	это то	1	1
418	именно с	1	1
419	этих двух	1	1
420	оно есть	2	1
421	к концу	3	1
422	к ней	2	1
423	мире и	1	1
424	потому что	14	1
425	к этим	1	1
426	не по	1	1
427	было не	1	1
428	ли это	2	1
429	тех слов	1	1
430	всех прочих	2	1
431	у нас	2	1
432	и оно	1	1
433	очень часто	2	1
