N	3gram	Savitsky_E_1	Psycholo
1	для того чтобы	5	19
2	в том что	6	12
3	на то что	2	6
4	к тому что	1	5
5	с точки зрения	16	4
6	можно было бы	3	4
7	друг с другом	3	4
8	то что в	2	3
9	к тому чтобы	2	3
10	так же как	5	3
11	смысле этого слова	1	3
12	и в этом	4	3
13	во всяком случае	3	3
14	заключается в том	2	3
15	говорить о том	1	3
16	с одной стороны	8	3
17	сказать что в	2	2
18	во всех этих	1	2
19	и в частности	2	2
20	то время как	1	2
21	так как мы	1	2
22	одна и та	1	2
23	с другой стороны	2	2
24	вместо того чтобы	1	2
25	в то время	1	2
26	речь идет о	1	2
27	и та же	1	2
28	на то чтобы	1	2
29	к тому же	1	2
30	и т д	1	2
31	или хотя бы	2	1
32	что в этом	1	1
33	при помощи этого	1	1
34	совершенно очевидно что	1	1
35	и некоторые из	1	1
36	что в таком	1	1
37	ответить на этот	1	1
38	не может этого	1	1
39	как это имело	1	1
40	также и в	1	1
41	же как и	3	1
42	мы не можем	1	1
43	того чтобы ответить	1	1
44	бы то ни	4	1
45	из того что	2	1
46	с тем что	1	1
47	та и другая	1	1
48	то же время	14	1
49	на этот вопрос	1	1
50	то мы увидим	1	1
51	с этой точки	5	1
52	мы не станем	1	1
53	в своем развитии	1	1
54	и когда мы	1	1
55	то что может	1	1
56	значит ли это	1	1
57	то ни было	4	1
58	и с точки	1	1
59	чтобы ответить на	1	1
60	и в то	8	1
61	а также и	1	1
62	есть только одно	1	1
63	и не было	1	1
64	и в своем	1	1
65	в свою очередь	2	1
66	независимо от этого	1	1
67	дело в том	1	1
68	друг к другу	1	1
69	как будто к	1	1
70	но нам кажется	1	1
71	есть в порядке	1	1
72	очевидно что в	2	1
73	мы остановились на	1	1
74	не может быть	2	1
75	вовсе не в	1	1
76	то есть в	1	1
77	этой точки зрения	5	1
78	ставить вопрос о	1	1
79	не только в	4	1
80	можно сказать что	3	1
81	так же мало	2	1
82	в этом отсутствии	1	1
83	в этом смысле	3	1
84	в двух противоположных	1	1
85	в то же	15	1
86	что в этот	1	1
87	например с точки	2	1
88	в каком они	1	1
89	мы увидим что	1	1
90	нам кажется что	2	1
