N	3gram	Vinokur_St_3	Problemy
1	то же время	3	12
2	в то же	3	12
3	на самом деле	1	10
4	с самого начала	2	8
5	и т п	6	6
6	не может быть	5	6
7	во всяком случае	4	5
8	с которым он	1	5
9	в этом смысле	4	4
10	с точки зрения	4	4
11	но на самом	1	4
12	его отношение к	1	4
13	на протяжении всего	1	4
14	в самом деле	1	3
15	он не может	1	3
16	по крайней мере	4	3
17	и не в	2	3
18	в конце концов	3	3
19	и в самом	1	3
20	все это было	1	3
21	с другой стороны	4	3
22	то что я	2	2
23	в той или	1	2
24	того или другого	1	2
25	вместе с тем	1	2
26	того что он	1	2
27	тем что он	2	2
28	и в этом	2	2
29	в такой же	1	2
30	на тему о	2	2
31	а не в	1	2
32	о том что	4	2
33	той или иной	1	2
34	тем не менее	2	2
35	и т д	2	2
36	как мы видели	1	2
37	этого слова в	1	2
38	сплошь да рядом	1	1
39	произведение должно было	1	1
40	является как раз	1	1
41	одних и тех	1	1
42	связи с его	1	1
43	в чем же	1	1
44	потому что в	1	1
45	прежде всего в	3	1
46	даже там где	1	1
47	и для самого	1	1
48	вопрос что такое	1	1
49	в том же	1	1
50	тем что это	1	1
51	что же касается	1	1
52	так что он	1	1
53	в одних и	1	1
54	вот одна из	1	1
55	он с самого	1	1
56	отметить что эти	1	1
57	не было и	1	1
58	до сих пор	2	1
59	для себя и	1	1
60	и в других	1	1
61	в этом отношении	4	1
62	то что в	1	1
63	которого он не	1	1
64	и тех же	1	1
65	говорит что он	2	1
66	хочет показать что	1	1
67	благодаря тому что	1	1
68	т п но	1	1
69	и пр в	2	1
70	но в последующих	1	1
71	в своей статье	1	1
72	к тому что	2	1
73	в этом выражении	1	1
74	всех событий и	1	1
75	и со всеми	1	1
76	в которой есть	1	1
77	но в конце	1	1
78	без труда обнаружим	1	1
79	все более и	2	1
80	с ним и	1	1
81	но может быть	1	1
82	то что он	1	1
83	в этом направлении	1	1
84	это произведение должно	1	1
85	независимо от их	1	1
86	на вопрос что	1	1
87	и во всяком	1	1
88	нет ни одного	1	1
89	может быть не	1	1
90	и ни в	1	1
91	там где они	1	1
92	в свою очередь	1	1
93	и это его	1	1
94	не только не	1	1
95	более и более	2	1
96	к нему все	1	1
97	но все же	2	1
98	в раннем творчестве	1	1
99	можно сказать что	1	1
100	на то что	3	1
101	вопрос о том	1	1
102	в целом это	1	1
103	в позднейшем творчестве	1	1
104	и больше ничего	1	1
105	и что он	1	1
106	они звучат в	1	1
107	вовсе не является	1	1
108	для того чтобы	1	1
109	в том что	11	1
110	и в другом	1	1
