N	2gram	Propp_Russ_1	DiskursI
1	в качестве	3	34
2	не только	22	28
3	в том	17	23
4	а не	2	22
5	то есть	3	20
6	тогда как	2	19
7	том что	19	19
8	представляет собой	4	17
9	может быть	8	17
10	как и	10	16
11	и в	36	16
12	в этом	12	15
13	еще не	4	14
14	но и	16	14
15	при этом	6	13
16	но не	2	11
17	и не	6	11
18	как в	5	10
19	далеко не	3	10
20	по отношению	1	9
21	в нем	2	9
22	не может	4	9
23	состоит в	8	9
24	в частности	2	9
25	отношению к	1	9
26	отнюдь не	2	8
27	но в	2	8
28	своего рода	3	8
29	о том	8	8
30	так и	7	8
31	а также	3	8
32	не было	2	7
33	в себе	1	7
34	то же	3	7
35	в основе	1	7
36	в его	2	7
37	только в	4	7
38	в своем	3	6
39	и как	2	6
40	и на	10	5
41	во всех	4	5
42	отличие от	1	5
43	тому же	1	5
44	в силу	2	5
45	в их	4	5
46	в отличие	1	5
47	можно сказать	1	5
48	а с	4	5
49	в данном	1	5
50	как бы	5	5
51	по композиции	1	5
52	к тому	4	5
53	а в	9	5
54	то что	6	5
55	и о	1	4
56	в которых	5	4
57	с его	1	4
58	в истории	1	4
59	и к	3	4
60	уже не	6	4
61	в целом	2	4
62	не как	1	4
63	в них	6	4
64	привело к	2	4
65	потому что	10	4
66	могут быть	2	4
67	для себя	1	4
68	внимание на	1	4
69	между тем	7	4
70	во втором	1	4
71	как правило	3	4
72	что он	1	4
73	в особенности	2	4
74	что не	1	4
75	связи с	4	4
76	не является	1	4
77	что в	19	4
78	также и	1	3
79	того же	1	3
80	и потому	2	3
81	значении этого	1	3
82	в первом	1	3
83	имеет свою	1	3
84	в каждой	1	3
85	с этим	2	3
86	перед нами	1	3
87	из жизни	1	3
88	это не	10	3
89	и того	1	3
90	точки зрения	3	3
91	в сказке	1	3
92	в своих	2	3
93	в то	1	3
94	таким образом	6	3
95	ли не	1	3
96	должны быть	1	3
97	они и	2	3
98	как не	2	3
99	свою очередь	2	3
100	не с	3	3
101	еще в	4	3
102	или на	3	3
103	что и	7	3
104	из них	8	3
105	к ним	3	3
106	тем что	4	3
107	имеет место	2	3
108	по своему	1	3
109	для обозначения	2	3
110	тому как	1	3
111	того что	4	3
112	один из	8	3
113	все же	5	3
114	как уже	4	3
115	в свою	3	3
116	на смену	1	3
117	сказать что	1	3
118	например в	2	2
119	е годы	2	2
120	к другому	2	2
121	в году	2	2
122	мы имеем	4	2
123	на себя	2	2
124	ему в	1	2
125	в виду	1	2
126	в е	2	2
127	между собой	2	2
128	в различных	2	2
129	что касается	1	2
130	хотя и	2	2
131	когда он	2	2
132	целый ряд	1	2
133	с понятием	1	2
134	не приходится	1	2
135	в тех	4	2
136	в этой	1	2
137	в значении	1	2
138	том чтобы	1	2
139	подобно тому	1	2
140	и по	8	2
141	на этом	3	2
142	так например	6	2
143	исходя из	1	2
144	в каждом	2	2
145	об этом	9	2
146	и тем	1	2
147	не всегда	1	2
148	одного и	1	2
149	в г	4	2
150	и без	1	2
151	по мере	1	2
152	не менее	3	2
153	но они	3	2
154	дело не	1	2
155	не могло	1	2
156	в тексте	1	2
157	и его	1	2
158	сомнение в	1	2
159	в сказках	1	2
160	оно не	1	2
