N	2gram	Bakhtin_Pr_5	PoTuStor
1	может быть	14	17
2	и в	35	16
3	и пр	1	12
4	в этом	14	9
5	таким образом	7	9
6	и только	1	9
7	мы можем	2	9
8	прежде всего	12	9
9	и с	12	8
10	точки зрения	7	8
11	и его	14	8
12	к матери	1	8
13	не может	18	8
14	с его	7	7
15	не только	10	7
16	в сознание	1	7
17	сказать что	3	7
18	я и	2	6
19	самом деле	10	6
20	конечно не	2	6
21	при этом	2	6
22	с точки	2	6
23	и это	5	6
24	для него	14	6
25	и к	12	6
26	еще не	7	5
27	в чем	4	5
28	отношение к	6	5
29	все эти	3	5
30	сознание и	2	5
31	что такое	1	5
32	только для	1	5
33	ни в	2	5
34	нуждается в	3	5
35	ту сторону	1	5
36	в него	3	5
37	как бы	31	5
38	на самом	9	4
39	и ее	1	4
40	и на	6	4
41	отнюдь не	1	4
42	и наконец	7	4
43	но в	19	4
44	в этой	1	4
45	в нем	16	4
46	и может	1	4
47	его в	4	4
48	в один	1	4
49	мысли и	1	4
50	все это	14	4
51	по ту	1	4
52	самого начала	8	4
53	как мы	8	4
54	с ее	3	4
55	с самого	8	4
56	так и	8	4
57	но мы	1	4
58	можно сказать	1	4
59	в его	21	4
60	с ними	5	4
61	только в	6	4
62	для всех	1	4
63	и их	1	4
64	так как	4	4
65	и даже	5	4
66	но и	14	4
67	и не	27	4
68	и все	15	4
69	хотя бы	2	4
70	если б	3	3
71	отношения к	1	3
72	тех же	1	3
73	во всех	3	3
74	в общем	3	3
75	и как	2	3
76	и вот	4	3
77	их в	2	3
78	на этом	2	3
79	этом смысле	3	3
80	том что	3	3
81	во время	5	3
82	сих пор	1	3
83	в одном	6	3
84	по крайней	1	3
85	в основе	1	3
86	до сих	1	3
87	чем не	1	3
88	к себе	18	3
89	те же	2	3
90	по сравнению	1	3
91	с другими	2	3
92	крайней мере	1	3
93	и она	1	3
94	в том	5	3
95	в большинстве	2	3
96	только на	4	3
97	большинстве случаев	2	3
98	мы знаем	2	3
99	всяком случае	4	3
100	но оно	1	3
101	вместе с	2	3
102	и потому	1	3
103	в основном	1	3
104	что в	6	3
105	в этих	2	3
106	а в	7	3
107	то что	10	3
108	между ними	1	3
109	во всяком	4	3
110	ту же	1	2
111	нем нет	1	2
112	нам кажется	1	2
113	в самом	6	2
114	и этот	2	2
115	мы уже	8	2
116	мы не	1	2
117	говорить о	3	2
118	того же	1	2
119	на них	7	2
120	совсем не	3	2
121	но как	4	2
122	друг на	2	2
123	нет и	4	2
124	за пределы	3	2
125	меньше всего	1	2
126	с этим	3	2
127	в этот	2	2
128	что это	4	2
129	и через	1	2
130	последующей жизни	1	2
131	не стали	1	2
132	но ведь	2	2
133	вообще не	2	2
134	он не	13	2
135	и по	2	2
136	то же	15	2
137	по своему	4	2
138	на протяжении	5	2
139	и мы	1	2
140	было бы	3	2
141	в жизни	2	2
142	кажется что	2	2
143	по всему	1	2
144	в них	4	2
145	всю жизнь	2	2
146	как и	18	2
147	в своей	4	2
148	почти не	1	2
149	все и	4	2
150	войти в	2	2
151	можем сказать	2	2
152	этих трех	1	2
153	не менее	2	2
154	его целом	2	2
155	никогда не	4	2
156	на два	1	2
157	и лишь	2	2
158	сводится к	3	2
159	здесь же	1	2
160	что на	2	2
161	не могут	1	2
162	что оно	2	2
163	как не	1	2
164	в пределах	11	2
165	для этого	2	2
166	и вообще	2	2
167	с ним	7	2
168	находится в	1	2
169	о том	2	2
170	путь к	1	2
171	что и	3	2
172	во всей	1	2
173	один из	1	2
174	что он	24	2
175	и действительно	1	2
176	и так	4	2
177	всех его	1	2
178	со всеми	3	2
179	есть в	1	2
180	да еще	2	2
181	в итоге	1	2
182	в начале	3	2
183	в душе	2	2
184	и других	1	2
185	для меня	1	2
186	при всей	1	2
187	у него	4	2
188	момент в	1	2
189	и т.п	6	2
190	оно не	1	2
191	себя и	8	2
192	что не	4	2
193	на друга	2	2
194	не на	1	2
195	его все	1	2
196	они-то и	1	2
197	так же	7	2
198	ненависть к	2	2
199	в мир	1	2
200	с этой	2	2
201	в свое	1	2
202	но это	6	2
203	это последнее	1	2
204	к другим	2	2
205	и для	8	2
206	сознания и	4	2
207	но зато	4	2
208	ни было	3	2
209	из тех	1	2
210	не знает	6	2
211	к этому	1	2
212	но вернемся	1	1
213	в движение	2	1
214	мы здесь	1	1
215	и то	5	1
216	он может	1	1
217	это и	3	1
218	пробиться к	4	1
219	теперь окончательно	1	1
220	что эти	1	1
221	высшей степени	3	1
222	собою в	1	1
223	со всех	1	1
224	до времени	1	1
225	вопрос о	2	1
226	одних и	1	1
227	так чтобы	4	1
228	я не	8	1
229	как я	1	1
230	но даже	1	1
231	конечно и	1	1
232	не совсем	1	1
233	зависимости от	1	1
234	всех сторон	1	1
235	в ней	2	1
236	и самого	1	1
237	а другие	1	1
238	он был	1	1
239	столь же	2	1
240	его отношение	4	1
241	бы то	3	1
242	что его	2	1
243	их так	1	1
244	но не	6	1
245	отказ от	1	1
246	же на	1	1
247	с самой	1	1
248	не входит	1	1
249	него все	1	1
250	с совершенно	1	1
251	менее всего	1	1
252	вступают в	1	1
253	мы сейчас	1	1
254	что они	6	1
255	в центре	1	1
256	некоторое время	1	1
257	как последняя	1	1
258	как нам	1	1
259	все же	8	1
260	всей этой	1	1
261	хотя и	2	1
262	когда он	3	1
263	что по	1	1
264	его к	3	1
265	всего как	1	1
266	увидим что	2	1
267	чего же	1	1
268	тон и	4	1
269	чтобы пробиться	1	1
270	к чему	1	1
271	уже не	3	1
272	та же	4	1
273	это быть	1	1
274	ни один	1	1
275	а во-вторых	1	1
276	сказать о	1	1
277	или во	1	1
278	то я	1	1
279	чем бы	1	1
280	мы чувствуем	1	1
281	как он	2	1
282	жизнь как	1	1
283	во многих	1	1
284	человек не	1	1
285	на его	4	1
286	самодовления и	1	1
287	не следует	1	1
288	главным образом	1	1
289	но именно	2	1
290	а просто	2	1
291	другом человеке	2	1
292	идеи и	1	1
293	они служат	1	1
294	родились из	1	1
295	свое время	1	1
296	из него	1	1
297	подобно тому	2	1
298	мы говорили	2	1
299	без исключения	2	1
300	последнее слово	4	1
301	человека в	1	1
302	по его	1	1
303	то ни	3	1
304	а то	1	1
305	в мире	4	1
306	конечно в	2	1
307	той же	2	1
308	момент и	1	1
309	на все	1	1
310	лишь в	7	1
311	входит в	1	1
312	это было	2	1
313	может стать	1	1
314	мы сказали	1	1
315	не чем	1	1
316	с тем	3	1
317	этим и	1	1
318	одна и	2	1
319	действительно не	1	1
320	и того	2	1
321	их на	1	1
322	одного и	1	1
323	на собственном	1	1
324	переносит в	1	1
325	его мнению	1	1
326	свой смысл	1	1
327	что я	13	1
328	на первой	1	1
329	но эта	2	1
330	которые в	1	1
331	друг другу	4	1
332	иным как	1	1
333	есть еще	1	1
334	однако в	2	1
335	на всю	2	1
336	и почти	1	1
337	слов о	1	1
338	любовь к	1	1
339	освободиться от	1	1
340	вернемся к	1	1
341	характер носят	1	1
342	всех их	1	1
343	в тесной	1	1
344	существует для	1	1
345	иной раз	1	1
346	с теми	1	1
347	только здесь	1	1
348	дело в	1	1
349	одна из	1	1
350	в сущности	14	1
351	всех без	1	1
352	к изучению	1	1
353	но далее	1	1
354	того чтобы	1	1
355	для всего	1	1
356	только не	1	1
357	вообще нет	1	1
358	или прямо	1	1
359	и всегда	1	1
360	не лучше	1	1
361	ничего не	3	1
362	что-нибудь сделать	1	1
363	этих двух	2	1
364	в форму	1	1
365	того в	1	1
366	это именно	1	1
