N	3gram	Bakhtin_Fr_6	Formalny
1	с точки зрения	2	14
2	не может быть	1	14
3	в то же	5	7
4	то же время	5	7
5	в зависимости от	1	5
6	с другой стороны	2	5
7	в самом деле	4	4
8	в данном случае	2	4
9	в связи с	1	4
10	в большинстве случаев	4	4
11	для того чтобы	1	4
12	по отношению к	1	3
13	в этом отношении	3	3
14	вместе с тем	1	3
15	в одной плоскости	2	3
16	в том что	2	3
17	с таким же	1	2
18	ровно ничего не	1	2
19	но уже в	2	2
20	одним и тем	1	2
21	о том как	1	2
22	самом же деле	1	2
23	в нем и	1	2
24	как и все	1	2
25	до известной степени	1	2
26	одной плоскости и	1	2
27	в неразрывной связи	1	2
28	лишь тогда когда	1	2
29	на самом же	1	2
30	но и самый	1	2
31	и тем же	1	2
32	этом отношении чрезвычайно	1	2
33	в литературе как	1	2
34	только то что	1	2
35	дело в том	1	2
36	в следующей главе	6	2
37	мы видели что	1	2
38	от всех других	1	2
39	так и от	1	2
40	смысле этого слова	1	2
41	в конце концов	1	2
42	это связано с	1	1
43	и того же	1	1
44	а потому что	1	1
45	и даже в	1	1
46	другой стороны в	1	1
47	в изобразительных искусствах	3	1
48	огромном большинстве случаев	1	1
49	в языке как	1	1
50	в настоящее время	1	1
51	и до конца	1	1
52	один и тот	1	1
53	что же касается	1	1
54	в одной из	1	1
55	на первый план	3	1
56	более того можно	1	1
57	в лучшем случае	1	1
58	бы в точке	1	1
59	искусстве и в	1	1
60	как это утверждает	1	1
61	сам по себе	1	1
62	это значило бы	1	1
63	не совпадает с	1	1
64	из того что	1	1
65	и в литературе	2	1
66	в точке пересечения	1	1
67	и с помощью	1	1
68	нам в корне	1	1
69	со всех сторон	1	1
70	в корне неверным	1	1
71	именно в этом	1	1
72	мы еще вернемся	1	1
73	говорит о том	1	1
74	в предыдущей главе	2	1
75	до сих пор	3	1
76	начала и до	1	1
77	человека и в	1	1
78	поэтому они и	1	1
79	в значительной степени	1	1
80	мы полагаем что	1	1
81	и для всех	1	1
82	не только в	1	1
83	с одной стороны	4	1
84	и тот же	2	1
85	она никогда не	1	1
86	и по отношению	1	1
87	настоящее время в	1	1
88	и в этой	1	1
89	а не как	1	1
90	в огромном большинстве	2	1
91	если они не	1	1
92	до настоящего времени	1	1
93	о котором мы	3	1
94	мы все время	1	1
95	все то что	4	1
96	потому что они	1	1
97	между тем как	1	1
98	о том что	5	1
99	таким образом все	1	1
100	в той же	4	1
101	неразрывной связи с	1	1
102	это так же	1	1
103	в пределе вовсе	1	1
104	к этим вопросам	1	1
105	мира в этом	1	1
106	той или иной	1	1
107	но все же	1	1
108	и в романе	1	1
109	можно сказать что	1	1
110	с тем и	1	1
111	между жизнью и	1	1
112	одного и того	1	1
113	с начала и	1	1
114	здесь вовсе не	1	1
115	в искусстве и	2	1
116	мы уже указывали	1	1
117	строится творится и	1	1
118	и продолжает жить	1	1
