N	3gram	Voloshinov_1	StatiiOP
1	в том что	2	11
2	не может быть	4	5
3	с точки зрения	5	4
4	в этом отношении	1	4
5	с другой стороны	2	4
6	состоит в том	1	3
7	в г в	2	3
8	прежде всего в	1	3
9	в связи с	1	3
10	то же время	1	3
11	может быть это	1	3
12	на то что	1	3
13	в то же	1	3
14	тесно связана с	1	2
15	с одной стороны	2	2
16	между тем как	1	2
17	с самого начала	2	2
18	в течение всей	1	2
19	к тому что	1	2
20	в предисловии к	1	2
21	тем не менее	1	2
22	то он и	1	1
23	тем хуже для	1	1
24	в выборе темы	1	1
25	иметь в виду	1	1
26	но так как	2	1
27	более или менее	1	1
28	на самом деле	1	1
29	в самом деле	2	1
30	и в некоторых	1	1
31	то же самое	1	1
32	выборе темы в	1	1
33	и не мог	1	1
34	в собственном смысле	1	1
35	можно было бы	1	1
36	то что в	1	1
37	в значительной мере	1	1
38	с этой точки	1	1
39	в своей статье	1	1
40	в чем же	1	1
41	и пр с	1	1
42	но может быть	1	1
43	этой точки зрения	1	1
44	и тем что	1	1
45	каждом отдельном случае	1	1
46	может быть не	1	1
47	мы видим у	1	1
48	и не является	2	1
49	первое и последнее	1	1
50	было бы быть	1	1
51	собственно говоря даже	1	1
52	говоря даже и	1	1
53	в каждом отдельном	1	1
54	которая связана с	1	1
55	отношение к слову	1	1
56	для того чтобы	1	1
57	что в ней	1	1
58	должно было бы	1	1
