N	3gram	Vinokur_Vv_1	Istorich
1	и т д	37	18
2	в этих случаях	2	8
3	до сих пор	5	6
4	точно так же	2	6
5	в этом случае	6	5
6	вместе с тем	3	5
7	мы имеем в	1	5
8	в том что	12	5
9	но все же	3	4
10	так же как	1	4
11	не только в	4	4
12	в связи с	2	4
13	по отношению к	4	3
14	подобно тому как	1	3
15	с тем что	3	3
16	можно было бы	3	3
17	с одной стороны	4	3
18	мы уже знаем	1	3
19	в другом месте	2	2
20	что иное как	4	2
21	потому что он	2	2
22	на самом деле	1	2
23	т д и	1	2
24	но и в	1	2
25	т д но	5	2
26	не что иное	4	2
27	в одном случае	1	2
28	только после того	2	2
29	с другой стороны	5	2
30	не может быть	8	2
31	о том что	12	2
32	с самого начала	1	2
33	после того как	2	2
34	дело не в	1	2
35	здесь идет речь	1	1
36	том что в	1	1
37	до наших дней	1	1
38	и есть то	1	1
39	он должен быть	1	1
40	мы можем только	1	1
41	и не могут	2	1
42	только в одном	1	1
43	и той же	2	1
44	но это только	1	1
45	дело не только	1	1
46	влечет за собой	2	1
47	совершенно то же	1	1
48	в подобных случаях	1	1
49	об этом говорилось	1	1
50	в зависимости от	1	1
51	сам по себе	1	1
52	в отличие от	3	1
53	не сам по	1	1
54	с этим и	1	1
55	т д для	1	1
56	т е с	1	1
57	только одна сторона	1	1
58	не то что	1	1
59	не похожи на	1	1
60	уже потому что	1	1
61	т е в	4	1
62	это может быть	1	1
63	в обоих случаях	1	1
64	ни к какому	1	1
65	на задний план	1	1
66	смысле этого слова	2	1
67	и то же	1	1
68	мы выделяем в	1	1
69	как один из	1	1
70	тем не менее	8	1
71	нужно было бы	1	1
72	так или иначе	4	1
73	вообще т е	1	1
74	что в одном	1	1
75	но вместе с	2	1
76	котором здесь идет	1	1
77	т д все	2	1
78	хотя бы на	1	1
79	это только одна	1	1
80	то это может	1	1
81	представляют собой не	1	1
82	тем что в	1	1
83	д все эти	1	1
84	на вопрос о	4	1
85	есть не что	2	1
86	раньше чем продолжать	1	1
87	но уже в	1	1
88	соответствии с этим	1	1
89	вовсе не в	2	1
90	что наряду с	1	1
91	но дело не	2	1
92	связи с этим	1	1
93	к этому времени	2	1
94	а в другом	1	1
95	и прежде всего	1	1
96	не просто как	1	1
97	с этой стороны	1	1
98	из этих двух	1	1
99	по этому поводу	2	1
100	одной и той	2	1
101	только в этом	1	1
102	о котором здесь	2	1
103	не в этом	1	1
