N	2gram	Voloshinov_2	Komedia
1	и в	19	26
2	и не	19	14
3	и его	16	12
4	к тому	6	12
5	так и	10	12
6	тому же	2	11
7	может быть	28	11
8	в том	7	11
9	в этом	15	10
10	на протяжении	2	10
11	но и	10	10
12	столь же	3	9
13	том что	10	9
14	если бы	11	9
15	вместе с	2	9
16	что в	2	9
17	ясно что	1	8
18	было бы	4	8
19	и на	5	7
20	не только	13	7
21	на себя	1	7
22	что и	3	7
23	из них	1	7
24	ли не	1	7
25	еще не	3	6
26	в своем	2	6
27	о том	3	6
28	в нем	11	6
29	таким образом	14	6
30	в то	8	6
31	того чтобы	6	6
32	потому что	1	6
33	и здесь	5	6
34	в двух	3	6
35	во время	1	6
36	то что	4	6
37	в которой	1	5
38	с его	8	5
39	что он	4	5
40	так что	1	5
41	в истории	3	5
42	независимо от	2	5
43	с этим	3	5
44	для того	6	5
45	ни в	6	5
46	на основании	1	5
47	с тем	1	5
48	и с	2	5
49	в качестве	3	5
50	к этому	5	5
51	уже в	2	4
52	хотя и	1	4
53	в самом	6	4
54	что это	2	4
55	в целом	1	4
56	из этих	1	4
57	с их	1	4
58	это было	2	4
59	в них	1	4
60	как и	9	4
61	в этих	3	4
62	место в	2	4
63	тому что	4	4
64	не менее	1	4
65	с и	1	4
66	это слово	1	4
67	как мы	15	4
68	еще в	1	4
69	его в	7	4
70	между тем	6	4
71	в его	5	4
72	в середине	1	4
73	только в	8	4
74	до нас	1	4
75	же в	1	4
76	в начале	2	4
77	так как	3	4
78	у него	2	4
79	прежде всего	7	4
80	как это	1	4
81	все же	5	4
82	и для	7	4
83	и от	3	4
84	одной из	3	4
85	точки зрения	17	4
86	речь идет	1	3
87	например в	1	3
88	становится в	1	3
89	в котором	3	3
90	то же	16	3
91	в их	5	3
92	той же	3	3
93	вопрос о	2	3
94	того же	5	3
95	в ней	3	3
96	что его	1	3
97	во всех	6	3
98	но не	2	3
99	по отношению	8	3
100	как в	1	3
101	но в	7	3
102	так или	1	3
103	в этой	3	3
104	как он	1	3
105	друг другу	1	3
106	но все	1	3
107	человека в	1	3
108	в каждом	1	3
109	первую очередь	1	3
110	не имеет	3	3
111	в самой	1	3
112	же время	8	3
113	связи с	13	3
114	но там	1	3
115	и сам	1	3
116	и поэтому	1	3
117	к нему	5	3
118	дело с	1	3
119	себя в	2	3
120	ответ на	2	3
121	мы знаем	2	3
122	и их	4	3
123	друг друга	2	3
124	мы можем	6	3
125	тем что	2	3
126	в первую	1	3
127	или иначе	1	3
128	здесь в	2	3
129	не было	3	3
130	так называемой	2	3
131	о чем	2	3
132	в связи	7	3
133	и особенно	2	3
134	в тех	2	3
135	отношению к	8	3
136	да и	3	3
137	все это	1	3
138	или в	2	3
139	интерес к	1	3
140	а в	3	3
141	в своей	3	3
142	жизни и	2	3
143	того времени	1	3
144	по поводу	1	3
145	том числе	1	3
146	не может	18	3
147	как известно	1	2
148	также что	1	2
149	одним из	2	2
150	и за	1	2
151	мы не	2	2
152	говорить о	1	2
153	то это	1	2
154	он был	2	2
155	бы то	4	2
156	в ее	3	2
157	и другие	1	2
158	если в	1	2
159	отличие от	3	2
160	ситуаций и	2	2
161	отнюдь не	8	2
162	и я	1	2
163	в одной	2	2
164	что именно	1	2
165	в действительности	1	2
166	от этого	2	2
167	и хотя	1	2
168	с той	1	2
169	чуть ли	1	2
170	в нашем	2	2
171	ни одна	1	2
172	роль в	1	2
173	и если	1	2
174	что она	1	2
175	не следует	2	2
176	он не	3	2
177	в силу	1	2
