N	4gram	Bakhtin_Pr_2	Myslijsy
1	но тем не менее	1	3
2	в то же время	3	3
3	одной и той же	1	3
4	и в этом смысле	1	3
5	уже с самого начала	1	2
6	дело в том что	1	2
7	одного и того же	1	2
8	но с другой стороны	1	2
9	в том и другом	1	2
10	что входит в его	1	1
11	то есть если бы	1	1
12	свободы и необходимости в	1	1
13	как бы ни были	1	1
14	не только в смысле	1	1
15	и в том что	1	1
16	далекие друг от друга	1	1
17	с точки зрения истории	1	1
18	с другой стороны и	1	1
19	зависит от того как	1	1
20	с самого начала все	1	1
21	то же время не	1	1
22	и в том и	1	1
23	зрения на мир такой	1	1
