N	3gram	Tiupa_Hudo_1	Problema
1	и т д	3	13
2	тем не менее	3	10
3	в том что	6	9
4	то же самое	1	7
5	в связи с	3	7
6	в данном случае	1	7
7	сами по себе	1	6
8	во всяком случае	1	6
9	и в этом	1	6
10	не может быть	2	5
11	потому что он	1	4
12	что же касается	2	4
13	в таком случае	1	4
14	на самом же	1	4
15	в то же	8	4
16	самом же деле	1	4
17	дело здесь не	1	3
18	того или иного	2	3
19	в первую очередь	2	3
20	можно было бы	4	3
21	здесь не в	1	3
22	содержит в себе	1	3
23	в конце концов	1	3
24	имеет ничего общего	1	3
25	как будто бы	1	3
26	не имеет ничего	1	3
27	та или иная	3	3
28	о том что	9	3
29	в том смысле	1	3
30	по себе а	1	3
31	только потому что	2	2
32	в чистом виде	1	2
33	отличаются друг от	1	2
34	о том как	2	2
35	же как и	1	2
36	не имеют никакого	1	2
37	с точки зрения	3	2
38	до сих пор	2	2
39	в отличие от	1	2
40	в чем не	1	2
41	не только в	2	2
42	на первый взгляд	1	2
43	несет на себе	2	2
44	по своему содержанию	1	2
45	этой точки зрения	1	2
46	ничего общего с	1	2
47	ни в чем	1	2
48	на самом деле	1	2
49	едва ли можно	1	2
50	друг от друга	1	2
51	имеют никакого отношения	1	2
52	могло бы быть	1	2
53	но тут же	1	1
54	это могло бы	1	1
55	из поля зрения	1	1
56	обнаруживает себя в	1	1
57	все дело в	1	1
58	более или менее	1	1
59	в том и	1	1
60	что для него	1	1
61	том что он	1	1
62	и то и	1	1
63	есть нечто большее	1	1
64	что он не	2	1
65	в первой главе	3	1
66	в конце первой	1	1
67	того и другого	1	1
68	нечто большее чем	1	1
69	с тем что	1	1
70	перед нами не	1	1
71	с этой точки	1	1
72	является не чем	1	1
73	то и другое	2	1
74	не исчерпывается мы	1	1
75	он вовсе не	1	1
76	как и в	3	1
77	с одной стороны	1	1
78	конце первой главы	1	1
79	потому что оно	1	1
80	но при этом	1	1
81	и потому что	1	1
82	требует для себя	1	1
83	так или иначе	2	1
84	все же не	1	1
85	в литературном произведении	1	1
86	в нем не	1	1
87	еще и потому	1	1
88	как впрочем и	1	1
89	друг друга и	1	1
90	и это не	2	1
91	чем иным как	1	1
92	узком смысле слова	1	1
93	так и в	1	1
94	то что мы	1	1
95	в первом случае	1	1
96	не чем иным	1	1
97	не только не	1	1
98	даже не в	1	1
99	в самом деле	4	1
100	речь идет о	2	1
101	ту или иную	2	1
102	по сути дела	1	1
103	которая может быть	1	1
104	только в том	2	1
105	на то что	2	1
106	относится и к	1	1
107	к тому что	4	1
108	нас в том	1	1
109	формы и содержания	1	1
110	но еще и	1	1
111	точки зрения в	1	1
