N	2gram	Potebnia_M_3	Istorich
1	в сказке	1	44
2	и в	30	28
3	и т	5	25
4	может быть	28	25
5	т д	3	22
6	а не	15	15
7	не может	6	15
8	мы должны	4	13
9	для нас	20	13
10	то же	23	12
11	не только	21	12
12	что в	17	12
13	мы видим	2	11
14	только в	21	11
15	мы не	9	10
16	все же	2	10
17	и что	10	10
18	что он	6	10
19	но и	19	10
20	прежде всего	3	10
21	не в	15	9
22	так и	11	9
23	о том	2	9
24	то что	18	9
25	в том	32	9
26	и не	15	9
27	в этом	10	8
28	но в	1	8
29	что это	4	8
30	таким образом	14	8
31	не всегда	2	8
32	если бы	12	8
33	в ней	8	7
34	здесь мы	1	7
35	это не	1	7
36	еще не	5	7
37	и здесь	1	7
38	что мы	8	7
39	так же	3	7
40	том что	18	7
41	было бы	9	7
42	в этих	1	7
43	а в	12	7
44	в этой	2	6
45	его в	3	6
46	так например	2	6
47	тем не	3	6
48	не менее	5	6
49	к тому	7	6
50	что и	13	6
51	вслед за	3	6
52	так как	13	6
53	с другой	7	6
54	вместе с	12	6
55	когда он	1	6
56	видно что	1	6
57	например в	6	5
58	должна быть	1	5
59	вопрос о	1	5
60	что они	2	5
61	в своем	5	5
62	более или	3	5
63	увидим что	1	5
64	что она	3	5
65	в силу	3	5
66	их в	2	5
67	или менее	3	5
68	не будем	1	5
69	в его	4	5
70	что здесь	1	5
71	но не	7	5
72	в одном	2	5
73	до сих	3	5
74	сих пор	3	5
75	или в	3	5
76	не знает	3	5
77	сказать что	5	5
78	другой стороны	4	5
79	ее в	1	5
80	и даже	2	4
81	и на	3	4
82	одним словом	2	4
83	не то	3	4
84	не все	4	4
85	с этим	6	4
86	все эти	1	4
87	на то	2	4
88	но все	2	4
89	об этом	2	4
90	и с	2	4
91	с тем	7	4
92	как и	10	4
93	даже в	2	4
94	на него	3	4
95	находится в	1	4
96	связи с	2	4
97	здесь не	1	4
98	так в	2	4
99	другими словами	1	4
100	того что	18	4
101	с одной	7	4
102	потому что	46	4
103	так что	7	4
104	мы знаем	1	4
105	к ним	1	4
106	должны будем	3	4
107	превращается в	1	4
108	один из	4	4
109	связь с	3	4
110	одной стороны	3	4
111	могут быть	3	4
112	там где	3	4
113	друг с	1	4
114	все это	4	4
115	это так	1	4
116	но это	6	4
117	но оно	6	4
118	чтобы не	1	3
119	мы здесь	1	3
120	и должен	1	3
121	время как	1	3
122	ему в	2	3
123	то это	6	3
124	не знают	1	3
125	и он	1	3
126	по отношению	5	3
127	так называемая	1	3
128	перед нами	2	3
129	могли бы	1	3
130	к чему	1	3
131	при этом	3	3
132	не как	2	3
133	и по	4	3
134	из них	6	3
135	не с	1	3
136	показывает что	2	3
137	и тогда	3	3
138	во время	2	3
139	нас не	1	3
140	в котором	4	3
141	в их	2	3
142	выше мы	2	3
143	бы быть	2	3
144	что например	3	3
145	по себе	16	3
146	раз и	1	3
147	в то	10	3
148	на котором	2	3
149	того как	4	3
150	с другом	1	3
151	у меня	2	3
152	есть только	5	3
153	же самое	1	3
154	должен быть	1	3
155	как мы	7	3
156	в образе	3	3
157	только через	1	3
158	для этого	1	3
159	или на	2	3
160	связь между	2	3
161	в которую	1	3
162	в какой	2	3
163	во всем	1	3
164	в стороне	1	3
165	должен был	1	3
166	и его	4	3
167	уже не	6	3
168	не можем	3	3
169	если мы	1	3
170	следовало бы	1	3
171	в начале	3	3
172	или даже	1	3
173	силы природы	1	3
174	то время	4	3
175	тем что	7	3
176	в форме	2	3
177	именно в	3	3
178	мы еще	1	3
179	что же	2	3
180	отношению к	5	3
181	точно так	12	3
182	знает как	1	2
183	отношения к	1	2
184	одним из	1	2
185	увидим ниже	1	2
186	мы привели	1	2
187	и потому	4	2
188	и между	4	2
189	воспоминание о	2	2
190	по его	1	2
191	что если	1	2
192	не вполне	1	2
193	в некотором	2	2
194	когда мы	2	2
195	к своему	2	2
196	на них	1	2
197	столь же	4	2
198	бы то	1	2
199	во всех	1	2
200	предположим что	1	2
201	то он	2	2
202	легко может	1	2
203	а только	3	2
204	мы нашли	1	2
205	ответ на	3	2
206	отличие от	1	2
207	когда например	2	2
208	относится к	4	2
209	первый взгляд	1	2
210	как в	10	2
211	и как	5	2
212	в действительности	5	2
213	от этого	2	2
214	в целом	3	2
215	которые в	1	2
216	тоже не	1	2
217	право на	1	2
218	в очень	1	2
219	и тот	2	2
220	в себе	16	2
221	во многих	1	2
222	как он	1	2
223	и если	2	2
224	как оно	1	2
225	в нем	9	2
226	он не	4	2
227	он должен	1	2
228	и вот	1	2
229	том чтобы	2	2
230	ее нельзя	1	2
231	при помощи	1	2
232	и мы	2	2
233	и тем	5	2
234	мы видели	4	2
235	здесь можно	1	2
236	об этой	1	2
237	должно быть	5	2
238	на первый	1	2
239	для него	9	2
240	но если	1	2
241	что такое	2	2
242	в такой	1	2
243	на первых	2	2
244	миф о	1	2
245	бы мы	2	2
246	таких случаях	1	2
247	только для	1	2
248	есть еще	3	2
249	однако в	1	2
250	что этот	1	2
251	где нет	1	2
252	по мере	4	2
253	еще один	1	2
254	в таких	1	2
255	как о	2	2
256	и другое	1	2
257	тогда когда	9	2
258	только из	1	2
259	тому кто	1	2
260	мы этого	1	2
261	можно видеть	5	2
262	развития как	1	2
263	не могут	5	2
264	в области	2	2
265	указывает на	6	2
266	не есть	17	2
267	отказаться от	2	2
268	на это	4	2
269	быть назван	1	2
270	в ее	2	2
271	мысль о	5	2
272	с самого	1	2
273	и когда	1	2
274	должен знать	1	2
275	на нее	1	2
276	за то	1	2
277	ясно что	1	2
278	том как	3	2
279	составные части	1	2
280	с ним	6	2
281	ничего не	1	2
282	случаях как	1	2
283	но мы	2	2
284	этой мысли	2	2
285	там же	6	2
286	нас в	1	2
287	образом мы	1	2
288	отражением в	1	2
289	между тем	9	2
290	первых порах	2	2
291	этому поводу	1	2
292	непосредственно в	1	2
293	даже на	1	2
294	в ту	1	2
295	образов и	2	2
296	тот же	1	2
297	одной из	2	2
298	по этому	1	2
299	себя в	1	2
300	видеть что	2	2
301	то и	6	2
302	ни было	1	2
303	это значение	1	2
304	еще одну	1	2
305	в понятие	1	2
306	здесь же	1	2
307	его и	1	2
308	был бы	2	2
309	заключить что	2	2
310	никто не	3	2
311	пока не	1	2
312	вовсе не	7	2
313	само по	3	2
314	явлений в	1	2
315	со стороны	3	2
316	одном месте	1	2
317	даже не	1	2
318	солнечного света	1	2
319	еще и	1	2
320	а с	2	2
321	один и	1	2
322	что не	8	2
323	на этот	1	2
324	не на	1	2
325	не означает	1	2
326	зависит от	6	2
327	его как	1	2
328	что нельзя	1	2
329	конечно не	1	2
330	как бы	3	2
331	некоторое время	1	2
332	ко мне	1	2
333	не знаем	3	2
334	мере того	3	2
335	нисколько не	1	2
336	не существует	3	2
337	и от	4	2
338	бы в	2	2
339	не дает	2	2
340	между ними	1	2
