N	3gram	Vygotskiy__4	FransuaR
1	мы уже говорили	1	11
2	как мы уже	1	6
3	о том что	10	5
4	то же время	1	5
5	в то же	1	5
6	в самом деле	7	4
7	в средние века	1	4
8	с одной стороны	3	4
9	все то что	11	4
10	в той же	1	4
11	тесно связаны с	1	3
12	до сих пор	3	3
13	вместо того чтобы	2	3
14	сказать что в	2	2
15	никак не может	2	2
16	с точки зрения	4	2
17	прямо сказать что	1	2
18	а также и	1	2
19	во всех этих	2	2
20	жизни и смерти	1	2
21	с другой стороны	2	2
22	таким образом в	2	2
23	то есть в	1	2
24	в том что	12	2
25	по отношению к	1	1
26	с тем и	1	1
27	совершенно иначе чем	1	1
28	есть как бы	1	1
29	как раз на	1	1
30	дело в том	1	1
31	и когда она	1	1
32	и как раз	1	1
33	в которых он	1	1
34	и дает нам	1	1
35	и никак не	1	1
36	о том как	2	1
37	точку зрения на	1	1
38	здесь вовсе не	1	1
39	они свидетельствуют о	1	1
40	именно то что	1	1
41	у нас на	1	1
42	у него в	1	1
43	с ним в	2	1
44	из того что	1	1
45	всех этих событиях	1	1
46	в котором все	2	1
47	все это мы	1	1
48	совершенно ясно что	3	1
49	на этот вопрос	1	1
50	дело только с	1	1
51	никогда не был	1	1
52	со всех сторон	1	1
53	и что это	1	1
54	вместе с тем	2	1
55	только для того	1	1
56	рядом с этим	1	1
57	сам по себе	2	1
58	именно это и	1	1
59	том что даже	1	1
60	только то что	1	1
61	как раз в	4	1
62	в конце концов	3	1
63	смысле этого слова	3	1
64	мы видим что	2	1
65	и в этой	1	1
66	то что он	3	1
67	друг к другу	1	1
68	в целом ряде	1	1
69	мы все время	2	1
70	как бы в	1	1
71	для того чтобы	19	1
72	не может быть	1	1
73	потому что они	1	1
74	самом деле в	1	1
75	и хотя он	1	1
76	если мы будем	2	1
77	его так же	1	1
78	в то время	2	1
79	и даже больше	1	1
80	и самый этот	1	1
81	заключается в том	3	1
82	всего того что	1	1
83	как и всякий	1	1
84	не забудем что	1	1
85	не только в	1	1
86	мы будем говорить	1	1
87	можно сказать что	1	1
88	в нем есть	1	1
89	за то что	3	1
90	в этой же	1	1
91	а с другой	1	1
92	это как бы	1	1
93	и что он	2	1
94	в предисловии к	1	1
95	для правильного понимания	1	1
96	том что он	3	1
97	мы узнаем в	1	1
98	связи с этой	1	1
99	что и в	1	1
