N	2gram	Voloshinov_1	Russkaja
1	не может	13	22
2	и не	16	19
3	в том	4	17
4	в этом	13	17
5	и в	15	14
6	то что	10	13
7	то же	7	11
8	точки зрения	13	11
9	таким образом	21	11
10	в то	6	10
11	же время	5	10
12	но и	4	10
13	в себе	4	9
14	не только	5	9
15	том что	5	9
16	с точки	10	9
17	может быть	13	9
18	во всяком	4	9
19	того чтобы	2	8
20	прежде всего	11	8
21	как на	3	8
22	самом деле	7	7
23	отнюдь не	2	7
24	и с	7	7
25	в данном	3	7
26	к тому	4	7
27	стремление к	2	7
28	о том	1	7
29	самого себя	2	7
30	мы должны	7	7
31	к которой	1	6
32	в своем	2	6
33	и к	7	6
34	в своих	4	6
35	и при	3	6
36	если бы	3	6
37	все это	5	6
38	и для	2	6
39	для того	1	6
40	что он	8	6
41	всяком случае	3	6
42	для всех	2	6
43	для него	5	6
44	на самом	2	6
45	а между	1	5
46	вопрос о	1	5
47	и на	3	5
48	между собой	4	5
49	во всех	8	5
50	на то	1	5
51	в нем	4	5
52	при этом	7	5
53	он не	4	5
54	он должен	2	5
55	было бы	6	5
56	в своей	9	5
57	никогда не	7	5
58	потому что	4	5
59	между тем	2	5
60	а потому	2	5
61	и только	4	5
62	только в	6	5
63	хотя бы	7	5
64	конечно не	3	5
65	или иной	1	5
66	до сих	3	5
67	себя и	3	5
68	по существу	1	5
69	сих пор	3	5
70	а в	6	5
71	жизни в	3	5
72	и то	2	4
73	бы то	1	4
74	но не	5	4
75	себе и	1	4
76	себя в	2	4
77	все же	5	4
78	не в	4	4
79	в этой	5	4
80	в корне	1	4
81	тому чтобы	3	4
82	то ни	1	4
83	в совершенно	2	4
84	что такой	1	4
85	его в	8	4
86	как и	6	4
87	которой он	2	4
88	точку зрения	4	4
89	тогда когда	1	4
90	ли это	1	4
91	от того	3	4
92	не могут	3	4
93	при таких	1	4
94	приводит к	2	4
95	в мире	1	4
96	в его	9	4
97	так как	9	4
98	со стороны	2	4
99	вместе с	4	4
100	что же	4	4
101	как бы	11	4
102	жизни и	5	4
103	что в	6	4
104	к этой	1	4
105	все что	9	4
106	и т	1	3
107	сил и	3	3
108	то в	1	3
109	и этот	1	3
110	в будущем	1	3
111	и ни	1	3
112	еще не	7	3
113	он сам	4	3
114	окажется в	1	3
115	из этих	4	3
116	что они	1	3
117	во что	1	3
118	в самом	6	3
119	что это	3	3
120	главным образом	4	3
121	и по	5	3
122	в другом	1	3
123	для них	3	3
124	о которых	1	3
125	должно быть	2	3
126	всех этих	5	3
127	но если	2	3
128	таким же	1	3
129	мы говорили	1	3
130	знаем что	3	3
131	можно ли	1	3
132	одна из	3	3
133	связи с	1	3
134	в сознании	3	3
135	то это	1	3
136	что оно	2	3
137	что все	5	3
138	данном случае	3	3
139	ни стало	1	3
140	что может	3	3
141	для этого	4	3
