N	3gram	Bakhtin_Pr_1	Vladivir
1	в том что	6	9
2	во всяком случае	3	6
3	в то время	1	6
4	что же касается	1	5
5	по крайней мере	1	4
6	дело в том	1	3
7	более или менее	1	3
8	с точки зрения	13	3
9	в то же	9	3
10	точно так же	1	3
11	не в том	1	3
12	в конце концов	5	3
13	у него в	1	3
14	то же время	9	3
15	о том что	1	3
16	хотя и не	1	2
17	в настоящее время	1	2
18	том что он	4	2
19	и до конца	2	2
20	нам кажется что	1	2
21	как мы сказали	1	2
22	можно было бы	2	2
23	кроме того и	1	2
24	в данном случае	2	2
25	не только в	2	2
26	и на его	1	2
27	начала и до	2	2
28	в свою очередь	1	2
29	а в том	1	2
30	само по себе	3	2
31	заключается в том	1	2
32	с начала и	2	2
33	как мы видели	1	2
34	во что бы	1	1
35	мы его не	1	1
36	в этом не	1	1
37	он все же	1	1
38	то ни стало	1	1
39	оно может быть	2	1
40	и во всяком	1	1
41	и в частности	1	1
42	он не только	1	1
43	в этом случае	1	1
44	в своей работе	1	1
45	и для него	1	1
46	он не может	1	1
47	как раз и	3	1
48	они не могут	1	1
49	тот же самый	1	1
50	до сих пор	2	1
51	и в то	2	1
52	на минуту не	1	1
53	в этой статье	1	1
54	зрения с которой	1	1
55	бы то ни	2	1
56	не было бы	1	1
57	только то что	2	1
58	в этом отношении	3	1
59	то что в	1	1
60	что в нем	1	1
61	на этот вопрос	1	1
62	почти никогда не	1	1
63	есть а как	1	1
64	может быть и	1	1
65	что бы то	1	1
66	до известной степени	1	1
67	его личности и	1	1
68	для него самого	2	1
69	однако в этой	1	1
70	но в то	5	1
71	впервые появилась в	1	1
72	в высшей степени	1	1
73	с ним не	1	1
74	ни на минуту	1	1
75	то время как	1	1
76	не только как	1	1
77	с ним и	2	1
78	к той же	1	1
79	со всякого рода	1	1
80	ни в какие	1	1
81	и наконец в	1	1
82	не может быть	4	1
83	что же это	1	1
84	по себе не	1	1
85	то что я	1	1
86	в той же	2	1
87	как будто и	1	1
88	по себе как	1	1
89	раз и навсегда	1	1
90	но только в	1	1
91	того что он	1	1
92	с самого начала	1	1
93	не дал ему	1	1
94	в самом деле	2	1
95	после которого я	1	1
96	но все же	2	1
97	же это за	1	1
98	можно сказать что	1	1
99	нужно сказать что	1	1
100	точка зрения с	1	1
101	в этом смысле	10	1
102	может быть самым	1	1
103	уже не только	1	1
104	как мы уже	1	1
105	но это не	2	1
106	конечно не в	1	1
107	это не только	1	1
108	в его сознании	1	1
109	и в нем	1	1
110	находим у достоевского	1	1
111	для того чтобы	1	1
112	в себе в	1	1
113	и т д	1	1
