N	3gram	Tiupa_Anal_1	StatiiOP
1	в том что	9	16
2	о том что	3	11
3	в этом отношении	2	9
4	том что он	2	5
5	до сих пор	1	5
6	вместе с тем	1	5
7	для того чтобы	3	5
8	к тому что	1	5
9	и т п	3	3
10	обращает на себя	1	3
11	с другой стороны	2	3
12	во всяком случае	1	3
13	на себя внимание	1	2
14	в том же	1	2
15	с точки зрения	4	2
16	сами по себе	2	2
17	в отличие от	6	2
18	бы то ни	3	2
19	то ни было	3	2
20	в самом тексте	1	2
21	не столько в	1	2
22	не в том	3	2
23	мере в какой	2	2
24	более или менее	1	2
25	в самом деле	2	2
26	той мере в	2	2
27	вне всякого сомнения	1	2
28	в той мере	2	2
29	или лучше сказать	1	2
30	к тому же	4	2
31	да и в	1	1
32	по его выражению	1	1
33	произведение не только	1	1
34	не говоря уже	1	1
35	в этом смысле	1	1
36	что же касается	1	1
37	а в начале	1	1
38	такое отношение к	1	1
39	между тем в	1	1
40	по возвращении в	1	1
41	он не должен	1	1
42	сам по себе	1	1
43	в той же	1	1
44	не следует однако	1	1
45	виде в каком	1	1
46	говоря уже о	1	1
47	именно в этом	2	1
48	в зависимости от	1	1
49	одно и то	1	1
50	ставит себе целью	1	1
51	его выражению не	1	1
52	в данном случае	2	1
53	в какой он	1	1
54	и то же	1	1
55	в известном смысле	1	1
56	сколько в том	1	1
57	и вместе с	1	1
58	одни и те	1	1
59	в связи с	1	1
60	истинный смысл этого	1	1
61	я не могу	1	1
62	и эти два	1	1
63	в свое время	2	1
64	на вопрос о	1	1
65	с легкой руки	2	1
66	по отношению к	5	1
67	и на все	1	1
68	то же время	6	1
69	уже потому что	1	1
70	в том чтобы	7	1
71	в свою очередь	1	1
72	только в его	1	1
73	оно не является	1	1
74	в сущности говоря	1	1
75	и те же	1	1
76	в то же	8	1
77	в том числе	3	1
78	дело не в	1	1
79	а затем уже	1	1
