N	3gram	Bakhtin_Fr_7	Tragedij
1	то же время	9	5
2	в то же	9	5
3	так и в	3	3
4	в данном случае	1	2
5	но в то	3	2
6	в году в	1	2
7	не в силах	1	2
8	о том что	1	2
9	и в самом	1	2
10	в том что	3	2
11	как и его	1	1
12	в этом мире	1	1
13	а на другой	1	1
14	в период создания	1	1
15	потому что сам	1	1
16	и до конца	2	1
17	можно было слышать	1	1
18	имеет в виду	1	1
19	сам по себе	1	1
20	в той же	1	1
21	за то что	3	1
22	что все это	1	1
23	в известной мере	1	1
24	в этом романе	1	1
25	в применении к	1	1
26	во всяком случае	1	1
27	в конце концов	4	1
28	в чем же	1	1
29	и в этом	1	1
30	начала и до	2	1
31	в связи с	1	1
32	что я не	1	1
33	все эти образы	1	1
34	как и все	1	1
35	это и есть	1	1
36	в одном из	1	1
37	с самого начала	1	1
38	с начала и	2	1
39	в последней главе	3	1
40	после того как	4	1
41	рассказывает о своих	1	1
42	как и в	2	1
