N	2gram	Tiupa_Lite_3	Hudozhes
1	в мире	16	23
2	в качестве	5	19
3	то есть	5	18
4	состоит в	6	16
5	и не	22	16
6	не только	14	15
7	и в	16	15
8	в том	12	15
9	тогда как	17	13
10	может быть	12	13
11	в частности	11	13
12	при этом	15	12
13	и его	6	12
14	а в	5	12
15	но не	4	11
16	в этом	14	11
17	в себе	6	11
18	я в	7	11
19	эстетического отношения	2	11
20	то же	9	10
21	по отношению	4	10
22	представляет собой	2	10
23	как бы	8	10
24	так и	9	10
25	а не	12	10
26	отношению к	4	10
27	но и	14	10
28	такого рода	10	9
29	литературного произведения	1	9
30	точки зрения	7	9
31	в его	6	9
32	в рамках	4	8
33	своего рода	10	8
34	произведение искусства	6	8
35	себя в	7	8
36	присутствия в	6	8
37	я и	10	7
38	отличие от	5	7
39	но в	3	7
40	в принципе	2	7
41	в отличие	5	7
42	в то	9	7
43	или иной	2	7
44	с другой	6	7
45	в искусстве	1	7
46	с его	6	6
47	отношение к	2	6
48	том что	8	6
49	не в	10	6
50	в основе	5	6
51	же время	7	6
52	по своей	3	6
53	в ее	5	6
54	в тексте	4	6
55	не может	8	6
56	что в	2	6
57	в их	1	5
58	более или	1	5
59	в самом	3	5
60	то что	12	5
61	художественного творчества	2	5
62	тем самым	7	5
63	коммуникативного события	5	5
64	той или	2	5
65	с ее	3	5
66	по сути	1	5
67	можно сказать	2	5
68	а также	4	5
69	того что	9	5
70	и одновременно	2	5
71	только в	7	5
72	уже не	3	5
73	и т.п	6	5
74	другой стороны	2	5
75	или менее	1	5
76	я с	3	5
77	в нем	2	5
78	героя и	1	5
79	отношения к	3	4
80	и то	1	4
81	место в	4	4
82	говорить о	1	4
83	жизни как	2	4
84	еще не	6	4
85	хотя и	4	4
86	сознания в	1	4
87	и как	3	4
88	он не	1	4
89	в другом	6	4
90	самим собой	3	4
91	и тем	3	4
92	в слове	3	4
93	в этих	1	4
94	в ходе	1	4
95	в своей	7	4
96	не столько	1	4
97	относительно его	1	4
98	эстетических отношений	1	4
99	лирический герой	5	4
100	эстетический объект	3	4
101	личности в	3	4
102	эстетического объекта	6	4
103	говоря словами	3	4
104	знакового материала	1	4
105	и т.д	1	4
106	входит в	4	4
107	между тем	3	4
108	аналогичным образом	1	4
109	искусства в	1	4
110	художественного восприятия	1	4
111	для него	2	4
112	со стороны	7	4
113	художественного сознания	1	4
114	прежде всего	3	4
115	а на	2	4
116	не знает	2	4
117	произведения искусства	1	4
118	как это	3	4
119	например в	3	4
120	к тому	6	4
121	особого рода	5	4
122	сказать что	1	4
123	художественного произведения	2	3
124	того же	2	3
125	перед лицом	4	3
126	и ее	2	3
127	в целом	5	3
128	в виду	1	3
129	как правило	1	3
130	конечном счете	1	3
