N	3gram	Vinokur_Ku_1	Literetu
1	то же время	2	7
2	в то же	2	7
3	в этом отношении	5	5
4	в отличие от	1	5
5	по отношению к	8	4
6	не говоря уже	1	4
7	с одной стороны	1	4
8	о том что	5	4
9	в том что	15	4
10	в соответствии с	3	3
11	с точки зрения	9	3
12	тогда как в	1	3
13	не может быть	3	3
14	как например в	1	2
15	состоит в том	3	2
16	в самом деле	7	2
17	потому что не	2	2
18	берет на себя	1	2
19	в целом и	2	2
20	в том чтобы	8	2
21	не только в	1	2
22	по большей части	2	2
23	так или иначе	2	2
24	с другой стороны	6	2
25	однако не в	1	2
26	и вместе с	1	2
27	и тем самым	1	2
28	и в самом	2	2
29	той или иной	1	2
30	на то что	2	2
31	но уже и	1	1
32	говоря уже об	1	1
33	это уже не	1	1
34	что иное как	1	1
35	на самом деле	2	1
36	одно из самых	1	1
37	о том как	3	1
38	так и не	1	1
39	имеется в виду	1	1
40	и там где	1	1
41	друг от друга	1	1
42	только в том	3	1
43	хотя бы и	2	1
44	вместе с тем	3	1
45	в первую очередь	2	1
46	при этом в	1	1
47	в себе и	1	1
48	по аналогии с	1	1
49	и т п	18	1
50	а то и	1	1
51	которые могли бы	1	1
52	едва ли не	1	1
53	не что иное	1	1
54	на мой взгляд	2	1
55	в связи с	3	1
56	исходит из того	1	1
57	лишь тогда когда	1	1
58	но и с	1	1
59	далеко еще не	1	1
60	для того чтобы	15	1
61	на его пути	1	1
62	между тем как	1	1
63	что несмотря на	1	1
64	и в стихах	1	1
65	этой точки зрения	2	1
66	более или менее	3	1
67	по существу это	1	1
68	все же остается	1	1
69	в свою очередь	3	1
70	содержат в себе	1	1
71	ничего общего с	1	1
72	в противовес этому	1	1
73	с этой точки	1	1
74	сознания а не	1	1
75	к тому что	2	1
76	в истории русской	1	1
77	тем не менее	4	1
78	о чем свидетельствуют	1	1
79	но еще и	1	1
80	в сочетании с	1	1
