1	в том что	8	15
2	до сих пор	1	8
3	с точки зрения	11	8
4	на то что	1	7
5	для того чтобы	2	7
6	более или менее	2	7
7	на самом деле	3	7
8	по сравнению с	1	5
9	к тому же	2	5
10	мы говорили выше	1	5
11	начало и конец	1	4
12	тем не менее	10	4
13	в конце концов	1	4
14	в этой области	1	4
15	то ясно что	1	4
16	с другой стороны	6	4
17	о том что	3	4
18	нечего и говорить	1	3
19	и то что	1	3
20	в связи с	3	3
21	так же как	1	3
22	в данном случае	5	3
23	чтобы все эти	1	2
24	именно потому что	1	2
25	то ни было	1	2
26	том что он	1	2
27	но так как	1	2
28	на себе отпечаток	1	2
29	друг к другу	1	2
30	и может быть	1	2
31	во всяком случае	4	2
32	что же касается	1	2
33	в то же	2	2
34	в том виде	2	2
35	принять во внимание	1	2
36	с одной стороны	1	2
37	в свою очередь	1	2
38	в то время	2	2
39	бы то ни	1	2
40	в настоящее время	1	2
41	но все же	1	2
42	вместе с тем	3	2
43	как и в	1	2
44	ничего общего с	2	2
45	заключается в том	2	2
46	только то что	1	2
47	но и его	1	1
48	если бы тот	1	1
49	говоря уже о	1	1
50	в том числе	1	1
51	на первый взгляд	1	1
52	и все они	2	1
53	только в том	3	1
54	тот или иной	2	1
55	дело в том	1	1
56	и не может	1	1
57	к тому что	1	1
58	никак не может	1	1
59	с самого начала	1	1
60	то ведь и	1	1
61	не тем что	1	1
62	и в сознании	1	1
63	в зависимости от	3	1
64	совершенно ясно что	1	1
65	то же самое	6	1
66	и не очень	1	1
67	в других областях	1	1
68	одно и то	1	1
69	во всем этом	1	1
70	хотя и не	2	1
71	сливаются в одно	1	1
72	что в данном	2	1
73	говорили выше что	1	1
74	в другом случае	2	1
75	можно было бы	4	1
76	только в истории	1	1
77	бороться с этим	1	1
78	да и самих	1	1
79	но именно в	1	1
80	с этой точки	1	1
81	то же отношение	1	1
82	в чистом виде	2	1
83	то время как	2	1
84	тут-то и возникает	1	1
85	по этому поводу	1	1
86	а следовательно и	1	1
87	несмотря на всю	1	1
88	не говоря уже	2	1
89	том что они	1	1
90	все эти черты	1	1
91	и с точки	3	1
92	том числе и	1	1
93	не в том	1	1
94	несмотря на все	1	1
95	сильнее чем в	1	1
96	а может быть	1	1
97	не менее в	1	1
98	точно так же	3	1
99	это было бы	1	1
100	также и то	1	1
101	и в нашем	1	1
102	о котором мы	1	1
103	этой точки зрения	1	1
104	еще далеко не	1	1
105	в том или	2	1
106	а в том	1	1
107	то есть в	6	1
108	разобраться в том	1	1
109	мы сказали выше	1	1
110	или лучше сказать	1	1
111	он тоже будет	1	1
112	мы не знаем	1	1
113	в себе и	2	1
114	еще не вполне	1	1
115	они вовсе не	1	1
116	мы только что	1	1
117	бы все это	1	1
118	по крайней мере	6	1
119	не говорить о	1	1
120	для этого необходимо	1	1
121	мы можем не	1	1
122	иметь в виду	1	1
123	если бы все	1	1
124	нет ничего общего	2	1
125	том виде как	2	1
126	вот тут-то и	1	1
127	к ней и	1	1
128	не только не	4	1
129	свидетельствует о том	1	1
130	за то что	1	1
