N	2gram	Tiupa_Hudo_1	KulturaY
1	в том	18	30
2	и в	19	24
3	потому что	3	23
4	том что	8	21
5	что в	6	17
6	того чтобы	2	17
7	для того	2	16
8	было бы	1	15
9	и пр	1	15
10	в этом	11	14
11	точки зрения	10	14
12	может быть	14	13
13	таким образом	3	12
14	языка в	4	12
15	и не	15	12
16	в его	9	12
17	не в	7	11
18	только в	5	11
19	в самом	5	10
20	не только	16	10
21	в силу	1	10
22	у нас	1	10
23	вовсе не	2	10
24	русского языка	1	9
25	с точки	3	9
26	так как	1	9
27	если бы	3	9
28	о том	2	9
29	того что	4	9
30	отношению к	9	9
31	прежде всего	4	9
32	то что	4	9
33	а только	4	8
34	по отношению	9	8
35	уже не	4	8
36	то же	10	8
37	тем что	1	8
38	как раз	3	8
39	а не	9	8
40	не может	7	7
41	это не	2	7
42	в них	2	7
43	не менее	3	7
44	связи с	1	7
45	в области	6	7
46	так и	11	7
47	бы в	1	7
48	в качестве	24	7
49	с другой	7	7
50	как бы	9	7
51	вместе с	1	7
52	мере в	1	6
53	мы имеем	6	6
54	в которой	2	6
55	все эти	2	6
56	при этом	13	6
57	не случайно	3	6
58	что он	3	6
59	в какой	2	6
60	но и	10	6
61	именно в	2	6
62	все это	2	6
63	другой стороны	5	6
64	что такое	1	6
65	например в	3	5
66	еще не	3	5
67	но не	11	5
68	что это	1	5
69	рядом с	1	5
70	по крайней	1	5
71	и его	12	5
72	к тому	4	5
73	в виду	5	5
74	к языку	1	5
75	с ним	2	5
76	и что	3	5
77	между тем	4	5
78	крайней мере	1	5
79	еще и	1	5
80	что не	1	5
81	в той	3	5
82	той мере	1	5
83	в результате	1	5
84	а в	12	5
85	речи и	3	5
86	того же	2	4
87	это и	1	4
88	и на	2	4
89	с его	6	4
90	что они	1	4
91	в рамках	8	4
92	как в	2	4
93	в целом	3	4
94	из этих	3	4
95	роль в	1	4
96	на то	1	4
97	в нем	5	4
98	русском языке	1	4
99	того или	3	4
100	в данном	4	4
101	тем не	3	4
102	тем самым	4	4
103	в таких	1	4
104	на язык	1	4
105	иными словами	1	4
106	в русском	1	4
107	и является	1	4
108	в пределах	3	4
109	не на	3	4
110	в самой	2	4
111	внимание на	1	4
112	что и	2	4
113	с ними	1	4
114	должен быть	1	4
115	так что	1	4
116	есть в	2	4
117	не есть	1	4
118	речь в	1	4
119	из них	1	4
120	со стороны	2	4
121	в частности	13	4
122	и потому	2	4
123	слова и	2	4
124	один из	2	4
125	же в	1	4
126	в этих	3	4
127	так же	2	4
128	и то	4	3
129	в первом	1	3
130	в котором	1	3
131	той же	1	3
132	в сущности	1	3
133	в истории	1	3
134	в связи	1	3
135	в своем	2	3
136	хотя и	3	3
137	более или	5	3
138	в этой	2	3
139	с их	2	3
140	в себе	9	3
141	на его	1	3
142	через посредство	1	3
143	состоит в	16	3
144	что она	2	3
145	и может	1	3
146	соответствии с	1	3
147	должно быть	1	3
148	или менее	5	3
149	в их	5	3
150	даже в	3	3
151	тому что	2	3
152	казалось бы	1	3
153	только и	1	3
