N	3gram	Vygotskiy__2	Literetu
1	в том что	17	11
2	состоит в том	2	5
3	в отличие от	1	5
4	то же время	2	5
5	в то же	2	5
6	в данном случае	4	4
7	в связи с	1	4
8	в конечном счете	3	4
9	по аналогии с	1	3
10	с этой точки	1	3
11	этой точки зрения	2	3
12	при этом как	2	3
13	может быть это	1	3
14	подобно тому как	2	2
15	с точки зрения	10	2
16	только в том	4	2
17	в этом отношении	5	2
18	и то что	2	2
19	не менее важным	1	2
20	с одной стороны	1	2
21	но при этом	1	2
22	во всяком случае	2	2
23	о том что	4	2
24	и тем самым	1	2
25	тем не менее	4	2
26	не в состоянии	1	1
27	том что при	1	1
28	литературного произведения как	1	1
29	только потому что	2	1
30	онегина и татьяны	1	1
31	мы никогда не	1	1
32	в русской поэзии	1	1
33	на самом деле	5	1
34	на то что	6	1
35	том что он	3	1
36	художественное произведение обретает	1	1
37	следующим образом если	1	1
38	в зависимости от	1	1
39	в первой главе	1	1
40	бы то ни	2	1
41	лишь тогда когда	1	1
42	несмотря на свою	1	1
43	можно было бы	4	1
44	произведения искусства с	1	1
45	по крайней мере	1	1
46	по этому поводу	1	1
47	того что они	1	1
48	жизни и в	1	1
49	с той же	1	1
50	хотя бы потому	1	1
51	и в частности	1	1
52	душевной жизни с	1	1
53	а не только	1	1
54	в самом деле	11	1
55	в отношении к	3	1
56	сам того не	1	1
57	в произведении искусства	1	1
58	с тем же	1	1
59	по тому же	1	1
60	искусства с точки	1	1
61	а с другой	1	1
62	что он сам	1	1
63	а не как	1	1
64	все более и	2	1
65	тех пор пока	1	1
66	а потому и	1	1
67	в этом и	1	1
68	как объект как	1	1
69	с другой стороны	2	1
70	тем что в	1	1
71	не может быть	8	1
72	едва ли не	1	1
73	как в данном	1	1
74	только то что	1	1
75	ничего общего с	1	1
76	потому что сами	1	1
77	к действительности не	1	1
78	до тех пор	1	1
79	нет ничего кроме	1	1
80	в свою очередь	2	1
81	и того же	1	1
82	до сих пор	5	1
83	с самого начала	1	1
84	не только на	1	1
85	в капитанской дочке	1	1
86	более и более	2	1
87	то ни было	1	1
88	является продолжением и	1	1
89	одного и того	1	1
90	может и не	1	1
91	то есть от	1	1
92	той же природы	1	1
93	бы не было	1	1
94	свое собственное отражение	1	1
