N	3gram	Bakhtin_Pr_3	EvropaiE
1	с точки зрения	2	16
2	в то же	5	15
3	то же время	5	14
4	и в то	2	8
5	в том что	3	6
6	той или иной	1	4
7	в той или	1	3
8	в этом смысле	1	3
9	в этом отношении	1	3
10	можно было бы	1	3
11	в применении к	1	3
12	во всяком случае	1	3
13	во всех случаях	1	3
14	и прежде всего	5	3
15	можно сказать что	4	3
16	нужно заметить что	1	2
17	или хотя бы	1	2
18	сказать что в	1	2
19	прежде всего в	1	2
20	но в то	1	2
21	по сравнению с	4	2
22	так и в	2	2
23	с другой стороны	1	2
24	не может быть	1	2
25	и все другие	1	2
26	мы можем сказать	1	2
27	друг от друга	1	2
28	в большинстве случаев	4	2
29	xviii и xix	2	2
30	как и его	1	1
31	хотя и не	1	1
32	следует отметить что	1	1
33	весьма вероятно что	1	1
34	и отчасти к	1	1
35	более или менее	3	1
36	большей или меньшей	3	1
37	также и в	1	1
38	которые по своему	1	1
39	но и во	1	1
40	в соответствии с	2	1
41	наше внимание на	1	1
42	в нем и	1	1
43	в одной из	1	1
44	и во многих	1	1
45	в эту эпоху	1	1
46	в отличие от	1	1
47	но и в	1	1
48	в своей совокупности	1	1
49	том числе и	10	1
50	и для того	1	1
51	мы говорили в	1	1
52	может быть и	2	1
53	мы находим у	1	1
54	это один из	1	1
55	в их совокупности	1	1
56	значит ли это	1	1
57	но в процессе	1	1
58	и тот же	1	1
59	смысле этого слова	1	1
60	а также и	3	1
61	и связанной с	1	1
62	принадлежат к числу	1	1
63	в большей или	2	1
64	или меньшей степени	2	1
65	в связи с	1	1
66	так и для	1	1
67	друг к другу	1	1
68	богатство и разнообразие	1	1
69	но если и	1	1
70	мы видели что	2	1
71	каждого из них	1	1
72	один и тот	1	1
73	то есть в	2	1
74	и тем самым	1	1
75	можем сказать что	1	1
76	и тем более	1	1
77	именно потому что	1	1
78	ли это что	1	1
79	в том числе	11	1
80	тех или иных	1	1
81	отметить что в	1	1
82	и в другие	1	1
