N	2gram	Bakhtin_Pr_4	VelikijI
1	и не	27	20
2	и в	46	16
3	так как	5	9
4	то что	4	9
5	еще не	7	8
6	а не	11	7
7	и потому	1	7
8	человека и	3	6
9	не есть	1	6
10	на себя	4	5
11	но и	12	5
12	хотя и	6	5
13	в мире	3	5
14	все это	6	5
15	как бы	19	5
16	ты не	1	5
17	и есть	1	4
18	в его	9	4
19	в этом	16	4
20	что он	6	4
21	потому что	4	4
22	в нем	17	4
23	так и	4	4
24	что все	1	4
25	что не	1	4
26	как и	12	4
27	что мы	2	4
28	в котором	5	4
29	в ней	1	4
30	и все	9	4
31	все что	2	4
32	от этого	2	3
33	и что	3	3
34	должна быть	2	3
35	людей он	1	3
36	хотя бы	2	3
37	то это	3	3
38	как не	1	3
39	лишь в	2	3
40	с его	5	3
41	во всех	5	3
42	что и	3	3
43	в том	9	3
44	но в	6	3
45	бы и	2	3
46	все эти	4	3
47	и они	2	3
48	они в	1	3
49	в конце	3	3
50	их в	3	3
51	в своей	3	3
52	и мы	1	3
53	в жизни	5	3
54	ни в	6	3
55	в них	1	3
56	не было	2	3
57	должно быть	4	3
58	в этих	4	3
59	нет ничего	1	3
60	что я	6	3
61	не в	10	3
62	любовь к	4	3
63	тому что	1	3
64	этих трех	2	3
65	но это	6	3
66	никогда не	6	3
67	личности и	1	3
68	превращается в	4	3
69	и для	3	3
70	к тому	2	3
71	жизни и	5	3
72	что в	4	3
73	людей в	2	3
74	а между	2	2
75	и это	3	2
76	того чтобы	1	2
77	и то	1	2
78	от своей	1	2
79	и сам	5	2
80	можно было	2	2
81	мы не	4	2
82	в последнем	1	2
83	с ним	2	2
84	вместо того	1	2
85	мы это	1	2
86	их жизнь	1	2
87	и во	3	2
88	между тем	2	2
89	ивана карамазова	1	2
90	нет и	2	2
91	не с	1	2
92	его к	2	2
93	духа и	1	2
94	только в	6	2
95	в себя	4	2
96	конечно не	8	2
97	уже не	4	2
98	не только	14	2
99	его и	1	2
100	для него	2	2
101	не к	3	2
102	не могли	2	2
103	тем что	3	2
104	на том	2	2
105	мы слышим	4	2
106	это не	5	2
107	а с	1	2
108	прежде всего	9	2
109	все равно	2	2
110	мы и	3	2
111	один из	1	2
112	и тогда	1	2
113	не могут	3	2
114	является в	1	2
115	которой они	1	2
116	что было	1	2
117	да и	4	2
118	одна из	2	2
119	что их	1	2
