N	3gram	Voloshinov_1	Myslijsy
1	более или менее	1	8
2	в том что	1	7
3	и того же	1	6
4	в свою очередь	4	6
5	одного и того	1	6
6	по крайней мере	1	5
7	тем не менее	1	5
8	до сих пор	1	4
9	не было бы	2	4
10	заключает в себе	4	4
11	что мы называем	3	3
12	смысле этого слова	2	3
13	по себе не	1	3
14	мы не можем	1	3
15	то все же	1	2
16	и в жизни	1	2
17	на самом деле	3	2
18	не может обойтись	1	2
19	о которой мы	1	2
20	и во всех	1	2
21	одно и то	3	2
22	только потому что	2	2
23	то что мы	4	2
24	с другой стороны	1	2
25	для того чтобы	7	2
26	то же время	7	2
27	само по себе	1	2
28	не может быть	2	2
29	с самого начала	4	2
30	в то же	9	2
31	и то же	3	2
32	только тогда когда	1	2
33	дает нам возможность	1	1
34	сих пор говоря	1	1
35	важную роль и	1	1
36	только в этих	1	1
37	того времени когда	1	1
38	бы не в	1	1
39	представим себе что	1	1
40	если б мы	1	1
41	в нашем сознании	1	1
42	одном и том	1	1
43	прежде всего на	1	1
44	и той же	2	1
45	может обойтись без	1	1
46	не только о	1	1
47	мы должны принять	1	1
48	но даже и	1	1
49	то есть к	1	1
50	у нас есть	1	1
51	языка и не	1	1
52	себе не может	1	1
53	в одно мгновение	1	1
54	на две группы	1	1
55	но этого еще	1	1
56	нетрудно заметить что	1	1
57	а не наоборот	1	1
58	в собственном смысле	1	1
59	при этом не	1	1
60	и не может	1	1
61	не наоборот то	1	1
62	вместе с тем	2	1
63	этого еще мало	1	1
64	в одном и	1	1
65	мы легко заметим	1	1
66	можно заметить что	1	1
67	так а не	1	1
68	что мы не	1	1
69	пространство и время	1	1
70	как и в	1	1
71	краска на лице	1	1
72	правда мы можем	1	1
73	мы не знаем	2	1
74	и том же	1	1
75	по сравнению с	1	1
76	между тем в	1	1
77	к которому мы	1	1
78	но главным образом	1	1
79	пор говоря о	1	1
80	не связанных между	1	1
81	в связи с	2	1
82	внутренней и внешней	3	1
83	но не только	1	1
84	при этом мы	1	1
85	мы будем называть	1	1
86	не только на	1	1
87	тем самым не	1	1
88	на вопрос о	1	1
89	не менее и	1	1
90	которое может быть	3	1
91	в самом звуке	1	1
92	и как бы	1	1
93	с точкой зрения	1	1
94	даже и в	1	1
95	в этом случае	3	1
96	он в то	1	1
97	о том что	2	1
98	и тем самым	3	1
99	а не иначе	1	1
100	вопрос о том	1	1
101	но все эти	1	1
102	мысль о том	1	1
103	распадаются на две	1	1
104	но все же	2	1
105	не может прийти	1	1
106	в большинстве случаев	1	1
107	это как бы	1	1
108	может быть так	1	1
109	одной и той	2	1
110	мы легко можем	1	1
111	до того неизвестные	1	1
112	и в этом	1	1
113	что у нас	2	1
114	в душе человека	1	1
115	за порогом сознания	1	1
116	ничем не связанных	1	1
117	мы видели что	2	1
