N	3gram	Propp_Isto_5	NovoeSre
1	не может быть	3	4
2	подобно тому как	1	3
3	он не может	2	2
4	большую роль в	1	2
5	вместе с тем	6	2
6	так же как	3	2
7	с одной стороны	7	2
8	с другой стороны	8	2
9	все эти формы	1	2
10	вопрос о том	1	2
11	я думаю что	1	1
12	но это уже	1	1
13	а не в	1	1
14	то время как	1	1
15	в истории не	1	1
16	в том числе	1	1
17	играют большую роль	1	1
18	же как и	2	1
19	не имеют никакого	1	1
20	до сих пор	2	1
21	смысле в каком	1	1
22	в зависимости от	1	1
23	в отличие от	1	1
24	в свою противоположность	2	1
25	есть и другая	1	1
26	наряду с этим	2	1
27	но и в	2	1
28	но наряду с	1	1
29	том числе и	1	1
30	быть отнесены к	1	1
31	том смысле в	1	1
32	в том чтобы	2	1
33	не только в	2	1
34	и потому что	1	1
35	не в том	1	1
36	то что он	1	1
37	во всяком случае	1	1
38	о том что	4	1
39	в то время	1	1
40	и вместе с	2	1
41	в социальной жизни	1	1
42	это тем что	1	1
43	это значит что	2	1
44	совершенно так же	1	1
45	в том смысле	1	1
46	в том что	2	1
47	должен быть признан	1	1
48	как и в	2	1
