N	2gram	Vygotskiy__3	Dialekti
1	не есть	3	47
2	и не	10	30
3	может быть	13	20
4	не только	6	19
5	и в	25	19
6	по себе	7	18
7	а не	1	16
8	в себе	2	15
9	что она	5	14
10	потому что	6	14
11	то что	15	14
12	в том	23	14
13	так как	12	14
14	и даже	1	14
15	как бы	10	14
16	вовсе не	1	13
17	то же	2	12
18	точки зрения	6	12
19	не просто	1	12
20	но и	4	12
21	значит что	4	12
22	и все	4	12
23	и как	5	10
24	что это	5	10
25	в нем	2	10
26	ни в	9	10
27	как и	15	10
28	том что	20	10
29	сказать что	4	10
30	так и	5	10
31	никогда не	4	9
32	не может	6	9
33	мы уже	5	8
34	в этом	14	8
35	в своей	2	8
36	с точки	1	8
37	не в	6	8
38	есть нечто	1	8
39	прежде всего	4	8
40	это значит	4	8
41	и то	2	7
42	есть не	1	7
43	время как	4	7
44	сама по	1	7
45	так что	2	7
46	и к	5	7
47	должно быть	2	7
48	как это	7	7
49	но что	1	7
50	но это	5	7
51	что в	17	7
52	но не	6	6
53	что они	10	6
54	отнюдь не	4	6
55	тогда когда	4	6
56	в то	4	6
57	и вообще	1	6
58	что он	6	6
59	не потому	1	6
60	что не	1	6
61	того что	10	6
62	да и	1	6
63	и может	2	6
64	есть и	2	6
65	и потому	2	5
66	и это	4	5
67	в силу	6	5
68	все равно	1	5
69	и его	2	5
70	и с	1	5
71	в виду	1	5
72	о том	5	5
73	и что	10	5
74	но как	3	5
75	что и	10	5
76	тела и	1	5
77	с другой	6	5
78	не обязательно	1	5
79	а именно	1	5
80	по своему	11	5
81	в смысле	4	5
82	как раз	1	5
83	только что	2	5
84	в самом	3	5
85	только в	10	5
86	еще не	4	4
87	за пределы	1	4
88	независимо от	4	4
89	в своем	4	4
90	все же	6	4
91	та же	1	4
92	как он	3	4
93	при этом	5	4
94	он не	4	4
95	и по	5	4
96	таким образом	17	4
97	заключается в	9	4
98	нисколько не	1	4
99	вещи в	1	4
100	в одном	2	4
101	все это	6	4
102	с ним	4	4
103	по своей	7	4
104	связи с	9	4
105	в таком	2	4
106	в каком	2	4
107	не могут	4	4
108	что оно	4	4
109	той или	2	4
110	без всякого	1	4
111	в ее	1	4
112	ясно что	2	4
113	в другом	1	4
114	может не	1	4
115	и только	2	4
116	вопрос об	2	4
117	без этого	2	4
118	уже в	7	4
119	одно из	1	4
120	то время	4	4
121	от того	4	4
122	в связи	6	4
123	могут быть	5	4
124	хотя бы	1	4
125	а в	4	4
126	другой стороны	3	4
127	по одному	1	4
128	же как	6	3
129	сам по	1	3
130	как мы	8	3
131	вопрос о	1	3
132	что иное	1	3
133	иное как	1	3
134	в чем	2	3
135	а только	1	3
136	в этой	5	3
137	с этим	4	3
138	кроме того	1	3
139	от этого	6	3
140	себе как	1	3
141	всех этих	2	3
142	же не	1	3
143	об этом	2	3
144	и почти	1	3
145	его в	3	3
146	было бы	10	3
147	в один	2	3
148	мы имеем	4	3
149	в этих	2	3
150	сами по	3	3
151	и более	1	3
152	даже в	1	3
153	можно ли	2	3
154	не менее	6	3
155	или как	1	3
156	но только	3	3
157	принять во	1	3
158	общения с	3	3
159	все его	1	3
160	уже не	2	3
161	как они	2	3
162	нуждается в	1	3
163	все время	2	3
164	он есть	1	3
165	даны в	1	3
166	с нею	2	3
167	из них	4	3
168	мы находим	1	3
169	бы это	1	3
170	о котором	2	3
171	и их	3	3
172	во внимание	1	3
173	в данном	1	3
174	в той	1	3
175	в это	1	3
176	и от	2	3
177	это как	1	3
178	и слова	1	3
179	или нет	1	3
180	не что	1	3
181	как известно	3	2
182	также и	1	2
183	в сфере	2	2
184	человека и	5	2
185	которая делает	1	2
186	только потому	2	2
187	этого последнего	1	2
188	тем же	4	2
189	что эти	3	2
190	например в	1	2
191	повседневной жизни	1	2
192	что уже	1	2
193	каком случае	1	2
194	так чтобы	1	2
195	зависимости от	6	2
196	в ней	1	2
197	во всех	1	2
198	если в	3	2
199	очевидно что	1	2
200	ведь мы	1	2
201	которые не	4	2
202	каждая вещь	1	2
203	как в	9	2
204	более и	1	2
205	перед нами	10	2
206	что по	2	2
207	более или	1	2
208	но в	1	2
209	еще на	1	2
210	в которой	1	2
211	бы и	1	2
212	так или	1	2
213	все эти	7	2
214	ни вообще	1	2
215	но ведь	1	2
216	на его	2	2
217	наконец мы	1	2
218	не как	3	2
219	на этом	3	2
220	но все	2	2
221	не будет	2	2
222	в мире	2	2
223	в жизни	3	2
224	только одно	1	2
225	с тем	16	2
226	несмотря на	1	2
227	многих исследователей	1	2
228	и потом	1	2
229	или менее	3	2
230	и при	1	2
231	жизни с	1	2
232	в зависимости	5	2
233	тем не	5	2
234	в становлении	1	2
235	их в	3	2
236	тому что	2	2
237	же самого	1	2
238	что с	4	2
239	самого начала	6	2
240	дело не	1	2
241	того как	3	2
242	в сущности	1	2
243	и остается	1	2
244	на него	1	2
245	не по	1	2
246	только не	1	2
247	это мы	2	2
248	того и	2	2
249	только и	1	2
250	или иная	3	2
251	своей природе	1	2
252	мире и	1	2
253	уже и	1	2
254	и делает	1	2
255	в области	7	2
256	к тому	4	2
257	когда они	1	2
258	в конце	1	2
259	с ее	5	2
260	та или	3	2
261	данном случае	1	2
262	с самого	6	2
263	и совершенно	1	2
264	что у	1	2
265	том как	1	2
266	мы в	2	2
267	понятно что	1	2
268	разница между	1	2
269	но мы	1	2
270	или на	1	2
271	в новую	1	2
272	он берет	1	2
273	между тем	3	2
274	или иначе	2	2
275	если принять	1	2
276	не отличаются	1	2
277	необходима для	1	2
278	всяком случае	4	2
279	этих последних	2	2
280	мы должны	6	2
281	мы видим	3	2
282	с ними	3	2
283	в какой	4	2
284	с одной	5	2
285	есть в	1	2
286	если мы	3	2
287	или в	2	2
288	само по	2	2
289	тем что	8	2
290	в очень	1	2
291	будем говорить	1	2
292	реальных вещей	1	2
293	до сих	1	2
294	именно в	5	2
295	будет ли	1	2
296	следовательно не	2	2
297	не на	1	2
298	как ни	1	2
299	что мы	7	2
300	когда я	1	2
301	в частности	4	2
302	на который	1	2
303	ни на	2	2
304	вместе с	14	2
305	с первого	1	2
306	так же	17	2
307	или по	1	2
308	что же	1	2
309	в тех	2	2
310	в состоянии	1	2
311	нечто совершенно	1	2
312	сих пор	1	2
313	же самое	1	2
314	и часто	1	2
315	и всякая	1	2
316	в результате	3	2
317	в другое	1	2
318	но о	1	2
319	это еще	1	2
320	или не	1	2
321	же в	2	2
322	есть уже	1	2
323	но всегда	2	2
324	в виде	3	2
325	того или	2	2
326	в своих	2	2
327	во всяком	4	2
328	говорили уже	2	1
329	всегда в	1	1
330	смысле слова	2	1
331	на предмет	1	1
332	говоря о	1	1
333	слова которые	1	1
334	того же	6	1
335	не остается	1	1
336	тех же	1	1
337	же по	1	1
338	между двумя	2	1
339	из трех	1	1
340	вещей в	1	1
341	и до	1	1
342	предмета когда	1	1
343	сама не	1	1
344	выражается в	1	1
345	все те	1	1
346	таком виде	1	1
347	уже по	2	1
348	по его	1	1
349	эту же	1	1
350	объединяет вещи	1	1
351	и значение	1	1
352	им самим	1	1
353	бы уже	1	1
354	сравнению с	3	1
355	члены и	1	1
356	уже что	1	1
357	понятия но	3	1
358	которую мы	5	1
359	ему в	1	1
360	мы и	2	1
361	и он	1	1
362	бы то	1	1
363	бы она	1	1
364	небесные и	1	1
365	он употребляет	1	1
366	они имеют	2	1
367	мы будем	2	1
368	со всеми	6	1
369	быть так	1	1
370	в наиболее	1	1
371	отличие от	6	1
372	форме и	1	1
373	они действительно	1	1
374	общего с	1	1
375	поскольку они	1	1
376	чем мы	1	1
377	по которому	1	1
378	мы также	1	1
379	к новому	1	1
380	однако не	1	1
381	насколько и	1	1
382	этого сложного	1	1
383	сходство между	1	1
384	когда он	3	1
385	и понимания	1	1
386	придется говорить	1	1
387	уже с	1	1
388	или иную	1	1
389	то в	3	1
390	процесса а	1	1
391	только один	1	1
392	в опыте	1	1
393	вопрос почему	1	1
394	в целом	13	1
395	он в	1	1
396	из этих	4	1
397	чем бы	1	1
398	однако как	1	1
399	с их	2	1
400	остановиться на	3	1
401	по форме	2	1
402	же эта	1	1
403	тому же	1	1
404	во многих	1	1
405	но способ	1	1
406	но на	3	1
407	философской и	1	1
408	вообще не	1	1
409	в расчет	1	1
410	с чем	1	1
411	к выводу	2	1
412	как оно	3	1
413	связанные с	2	1
414	сколько можно	1	1
415	и эти	2	1
416	не связан	1	1
417	никакому сомнению	1	1
418	близким к	1	1
419	понятий и	7	1
420	быть с	1	1
421	чем она	1	1
422	чтобы их	2	1
423	именно это	2	1
424	я например	1	1
425	в основу	4	1
426	от нее	4	1
427	что все	1	1
428	главным образом	2	1
429	значение в	3	1
430	и менее	1	1
431	или даже	1	1
432	в единую	1	1
433	может стать	1	1
434	которая как	1	1
435	известно что	1	1
436	этом смысле	2	1
437	лишь на	2	1
438	и тем	1	1
439	действий и	1	1
440	в них	2	1
441	также не	1	1
442	показывает что	8	1
443	нас к	2	1
444	всегда и	1	1
445	перейдем к	1	1
446	внутренняя или	1	1
447	чем в	1	1
448	сейчас мы	1	1
449	человека мы	2	1
450	понятия и	3	1
451	когда в	3	1
452	одного и	4	1
453	именно этот	1	1
454	и становится	1	1
455	не указывает	1	1
456	на первый	2	1
457	в эту	2	1
458	но если	1	1
459	этого говорят	1	1
460	могут не	1	1
461	самим и	1	1
462	почти не	1	1
463	в котором	3	1
464	в последнее	3	1
465	что всякий	1	1
466	мы называем	2	1
467	себе а	1	1
468	на вторую	1	1
469	бы мы	1	1
470	от его	1	1
471	и другого	2	1
472	в животном	6	1
473	теми же	1	1
474	силу и	1	1
475	тому чтобы	1	1
476	ним в	1	1
477	обнаруживает с	1	1
478	и очень	1	1
479	другие области	1	1
480	от чисто	1	1
481	случае в	1	1
482	вещи не	1	1
483	что эта	1	1
484	имеет свое	2	1
485	с теми	2	1
486	и другое	5	1
487	это нисколько	1	1
488	в основе	16	1
489	виду не	1	1
490	в самых	1	1
491	отрицать наличие	3	1
492	слово и	1	1
493	подобно тому	1	1
494	одна из	2	1
495	можно видеть	1	1
496	предполагать что	1	1
497	из основных	3	1
498	остается в	1	1
499	вещи так	1	1
500	этом отношении	3	1
501	ему не	1	1
502	с другом	5	1
503	и оно	1	1
504	начиная с	1	1
505	встречается в	4	1
506	отличается от	3	1
507	вся разница	2	1
508	и другим	1	1
509	его значение	1	1
510	мысли о	1	1
511	оно не	2	1
512	не живет	1	1
513	должен быть	1	1
514	то ни	1	1
515	опираясь на	1	1
516	к жизни	2	1
517	своего развития	3	1
518	но при	1	1
519	на разрешение	2	1
520	были бы	3	1
521	в собственном	6	1
522	последнее время	3	1
523	приводит к	4	1
524	в дальнейшем	1	1
525	по способу	3	1
526	мы наблюдаем	1	1
527	это путь	1	1
528	смысле но	1	1
529	котором мы	1	1
530	в живых	1	1
531	поэтому мы	1	1
532	в глаза	1	1
533	за то	1	1
534	здесь как	1	1
535	и которые	3	1
536	одного из	2	1
537	здесь нет	1	1
538	мог бы	4	1
539	еще в	2	1
540	она была	1	1
541	подойти к	1	1
542	и на	6	1
543	не стоит	2	1
544	по сравнению	4	1
545	составные части	1	1
546	быть может	1	1
547	по мере	1	1
548	и действий	1	1
549	выводу что	4	1
550	против этого	1	1
551	и здесь	2	1
552	в состав	1	1
553	это вполне	1	1
554	внимание на	2	1
555	свойствами но	1	1
556	ли или	1	1
557	как этот	1	1
558	из ряда	1	1
559	и во	2	1
560	и единый	1	1
561	на всех	1	1
562	а напротив	1	1
563	в которую	1	1
564	на каждой	2	1
565	путь к	3	1
566	которой мы	1	1
567	по цвету	3	1
568	по типу	5	1
569	на одном	1	1
570	как его	1	1
571	во всей	1	1
572	и понятно	1	1
573	если это	1	1
574	вещи как	1	1
575	говорит в	1	1
576	эти последние	2	1
577	обе эти	3	1
578	и одновременно	2	1
579	и значением	1	1
580	идет по	1	1
581	совсем не	1	1
582	мне кажется	1	1
583	тот же	2	1
584	больше того	1	1
585	вопросов как	1	1
586	для понятия	1	1
587	проникнуть в	1	1
588	не имеет	1	1
589	во всем	3	1
590	и чувства	1	1
591	уже говорили	5	1
592	даже если	1	1
593	не происходит	2	1
594	их не	1	1
595	где они	2	1
596	человека с	1	1
597	взятая в	1	1
598	внимание что	1	1
599	это показывает	1	1
600	из которых	5	1
601	то и	4	1
602	существенное для	1	1
603	оно в	1	1
604	является не	2	1
605	при помощи	1	1
606	ту или	1	1
607	мы знаем	4	1
608	представить себе	1	1
609	и исторического	1	1
610	содержание и	1	1
611	не о	1	1
612	друг друга	4	1
613	мы можем	7	1
614	у него	1	1
615	случае не	1	1
616	которые могут	1	1
617	процессов и	1	1
618	должны сказать	1	1
619	всеми его	1	1
620	и вместе	2	1
621	что обе	1	1
622	или иной	3	1
623	и характер	2	1
624	отличаются от	5	1
625	основной вывод	5	1
626	здесь в	1	1
627	на то	4	1
628	мы никогда	2	1
629	не сводится	1	1
630	к которому	3	1
631	представляет собою	1	1
632	или этот	1	1
633	в живом	3	1
634	том отношении	1	1
635	говорит о	1	1
636	от другого	2	1
637	их сходство	1	1
638	связано с	1	1
639	только по	1	1
640	превращается в	1	1
641	чтобы убедиться	1	1
642	одной стороны	5	1
643	моментов и	1	1
644	он только	1	1
645	может ли	2	1
646	них как	1	1
647	ничем не	1	1
648	и непосредственно	1	1
649	действительности и	1	1
650	с которым	1	1
651	с наступлением	1	1
652	и принимает	1	1
653	есть начало	1	1
654	которые по	1	1
655	могут служить	2	1
656	там где	4	1
657	медленно и	1	1
658	факт что	5	1
659	нет никаких	4	1
660	все более	2	1
661	бы оно	1	1
662	вступает в	2	1
663	с началом	2	1
664	который мы	2	1
665	которые являются	2	1
666	тому как	2	1
667	основе и	2	1
668	происходит в	1	1
669	по существу	1	1
670	друг с	5	1
671	или другого	2	1
672	нам еще	1	1
673	с этой	3	1
674	слова и	6	1
675	может привести	1	1
676	не предполагает	1	1
677	в одних	1	1
678	не об	1	1
679	но для	1	1
680	это последнее	1	1
681	например у	1	1
682	на одной	1	1
683	вопрос в	1	1
684	тем и	4	1
685	об отношении	2	1
686	в его	15	1
687	это можно	1	1
688	из нее	2	1
689	развития и	1	1
690	к достижению	1	1
691	лишь как	1	1
692	черт в	1	1
693	конце концов	1	1
694	ибо в	1	1
695	скажем что	1	1
696	мы не	9	1
697	дана в	1	1
698	все они	2	1
699	все остальные	2	1
700	уже давно	1	1
701	основное отличие	1	1
702	условий и	1	1
703	в типе	1	1
704	и живет	1	1
705	что тип	1	1
706	не иметь	3	1
707	но этот	1	1
708	или иного	2	1
709	этом мы	1	1
710	который не	1	1
711	эти элементы	1	1
712	навсегда с	1	1
713	ее может	1	1
714	и эта	2	1
715	уже после	1	1
716	им и	1	1
717	как на	2	1
718	точно так	1	1
719	все что	2	1
720	своей власти	1	1
