N	2gram	Propp_Isto_5	Problema
1	и в	25	44
2	вовсе не	2	37
3	и не	11	35
4	может быть	17	28
5	по себе	2	25
6	потому что	7	25
7	то что	7	23
8	в том	6	21
9	только в	7	19
10	а не	2	18
11	в этом	10	17
12	также и	1	16
13	для нас	5	16
14	сказать что	2	16
15	не только	13	14
16	и даже	1	14
17	и т	20	13
18	то же	4	13
19	т д	18	13
20	не в	6	13
21	но в	1	12
22	том что	8	12
23	так что	2	12
24	то это	3	10
25	отнюдь не	1	10
26	как и	7	10
27	тем не	4	10
28	не менее	4	10
29	в виду	1	10
30	но и	13	10
31	не имеет	1	9
32	в нем	7	9
33	и с	3	9
34	это не	6	9
35	и тем	4	9
36	в то	3	9
37	и это	4	9
38	никак не	1	9
39	в его	12	9
40	что и	6	9
41	что он	22	9
42	так как	11	9
43	в данном	3	9
44	как бы	2	9
45	таким образом	9	9
46	и от	1	9
47	во всяком	1	9
48	перед нами	2	8
49	в себе	1	8
50	он не	4	8
51	было бы	1	8
52	но это	7	8
53	и вообще	3	8
54	связи с	8	8
55	как мы	5	8
56	здесь не	1	8
57	того что	2	8
58	при помощи	7	8
59	или иной	1	8
60	а именно	4	8
61	что мы	2	8
62	что в	8	8
63	мы не	5	7
64	в связи	4	7
65	на самом	1	7
66	все эти	8	7
67	мы должны	4	7
68	указывает на	1	7
69	данном случае	2	7
70	с ним	4	7
71	и что	8	7
72	с другой	9	7
73	значит что	2	7
74	уже не	11	7
75	еще и	1	7
76	не может	6	7
77	и потому	2	7
78	сам по	1	6
79	в целом	3	6
80	все же	10	6
81	и к	1	6
82	о том	7	6
83	и если	1	6
84	ясно что	5	6
85	но если	1	6
86	никогда не	3	6
87	для этого	1	6
88	другими словами	1	6
89	можно сказать	2	6
90	и только	1	6
91	всяком случае	1	6
92	мы можем	2	6
93	такого рода	1	6
94	нет ничего	1	6
95	в виде	9	6
96	жизни и	2	6
97	и есть	1	5
98	едва ли	1	5
99	есть не	1	5
100	еще не	8	5
101	что они	1	5
102	в своем	1	5
103	с тем	8	5
104	и сам	2	5
105	точки зрения	2	5
106	в своей	2	5
107	тем самым	1	5
108	как о	1	5
109	и его	9	5
110	и о	1	5
111	в ней	5	5
112	и здесь	7	5
113	что здесь	3	5
114	только на	1	5
115	то и	1	5
116	или даже	1	5
117	в конце	1	5
118	не было	1	5
119	этом случае	7	5
120	так же	5	5
121	как в	6	5
122	все это	4	5
123	а в	3	5
124	с ней	2	5
125	другой стороны	8	5
126	состоит из	3	5
127	в таком	1	5
128	не имеют	1	4
129	мы уже	4	4
130	время как	1	4
131	но даже	1	4
132	он сам	1	4
133	но как	1	4
134	чем же	1	4
135	как иначе	1	4
136	то время	1	4
137	при этом	1	4
138	не считать	2	4
139	в ее	4	4
140	мы в	1	4
141	с полным	1	4
142	д и	1	4
143	же и	1	4
144	тем что	10	4
145	ни от	1	4
146	это значит	2	4
147	или в	6	4
148	или другой	1	4
149	а также	1	4
150	совершенно не	2	4
151	в каком	1	4
152	в искусстве	1	4
153	же как	4	3
154	то в	2	3
155	здесь и	1	3
156	и ее	1	3
157	из того	1	3
158	это же	3	3
159	но не	5	3
160	уже как	1	3
161	и как	3	3
162	в самом	1	3
163	что это	5	3
164	в этой	3	3
165	на то	2	3
166	что у	4	3
167	но все	5	3
168	об этом	2	3
169	его в	9	3
170	с другими	4	3
171	том смысле	1	3
172	только о	1	3
173	но уже	3	3
174	он является	1	3
175	о которых	2	3
176	и тогда	1	3
177	не указывает	1	3
178	что такое	1	3
179	в которых	3	3
180	в таких	3	3
181	ничего не	2	3
182	находятся в	1	3
183	как будто	1	3
184	как только	1	3
185	она не	2	3
186	без всякого	1	3
187	идет речь	1	3
188	с собой	1	3
189	если бы	2	3
190	или как	2	3
191	во всей	1	3
192	может иметь	1	3
193	не так	1	3
194	не мешает	1	3
195	в качестве	7	3
196	самом деле	2	3
197	уже в	2	3
198	а это	1	3
199	а то	1	3
200	в мифе	7	3
201	для него	1	3
202	само по	1	3
203	отличие от	1	3
204	здесь в	1	3
205	что для	1	3
206	прежде всего	6	3
207	подобного рода	1	3
208	если не	4	3
209	но оно	3	3
210	ни на	1	3
211	в тех	1	3
212	или другого	1	3
