N	3gram	Losev_Vlad_3	VeschiIm
1	не может быть	6	18
2	это значит что	6	17
3	бы то ни	3	9
4	то ни было	1	9
5	и больше ничего	1	9
6	что иное как	1	8
7	не что иное	1	8
8	не есть ни	1	6
9	в том что	10	6
10	на то что	2	6
11	одно и то	1	5
12	содержит в себе	4	5
13	и то же	1	5
14	тем не менее	9	5
15	то что является	1	4
16	с точки зрения	6	4
17	и то что	4	4
18	не есть только	1	4
19	не только в	1	4
20	то же время	2	4
21	в то же	3	4
22	более или менее	5	3
23	в самом деле	1	3
24	и не только	1	3
25	и в то	2	3
26	сам по себе	2	3
27	можно было бы	1	3
28	то и другое	1	3
29	вместе с тем	6	3
30	все же не	1	3
31	только то что	1	3
32	само по себе	3	3
33	сама по себе	1	3
34	не может не	1	2
35	невозможно было бы	1	2
36	то это значит	4	2
37	этой точки зрения	1	2
38	дело в том	5	2
39	а есть только	1	2
40	но даже и	2	2
41	о том как	1	2
42	раз навсегда и	1	2
43	а так как	1	2
44	в основе своей	1	2
45	если оно не	1	2
46	с этой точки	1	2
47	в данном случае	2	2
48	никуда не годится	1	2
49	есть не только	1	2
50	уже не просто	1	2
51	заключается в том	1	2
52	что это есть	2	2
53	но что же	1	2
54	к тому что	2	2
55	так что в	1	2
56	никакого отношения к	3	2
57	так или иначе	2	2
58	но еще и	2	2
59	только в виде	2	1
60	но как раз	1	1
61	общего ни с	1	1
62	что несмотря на	2	1
63	того что и	1	1
64	в ней нет	1	1
65	уже не будет	1	1
66	но и она	1	1
67	если она хочет	1	1
68	и что дает	1	1
69	между прочим и	1	1
70	это было бы	1	1
71	и в смысле	3	1
72	и ни на	1	1
73	в этом смысле	3	1
74	есть прежде всего	2	1
75	при таких условиях	2	1
76	в себе не	1	1
77	том что он	1	1
78	но ясно что	1	1
79	в этом случае	1	1
80	одной стороны и	2	1
81	что собственно говоря	1	1
82	да и то	1	1
83	не имеют никакого	1	1
84	том что это	1	1
85	как раз и	5	1
86	на первый план	2	1
87	как это было	1	1
88	до сих пор	1	1
89	еще не был	1	1
90	также и то	3	1
91	будучи в основе	1	1
92	не имеет никакого	1	1
93	в себе и	2	1
94	если подойти к	1	1
95	знания и бытия	1	1
96	резко отличается от	1	1
97	и от всякого	1	1
98	не содержит никаких	1	1
99	отчет во всех	1	1
100	для него только	1	1
101	только логика и	1	1
102	ничего общего ни	1	1
103	и не в	1	1
104	заметим что в	1	1
105	также и для	1	1
106	и тем не	1	1
107	ни в какой	1	1
108	она должна быть	1	1
109	стоит на точке	1	1
110	может быть и	1	1
111	даже и не	2	1
112	хотя бы и	3	1
113	что бы то	2	1
114	потому что он	1	1
115	для него это	1	1
116	то время как	2	1
117	является не просто	1	1
118	так же как	2	1
119	того что мы	1	1
120	уже не мог	1	1
121	то что есть	1	1
122	я не стану	1	1
123	есть не больше	1	1
124	еще и в	2	1
125	с одной стороны	3	1
126	в конце концов	5	1
127	никакого отношения ни	1	1
128	было бы очень	1	1
129	и потому что	2	1
130	и в этом	5	1
131	а тем не	1	1
132	даже и в	2	1
133	какой бы то	1	1
134	но если оно	1	1
135	еще и потому	2	1
136	одной из самых	1	1
137	к самому себе	1	1
138	не входя в	1	1
139	с другой стороны	2	1
140	потому что они	1	1
141	не мог бы	1	1
142	да будет позволено	1	1
143	ни в каком	2	1
144	нельзя сказать что	2	1
145	и если есть	1	1
146	и рационализм и	1	1
147	во всяком случае	3	1
148	и не есть	2	1
149	мы не можем	1	1
150	вовсе не есть	2	1
151	в то время	4	1
152	тоже никуда не	1	1
153	и вместе с	2	1
154	это и есть	1	1
155	понимать учение о	1	1
156	о том что	8	1
157	только и можно	1	1
158	не может существовать	1	1
159	не только не	1	1
160	в истории философии	3	1
161	но можно и	1	1
162	вопрос о том	1	1
163	отношения ни к	1	1
164	для себя свое	1	1
165	и рационалистическая метафизика	1	1
166	одного живого существа	1	1
167	и в результате	1	1
168	не говорит о	2	1
169	для того чтобы	1	1
170	говорит только о	1	1
171	в своем инобытии	1	1
172	в том смысле	1	1
173	мы видим что	1	1
174	бога и мира	1	1
175	есть уже нечто	1	1
176	не только то	1	1
177	входя в подробности	1	1
178	имеет никакого отношения	1	1
179	свидетельствует о том	2	1
180	но и то	1	1
181	есть она сама	1	1
182	что и в	3	1
183	распадается на отдельные	1	1
184	несмотря на все	1	1
185	как мы говорили	1	1
186	на точке зрения	1	1
187	подойти к делу	1	1
188	и для всего	1	1
189	есть только логика	1	1
