N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	49
2	то есть	9	32
3	прежде всего	4	19
4	в его	6	18
5	и на	5	17
6	не только	31	17
7	и его	10	17
8	в этом	12	15
9	и не	23	15
10	в году	2	13
11	только в	12	13
12	но и	27	13
13	во время	1	12
14	как и	13	11
15	и т.п	8	11
16	как бы	6	11
17	в этой	6	10
18	в нем	4	9
19	для него	4	9
20	все это	1	9
21	в романе	2	9
22	в сущности	2	8
23	отношение к	1	8
24	до нас	1	8
25	то же	8	7
26	все же	4	7
27	таким образом	1	7
28	на протяжении	7	7
29	как мы	2	7
30	один из	6	7
31	не может	8	7
32	жизни и	6	7
33	мы уже	1	6
34	именно в	3	6
35	во всех	1	6
36	так и	5	6
37	и с	3	6
38	времени и	9	6
39	точки зрения	5	6
40	в то	4	6
41	же время	4	6
42	в литературе	4	6
43	то что	9	6
44	в творчестве	1	6
45	так как	1	6
46	сказать что	2	6
47	с точки	1	5
48	с его	4	5
49	из этих	4	5
50	но не	4	5
51	в своем	3	5
52	при этом	19	5
53	в своей	5	5
54	никогда не	4	5
55	роль в	2	5
56	тот же	1	5
57	уже в	1	5
58	в начале	3	5
59	может быть	15	5
60	протяжении всего	1	5
61	в особенности	2	5
62	и потому	1	5
63	и смерти	1	5
64	и до	1	4
65	и к	1	4
66	но в	7	4
67	в себе	6	4
68	но все	1	4
69	лишь в	3	4
70	в жизни	3	4
71	в этих	2	4
72	с ним	2	4
73	и смех	1	4
74	одна из	4	4
75	в области	2	4
76	она была	2	4
77	с другой	2	4
78	а в	13	4
79	тем что	1	4
80	в форме	2	4
81	смерти и	1	4
82	до сих	2	4
83	не было	3	4
84	там где	1	4
85	и о	3	4
86	сих пор	2	4
87	том что	7	4
88	нового времени	1	4
89	в свое	1	4
90	значение в	1	4
91	также и	3	3
92	в самом	6	3
93	и со	1	3
94	жизни это	1	3
95	меньшей степени	2	3
96	точка зрения	5	3
97	для которого	1	3
98	раз в	2	3
99	да и	2	3
100	но именно	3	3
101	и вот	2	3
102	из них	4	3
103	далеко не	1	3
104	мы видели	1	3
105	на земле	1	3
106	во всем	1	3
107	нельзя было	1	3
108	в одном	4	3
109	их в	3	3
110	даже в	1	3
111	но они	3	3
112	только с	1	3
113	с ее	2	3
114	в ее	1	3
115	так в	4	3
116	в последующих	1	3
117	и вообще	1	3
118	в виду	1	3
119	о том	4	3
120	в значительной	1	3
121	к нему	4	3
122	утрачивает свою	1	3
123	наконец в	1	3
124	же в	2	3
125	большей или	2	3
126	что он	3	3
127	с одной	1	3
128	этом отношении	3	3
129	или меньшей	1	3
130	что для	1	3
131	связь с	1	3
132	о чем	4	3
133	одной стороны	1	3
134	видит в	1	3
135	в книге	1	3
136	и все	3	3
137	в большей	1	3
138	в том	8	3
139	жизни в	2	3
140	другой стороны	2	3
141	как известно	3	2
142	одним из	1	2
143	в эстетике	1	2
144	на самом	1	2
145	тех же	1	2
146	он как	1	2
147	но даже	1	2
148	на мир	1	2
149	в ней	4	2
150	еще не	4	2
151	он был	1	2
152	это и	1	2
153	целый ряд	1	2
154	что слово	1	2
155	только то	1	2
156	та же	2	2
157	в нашем	3	2
158	на то	2	2
159	ключ к	2	2
160	и еще	2	2
161	содержит в	1	2
162	подобно тому	3	2
163	так например	1	2
164	значительной степени	1	2
165	в мире	4	2
166	второй половины	1	2
167	еще вернемся	1	2
168	мировой литературы	1	2
169	автора и	1	2
170	по поводу	1	2
171	что касается	2	2
172	в их	1	2
173	на фоне	1	2
