N	3gram	Bakhtin_sl_1	Dialekti
1	и т д	5	23
2	с точки зрения	8	14
3	тем не менее	1	10
4	не только не	1	7
5	не может быть	1	6
6	по крайней мере	1	5
7	о том что	1	5
8	то время как	2	4
9	в то время	2	4
10	с одной стороны	4	3
11	в том что	1	3
12	как и в	1	3
13	и прежде всего	1	3
14	это было бы	1	2
15	и нет ничего	1	2
16	того или иного	2	2
17	нет и ничего	1	2
18	с этой точки	1	2
19	в зависимости от	3	2
20	одно и то	2	2
21	и то же	2	2
22	и в этом	2	2
23	не могут быть	2	2
24	с другой стороны	4	2
25	во всяком случае	5	2
26	этой точки зрения	1	2
27	в сущности и	1	2
28	той или иной	9	2
29	для нас в	1	2
30	к тому что	2	2
31	так или иначе	1	2
32	на ту же	2	1
33	а следовательно и	1	1
34	нас в данном	1	1
35	и во всяком	1	1
36	и той же	1	1
37	кроме того и	1	1
38	имеем в виду	1	1
39	мы уже сказали	2	1
40	и в особенности	4	1
41	уже не на	1	1
42	как точка зрения	1	1
43	следовательно и в	1	1
44	до сих пор	2	1
45	и не может	2	1
46	в лучшем случае	2	1
47	и в то	5	1
48	в основе их	2	1
49	в этом отношении	1	1
50	может находиться в	1	1
51	и во всех	2	1
52	а иногда и	1	1
53	может быть только	2	1
54	на мир как	1	1
55	и в частности	1	1
56	в данном случае	3	1
57	если бы мы	1	1
58	в них как	2	1
59	что для нас	1	1
60	у нее нет	1	1
61	же тему и	1	1
62	на одной из	1	1
63	и в отношении	1	1
64	эта точка зрения	1	1
65	это не значит	1	1
66	как раз на	1	1
67	в которой живет	1	1
68	ту же тему	2	1
69	и в том	2	1
70	оно живет и	1	1
71	и кроме того	2	1
72	оно действительно не	1	1
73	более или менее	3	1
74	то же время	12	1
75	одной из них	1	1
76	в одном из	1	1
77	и все это	1	1
78	точки зрения самого	2	1
79	с полной очевидностью	1	1
80	бы то ни	1	1
81	то ни было	1	1
82	мы имеем в	1	1
83	в сущности можно	1	1
84	в то же	12	1
85	одной и той	1	1
86	тех или иных	1	1
87	это не только	1	1
88	что все категории	2	1
89	не может находиться	1	1
90	сознания вовсе не	1	1
91	сама она не	1	1
