N	3gram	Propp_Russ_2	FransuaR
1	как мы уже	1	5
2	в отличие от	3	3
3	не было ни	1	3
4	в других местах	7	3
5	для того чтобы	6	3
6	к новому от	1	2
7	в своей книге	2	2
8	и в других	4	2
9	но и в	1	2
10	в этом отношении	1	2
11	можно было бы	1	2
12	в праздничные дни	1	2
13	не может быть	3	2
14	все то что	1	2
15	в данном случае	6	2
16	о том что	4	2
17	можно сказать что	1	2
18	как и в	1	2
19	в том же	1	2
20	как мы видели	1	2
21	смысле этого слова	1	1
22	что здесь в	1	1
23	в другом месте	1	1
24	об умирающем и	1	1
25	что иное как	2	1
26	имея в виду	1	1
27	не был он	1	1
28	же в этой	1	1
29	или во всяком	1	1
30	том что в	1	1
31	в нашу задачу	1	1
32	дело в том	1	1
33	с одним из	1	1
34	так как в	1	1
35	подобно тому как	3	1
36	в настоящее время	1	1
37	о том как	1	1
38	в этом случае	6	1
39	может быть только	2	1
40	зимы к весне	1	1
41	для этой цели	2	1
42	только там где	1	1
43	и еще в	1	1
44	все же в	1	1
45	может быть и	1	1
46	с таким же	1	1
47	в применении к	1	1
48	не что иное	2	1
49	в том чтобы	2	1
50	переход от старого	1	1
51	и в этом	1	1
52	том чтобы установить	1	1
53	время которого носили	1	1
54	месте своей книги	1	1
55	во всяком случае	1	1
56	как мы увидим	1	1
57	ни с одним	1	1
58	с другой стороны	1	1
59	мы видели что	4	1
60	во всех этих	1	1
61	одно из первых	1	1
62	тому как в	2	1
63	между тем как	1	1
64	радость веселье и	1	1
65	в свою очередь	1	1
66	это и есть	1	1
67	элементы входящие в	1	1
68	человеку когда он	1	1
69	нас не может	1	1
70	во время которого	1	1
71	каждый из этих	1	1
72	в том что	18	1
73	от зимы к	1	1
74	входящие в сложный	1	1
