N	3gram	Vygotskiy__4	NovoeSre
1	в высшей степени	2	6
2	не может быть	1	4
3	подобно тому как	2	3
4	равно как и	1	2
5	в этом смысле	8	2
6	вместе с тем	3	2
7	так же как	5	2
8	с одной стороны	9	2
9	с другой стороны	8	2
10	когда мы говорим	1	2
11	вопрос о том	1	2
12	по своей природе	1	1
13	я думаю что	1	1
14	и того же	5	1
15	такой же мере	1	1
16	что в этом	1	1
17	то время как	1	1
18	в силу присущей	1	1
19	одного и того	5	1
20	есть прежде всего	1	1
21	в том числе	2	1
22	же как и	4	1
23	до сих пор	1	1
24	и во всех	1	1
25	том случае если	1	1
26	в зависимости от	1	1
27	мы конечно не	1	1
28	в отличие от	2	1
29	дня и ночи	1	1
30	в основе их	3	1
31	но и в	2	1
32	том числе и	2	1
33	заключает в себе	1	1
34	не знает что	2	1
35	можно было бы	5	1
36	и в истории	1	1
37	бы сказать что	3	1
38	в том случае	1	1
39	было бы сказать	1	1
40	что в силу	1	1
41	в том чтобы	2	1
42	не только в	1	1
43	не могут быть	2	1
44	в такой же	1	1
45	во всяком случае	3	1
46	о том что	3	1
47	в то время	1	1
48	и для другого	1	1
49	то что в	1	1
50	в переходе от	1	1
51	имея в виду	1	1
52	это значит что	2	1
53	мы говорим о	1	1
54	говорит что в	1	1
55	которые могут быть	1	1
56	в том смысле	2	1
57	в том что	31	1
58	как и в	1	1
59	не может остаться	1	1
