N	4gram	Medvedev_F_1	Myshleni
1	но вместе с тем	1	4
2	все более и более	2	2
3	с одной стороны и	4	1
4	и заключается в том	1	1
5	в том числе и	1	1
6	это не могло не	1	1
7	и с точки зрения	1	1
8	и в то же	1	1
9	в то же время	8	1
10	состоит в том чтобы	1	1
11	то же время не	1	1
12	в свою очередь является	2	1
13	последовательно и до конца	1	1
14	независимо друг от друга	1	1
15	что в данном случае	1	1
16	с этой точки зрения	1	1
17	в зависимости от этого	1	1
18	до сих пор почти	1	1
19	заключается в том чтобы	1	1
20	и пр и пр	2	1
