N	2gram	Bakhtin_Fr_3	Vladivir
1	и в	40	40
2	то что	5	28
3	не только	13	25
4	и не	13	25
5	у него	8	24
6	то есть	18	24
7	том что	4	18
8	в том	8	18
9	но и	11	18
10	еще и	2	18
11	также и	4	17
12	что в	12	17
13	в этом	15	16
14	в его	13	14
15	так что	1	14
16	не может	3	14
17	в виде	1	13
18	точки зрения	2	13
19	вовсе не	12	13
20	только в	3	13
21	в конце	3	12
22	даже и	2	12
23	а именно	1	12
24	сказать что	3	12
25	никогда не	1	11
26	потому что	2	11
27	таким образом	10	11
28	о том	4	11
29	в году	5	10
30	ни в	4	10
31	и его	17	10
32	прежде всего	16	10
33	как раз	5	10
34	и потому	4	10
35	это есть	2	10
36	что это	1	9
37	в себе	3	9
38	и с	8	9
39	в своей	6	9
40	не менее	2	9
41	под названием	1	9
42	как мы	10	8
43	в своем	7	8
44	в этой	3	8
45	он не	9	8
46	не был	2	8
47	и что	1	8
48	а также	4	8
49	раз и	1	8
50	для него	5	8
51	может быть	9	8
52	а не	5	8
53	так же	1	8
54	и как	3	7
55	и если	2	7
56	с тем	1	7
57	как и	11	7
58	несмотря на	1	7
59	в то	6	7
60	там же	1	7
61	что и	3	7
62	того что	1	7
63	так как	4	7
64	вместе с	3	7
65	а в	3	7
66	в своих	5	7
67	смысле слова	4	6
68	и на	8	6
69	кроме того	3	6
70	с точки	1	6
71	по себе	1	6
72	в смысле	1	6
73	во всем	3	6
74	и это	2	6
75	и от	3	6
76	так и	3	6
77	об этом	3	6
78	и здесь	4	6
79	и даже	4	6
80	xix века	4	6
81	да и	1	6
82	но это	3	6
83	хотя бы	2	6
84	отношения к	1	5
85	мы уже	13	5
86	в ней	4	5
87	тут же	2	5
88	отнюдь не	1	5
89	в истории	4	5
90	все эти	8	5
91	можно было	3	5
92	должно быть	1	5
93	в отношении	1	5
94	дело в	2	5
95	тем что	3	5
96	ничего не	1	5
97	эти три	1	5
98	у нас	4	5
99	еще в	3	5
100	с другой	2	5
101	что он	2	5
102	только на	4	5
103	в одном	7	5
104	не было	5	5
105	в данном	4	5
106	и разум	1	4
107	в самом	6	4
108	то же	7	4
109	и о	4	4
110	но даже	1	4
111	еще не	3	4
112	но не	2	4
113	то он	1	4
114	все же	2	4
115	но в	8	4
116	бы и	1	4
117	есть все	1	4
118	было бы	4	4
119	чем в	1	4
120	такой же	1	4
121	в котором	2	4
122	даже в	4	4
123	тому что	1	4
124	не имеет	1	4
125	в дальнейшем	2	4
126	не с	1	4
127	она была	1	4
128	никак не	3	4
129	здесь в	4	4
130	говорит о	1	4
131	до конца	6	4
132	однако и	1	4
133	и все	9	4
134	как это	1	4
135	в течение	2	4
136	такого рода	3	4
137	в основном	4	4
138	в результате	1	4
139	есть и	2	4
140	на самом	3	3
141	и признаков	1	3
142	мы имеем	1	3
143	и тут	1	3
144	и был	2	3
145	здесь не	3	3
146	бы то	1	3
147	отличие от	3	3
148	перед нами	1	3
149	не удалось	1	3
150	и у	2	3
151	уже в	2	3
152	из этих	2	3
153	в нем	5	3
154	при этом	3	3
155	но все	3	3
156	то ни	1	3
157	в качестве	1	3
158	это было	1	3
159	это не	2	3
160	далеко не	2	3
161	этого не	1	3
162	нисколько не	1	3
163	в отличие	3	3
164	не в	1	3
165	что этот	1	3
166	весь этот	3	3
167	того чтобы	4	3
168	он мог	1	3
169	и притом	1	3
170	тех кто	1	3
171	всякого рода	1	3
172	все то	2	3
173	в духе	7	3
174	отличается от	1	3
175	него как	1	3
176	в виду	7	3
177	с каким	1	3
178	смысле но	1	3
179	жизнь и	1	3
180	если бы	3	3
181	и вообще	1	3
182	настоящее время	1	3
183	к нему	2	3
184	что бы	1	3
185	говорит в	1	3
186	что здесь	1	3
187	как нечто	2	3
188	и тем	1	3
189	с одной	1	3
190	вот что	1	3
191	ни с	1	3
192	мы знаем	2	3
193	не так	3	3
194	всяком случае	1	3
195	само по	1	3
196	и только	1	3
197	именно в	2	3
198	и нельзя	1	3
199	вопросе о	1	3
200	в связи	5	3
201	мы видели	3	3
202	подобного рода	1	3
203	как бы	3	3
204	но для	1	3
205	и для	5	3
206	в настоящее	1	3
207	же в	1	3
208	вполне понятно	1	3
209	ее в	1	3
210	как на	1	3
211	в таком	1	3
212	во всяком	1	3
213	в этот	2	2
214	не хочет	1	2
215	по преимуществу	2	2
216	с таким	1	2
217	и этот	2	2
218	есть не	1	2
219	мы не	2	2
220	на эти	1	2
221	в сущности	9	2
222	мало и	1	2
223	он был	3	2
224	первый план	1	2
225	быть в	2	2
226	за свое	1	2
227	данном случае	2	2
228	второму изданию	1	2
229	но как	2	2
230	себе и	1	2
231	во что	1	2
232	с этим	2	2
233	и наконец	3	2
234	и к	3	2
235	от этого	1	2
236	только то	1	2
237	в которой	2	2
238	в целом	2	2
239	в нашем	4	2
240	но на	1	2
241	на позициях	1	2
242	и еще	2	2
243	не к	2	2
244	не как	1	2
245	и по	1	2
246	всех своих	1	2
247	одно и	1	2
248	его произведения	2	2
249	в другом	3	2
250	об этой	1	2
251	ко второму	1	2
252	м с	1	2
253	в это	1	2
254	с такой	1	2
255	на первый	1	2
256	в этих	6	2
257	к тем	2	2
258	можно найти	1	2
259	ли можно	1	2
260	в вопросе	1	2
261	в их	4	2
262	знаем что	1	2
263	нему и	1	2
264	далеки от	2	2
265	не понимает	3	2
266	и более	1	2
267	тем самым	1	2
268	о значении	1	2
269	что эта	1	2
270	но что	1	2
271	но только	1	2
272	в разных	2	2
273	же время	6	2
274	по своей	1	2
275	был и	1	2
276	связи с	6	2
277	что на	1	2
278	не могут	1	2
279	той или	2	2
280	в в	1	2
281	правильно но	1	2
282	роль в	4	2
283	в мире	4	2
284	здесь нет	2	2
285	во многом	1	2
286	больше чем	2	2
287	и вся	1	2
288	возможна только	1	2
289	его в	1	2
290	на отдельные	1	2
291	путь к	1	2
292	т i	1	2
293	быть и	1	2
294	одной из	2	2
295	что даже	1	2
296	в согласии	1	2
297	и так	2	2
298	который в	2	2
299	в нашей	2	2
300	в начале	3	2
301	свидетельствует о	2	2
302	из них	4	2
303	мы находим	3	2
304	здесь и	5	2
305	заметить что	1	2
306	и вместе	1	2
307	для того	3	2
308	был даже	1	2
309	без всякой	1	2
310	который был	1	2
311	только к	1	2
312	не на	1	2
313	но оно	1	2
314	согласии с	1	2
315	к своему	1	2
316	на почве	1	2
317	т ii	1	2
318	для понимания	3	2
319	в книге	2	2
320	но когда	1	2
321	ни к	1	2
322	этом отношении	2	2
323	все они	1	2
324	другой стороны	1	2
325	того же	2	2
326	из этого	2	2
327	с его	3	2
328	же и	3	2
329	к этой	3	2
330	к этому	6	2
331	пор не	1	1
332	новое время	1	1
333	как известно	2	1
334	например в	2	1
335	по адресу	2	1
336	не делает	1	1
337	системы его	1	1
338	это и	2	1
339	так у	1	1
340	и есть	3	1
341	из самых	2	1
342	из его	1	1
343	от всяких	1	1
344	все те	1	1
345	раз наиболее	1	1
346	из всех	4	1
347	рядом других	1	1
348	правильного понимания	3	1
349	на такие	1	1
350	науки и	1	1
351	начало не	1	1
352	и стиль	2	1
353	есть нечто	1	1
354	от просто	1	1
355	что иное	1	1
356	принадлежит к	1	1
357	и такой	1	1
358	представление о	2	1
359	с но	1	1
360	конечно и	1	1
361	был еще	2	1
362	поместил в	1	1
363	за два	1	1
364	мы ее	1	1
365	и самого	1	1
366	подробно и	2	1
367	связи со	1	1
368	иное как	1	1
369	в последних	2	1
370	словесных выражений	1	1
371	во всех	6	1
372	а следовательно	1	1
373	свою жизнь	1	1
374	в общем	1	1
375	знал и	1	1
376	оно является	1	1
377	нет и	1	1
378	что они	1	1
379	относится к	1	1
380	под руководством	2	1
381	как в	3	1
382	за этим	4	1
383	и где	1	1
384	когда он	1	1
385	сознания в	1	1
386	внешности и	1	1
387	и собственную	1	1
388	себе не	1	1
389	каждый такой	1	1
390	и отнюдь	1	1
391	он в	2	1
392	учености и	1	1
393	которые в	1	1
394	думать что	2	1
395	в известном	1	1
396	им в	1	1
397	он делает	1	1
398	но его	1	1
399	как он	2	1
400	так сказать	5	1
401	теории и	1	1
402	даже с	1	1
403	эпохи возрождения	3	1
404	больше всего	1	1
405	в свет	3	1
406	характерен для	1	1
407	и легко	1	1
408	всем своем	1	1
409	к одному	1	1
410	в корне	2	1
411	и вот	2	1
412	например о	1	1
413	нами здесь	1	1
414	их в	3	1
415	в плане	2	1
416	что ни	1	1
417	такого же	1	1
418	эта в	1	1
419	для всей	2	1
420	распространяется на	1	1
421	для характеристики	2	1
422	была в	1	1
423	на все	1	1
424	лишь в	2	1
425	второй половины	1	1
426	заключается в	1	1
427	говорит что	1	1
428	истории и	1	1
429	с начала	4	1
430	связанным с	1	1
431	в плоскости	1	1
432	в новое	1	1
433	из первых	1	1
434	даже по	1	1
435	нечто общее	1	1
436	произведение как	1	1
437	в них	9	1
438	рядом с	2	1
439	все равно	1	1
440	как об	1	1
441	нетрудно заметить	1	1
442	в сб	1	1
443	всей последующей	1	1
444	эту тему	1	1
445	не всегда	1	1
446	и прямо	1	1
447	в один	2	1
448	смысл и	1	1
449	со всей	1	1
450	во время	8	1
451	и при	1	1
452	и их	1	1
453	при изучении	1	1
454	мысль и	1	1
455	положительный и	1	1
456	самое название	1	1
457	она в	1	1
458	никакому сомнению	2	1
