N	2gram	Losev_Dial_3	Myslijsy
1	потому что	7	46
2	то есть	1	34
3	в слове	3	32
4	в том	5	32
5	и в	24	30
6	может быть	13	28
7	то же	6	23
8	не только	23	21
9	только в	5	21
10	для нас	2	20
11	но и	9	19
12	того что	12	18
13	том что	8	18
14	то что	14	18
15	не есть	54	17
16	что в	7	17
17	в себе	2	16
18	по себе	20	16
19	и проч	1	16
20	и не	27	15
21	не в	3	15
22	а не	26	15
23	таким образом	13	14
24	что и	6	13
25	так как	6	13
26	если бы	6	12
27	вместе с	1	12
28	а в	2	12
29	точно так	2	12
30	так и	5	11
31	что оно	7	11
32	есть уже	1	11
33	в этом	8	10
34	как и	7	10
35	в то	5	10
36	и что	15	10
37	мы не	5	9
38	только тогда	3	9
39	из этих	2	9
40	в нем	3	9
41	было бы	5	9
42	тогда когда	5	9
43	слово есть	1	9
44	для него	4	9
45	и то	4	8
46	в ней	2	8
47	в самом	7	8
48	от того	4	8
49	что не	5	8
50	что мы	8	8
51	только что	4	8
52	есть не	9	7
53	с одной	3	7
54	но не	2	7
55	и без	3	7
56	тем самым	3	7
57	тем что	3	7
58	как мы	2	7
59	так что	8	7
60	вовсе не	13	7
61	с другой	4	7
62	к тому	4	7
63	например в	2	6
64	то это	9	6
65	же что	1	6
66	с этим	3	6
67	между собою	1	6
68	с ним	1	6
69	не имеет	11	6
70	что он	13	6
71	уже не	5	6
72	то и	3	6
73	из них	3	6
74	а потому	1	6
75	зависит от	2	6
76	но оно	1	6
77	не может	19	6
78	образ и	1	6
79	что только	1	6
80	но это	5	6
81	сам по	5	5
82	и т	24	5
83	еще не	2	5
84	независимо от	1	5
85	по которому	2	5
86	в своем	3	5
87	и как	8	5
88	есть для	1	5
89	думать что	2	5
90	одно и	5	5
91	и тем	2	5
92	в них	5	5
93	по крайней	5	5
94	вместе и	1	5
95	же время	3	5
96	к ней	1	5
97	как на	5	5
98	в каком	3	5
99	не могут	4	5
100	не менее	11	5
101	крайней мере	5	5
102	одно из	5	5
103	есть только	12	5
104	тому как	4	5
105	должно быть	3	5
106	слова и	1	5
107	сказать что	4	5
108	только как	5	5
109	говоря о	1	4
110	или же	3	4
111	в каждой	1	4
112	есть ни	3	4
113	что именно	3	4
114	не было	3	4
115	что это	12	4
116	он не	5	4
117	перестает быть	2	4
118	не к	1	4
119	одной и	1	4
120	и по	2	4
121	и при	1	4
122	себе не	1	4
123	в котором	1	4
124	есть нечто	23	4
125	того как	1	4
126	и его	5	4
127	для того	3	4
128	оно не	6	4
129	и это	4	4
130	об отношении	1	4
131	то время	4	4
132	в его	2	4
133	все равно	2	4
134	далеко не	1	4
135	себя и	2	4
136	что для	5	4
137	быть только	2	4
138	если не	3	4
139	и потому	2	4
140	для понимания	1	4
141	все это	6	4
142	в смысле	2	4
143	и от	3	4
144	тем более	3	4
145	слово в	2	4
146	другой стороны	2	4
147	была бы	3	4
148	все что	3	4
149	я и	2	3
150	только потому	2	3
151	и есть	16	3
152	в первом	2	3
153	говорить о	4	3
154	оно есть	2	3
155	и на	3	3
156	в чем	4	3
157	а только	1	3
158	не то	1	3
159	более или	1	3
160	не можем	2	3
161	что она	9	3
162	при этом	2	3
163	т д	23	3
164	в силу	3	3
165	на свое	1	3
166	возможно только	6	3
167	не будет	3	3
168	что все	14	3
169	и может	1	3
170	его в	1	3
171	этого не	2	3
172	и тогда	5	3
173	или менее	1	3
174	как бы	3	3
175	представить себе	1	3
176	место в	1	3
177	и понятия	1	3
178	тем не	10	3
179	есть еще	3	3
180	что например	1	3
181	тому что	4	3
182	на него	1	3
183	тогда и	2	3
184	заметить что	1	3
185	ни о	3	3
186	могут быть	2	3
187	для себя	2	3
188	из двух	3	3
189	или в	2	3
190	быть может	3	3
191	в словах	1	3
192	и вообще	2	3
193	со стороны	2	3
194	жизни не	1	3
195	никак не	2	3
196	можно сказать	1	3
197	то тем	2	3
198	это было	3	3
199	к нему	3	3
200	и следовательно	2	3
201	же и	2	3
202	есть в	3	3
203	только на	7	3
204	никто не	2	3
205	прежде всего	8	3
206	друг друга	3	3
207	мы можем	1	3
208	само по	5	3
209	до сих	1	3
210	именно в	2	3
211	такое же	1	3
212	от другого	1	3
213	одной стороны	3	3
214	только от	2	3
215	связь с	1	3
216	так же	4	3
217	самого себя	1	3
218	том смысле	1	3
219	указанием на	1	3
220	сих пор	1	3
221	не знаем	1	3
222	не существует	10	3
223	и все	6	3
224	от всего	6	3
225	без слова	2	3
226	не говоря	2	3
227	не знает	3	3
228	в которой	1	3
229	то оно	1	3
230	в таком	14	3
231	таком случае	10	2
232	самом деле	6	2
233	к сказанному	1	2
234	это и	7	2
235	но тем	1	2
236	в приведенном	1	2
237	в их	2	2
238	мы уже	3	2
239	той же	3	2
240	предмета в	1	2
241	что уже	1	2
242	этот предмет	1	2
243	его только	1	2
244	все в	1	2
245	на свою	1	2
246	которое не	2	2
247	себе что	1	2
248	вопрос об	3	2
249	есть акт	1	2
250	то он	1	2
251	о слове	1	2
252	тогда как	1	2
253	за пределы	3	2
254	сама по	4	2
255	этой стороны	1	2
256	все же	3	2
257	и той	1	2
258	и слова	1	2
259	целый ряд	2	2
260	со своей	1	2
261	та же	1	2
262	так или	2	2
263	на то	3	2
264	и если	2	2
265	слово это	1	2
266	что должно	1	2
267	эта последняя	1	2
268	не как	1	2
269	с таким	1	2
270	в понятии	2	2
271	из него	1	2
272	подобно тому	4	2
273	что ни	1	2
274	людей и	2	2
275	но все	1	2
276	бы быть	2	2
277	ни в	9	2
278	себе независимо	1	2
279	показывает что	2	2
280	не всегда	1	2
281	несмотря на	2	2
282	понятия и	2	2
283	именно то	1	2
284	и видит	1	2
285	во время	1	2
286	точки зрения	25	2
287	что такое	21	2
288	а как	1	2
289	в мысли	2	2
290	то для	1	2
291	бы мы	1	2
292	выше мы	1	2
293	их в	2	2
294	даже в	1	2
295	что есть	4	2
296	что эта	1	2
297	она не	3	2
298	что с	1	2
299	на котором	2	2
300	и притом	5	2
301	как о	4	2
302	сколько и	1	2
303	иметь в	2	2
304	но только	4	2
305	только не	10	2
306	природы в	1	2
307	такая же	1	2
308	из того	2	2
309	этом отношении	1	2
310	когда мы	2	2
311	от этого	1	2
312	указание на	1	2
313	его с	1	2
314	от нее	1	2
315	понятие а	1	2
316	в нас	1	2
317	его внутреннюю	1	2
318	и о	3	2
319	в ее	1	2
320	только при	1	2
321	так в	2	2
322	во многом	1	2
323	можно только	4	2
324	и с	6	2
325	об этом	6	2
326	связанное с	1	2
327	о том	6	2
328	и та	1	2
329	или на	1	2
330	от него	1	2
331	собственно говоря	4	2
332	предмет не	1	2
333	я думаю	2	2
334	природы и	2	2
335	одной из	1	2
336	но как	2	2
337	в природе	2	2
338	на мир	1	2
339	от одной	1	2
340	связи с	1	2
341	в виде	8	2
342	был бы	1	2
343	в одном	1	2
344	но что	7	2
345	у него	2	2
346	или есть	2	2
347	в других	1	2
348	и даже	13	2
349	будет ли	1	2
350	тут же	1	2
351	только один	1	2
352	души и	2	2
353	у меня	2	2
354	самое слово	1	2
355	или с	1	2
356	остается только	1	2
357	нет ни	2	2
358	по своему	1	2
359	что же	11	2
360	что как	1	2
361	быть не	2	2
362	с этой	5	2
363	перед нами	3	2
364	сознании и	1	2
365	ему только	1	2
366	есть одно	1	2
367	то не	1	2
368	из себя	2	2
369	бы в	2	2
370	с понятием	1	2
371	скажем что	1	2
372	и наконец	1	2
373	же в	2	2
374	человека то	1	2
375	признаков в	1	2
376	лишь тогда	1	2
377	в свой	1	2
378	есть то	6	2
379	жизни и	5	2
380	которая не	1	2
381	кто его	1	1
382	отношения к	1	1
383	в сфере	1	1
384	все остальное	4	1
385	на самом	1	1
386	к понятию	1	1
387	чего не	4	1
388	зрения могут	1	1
389	по преимуществу	1	1
390	что эти	1	1
391	орган самосознания	1	1
392	должна быть	6	1
393	едва ли	1	1
394	уже по	2	1
395	по его	1	1
396	его не	2	1
397	нечто очень	1	1
398	если я	2	1
399	знания если	1	1
400	на первом	1	1
401	что если	2	1
402	вопрос о	5	1
403	чтобы не	1	1
404	и совсем	1	1
405	оно с	1	1
406	в сущности	10	1
407	время как	4	1
408	но она	3	1
409	оно вообще	2	1
410	отдельных частей	1	1
411	не вполне	2	1
412	сложнее и	1	1
413	значит уже	1	1
414	как я	2	1
415	явление не	1	1
416	и он	2	1
417	нет то	1	1
418	и говорить	2	1
419	начало и	2	1
420	столько же	1	1
421	он был	1	1
422	на них	2	1
423	говоря уже	2	1
424	здесь не	1	1
425	но этого	1	1
426	души есть	1	1
427	бы то	2	1
428	без всякого	1	1
429	с его	2	1
430	природу в	1	1
431	дело вовсе	1	1
432	существующее но	1	1
433	к движению	1	1
434	от его	2	1
435	данном случае	1	1
436	он может	1	1
437	знающего только	1	1
438	нею в	1	1
439	есть по	1	1
440	себе и	1	1
441	оно только	1	1
442	нет и	4	1
443	же раз	1	1
444	и другого	1	1
445	из таких	1	1
446	знание есть	2	1
447	который хотя	1	1
448	и я	3	1
449	признак а	1	1
450	чем же	1	1
451	в истории	4	1
452	самое понятие	1	1
453	его на	2	1
454	своей и	2	1
455	стороны и	1	1
456	о жизни	1	1
457	бы при	1	1
458	для науки	2	1
459	еще и	2	1
460	помнить что	1	1
461	хотя и	5	1
462	это определение	1	1
463	но в	2	1
464	осязаем и	1	1
465	природы то	1	1
466	и ощутимым	1	1
467	то в	2	1
468	идея и	1	1
469	на ней	1	1
470	к чему	1	1
471	явления и	4	1
472	из жизни	1	1
473	все эти	3	1
474	если мы	1	1
